"","AJwcM2MAIPOOA100700.extra.kraken2.report","Ia7iM2MAIPOOB100245.extra.kraken2.report","P0ZQM2MAIPOOA100240.extra.kraken2.report","qU3SM2MAIPOOM070605.extra.kraken2.report","c5isM2MAIPOOA070615.extra.kraken2.report","TgLUM2MAIPOOM070620.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"1647471",0,1,0,3,1,1,"v_4640",21,2.14933585522074e-05,208.258352066248
"2233851",2258,1389,1597,1257,1684,1439,"v_1745",87,2.14910489781006e-05,8631.93224980035
"117567",1633,1142,1302,572,585,561,"v_392",27,2.14892016761577e-05,4140.14625333992
"356852",2163,1348,1294,2195,1298,1225,"v_611",137,2.14855080248372e-05,2160.34398315082
"47872",2456,1316,1241,1866,1394,1138,"v_609",141,2.14795085488444e-05,2637.0383214904
"444163",1,1,1,0,1,0,"v_1812",7,2.14712071112638e-05,57.0633323634524
"2560671",1,3,0,0,3,0,"v_4701",21,2.14689022950257e-05,255.550247707179
"2508240",2,1,1,0,0,0,"v_4751",5,2.14689022950257e-05,944.874533748318
"2280",0,0,5,2,0,2,"v_6635",10,2.14689022950257e-05,185.95493635922
"529507",0,1,0,0,1,5,"v_6316",10,2.14624514412036e-05,1784.08128908864
"2731677",2,1,0,0,1,3,"v_6071",52,2.14592274678112e-05,11135.7721496996
"1123863",1,2,1,0,1,1,"v_3312",16,2.14569252226156e-05,431.99991986529
"216931",1,2,5,2,0,1,"v_1516",8,2.14541631803652e-05,1745.95254098783
"142649",1,1,2,0,0,3,"v_5484",26,2.14541631803652e-05,38160.0263509723
"455364",1,1,1,0,0,2,"v_4735",20,2.14527824258806e-05,411.083875023051
"1265350",1,2,1,0,1,2,"v_5022",52,2.14518620216235e-05,29493.341519388
"1825069",2,0,1,2,2,0,"v_5380",46,2.14495613564703e-05,25376.012197835
"2675794",2,1,2,1,1,0,"v_4957",36,2.14454214025306e-05,91448.0106243803
"128780",942,1837,775,796,697,788,"v_2784",47,2.14362272240086e-05,3271.64871487158
"2801335",1317,1704,1302,822,682,845,"v_1730",21,2.1435767722021e-05,2753.62525380265
"1982240",3,0,2,0,0,2,"v_5852",48,2.1435767722021e-05,27885.2735425634
"10456",2,2,1,0,1,1,"v_6186",38,2.14311737853882e-05,35502.1364366062
"2733220",3,0,4,0,0,1,"v_5873",23,2.14275000535687e-05,7031.11640403264
"2596745",1,4,0,2,1,0,"v_1452",17,2.14265818174027e-05,615.92778851954
"2771430",1934,1688,1134,1589,1233,1326,"v_1974",38,2.14265818174027e-05,6194.98635461348
"74700",2,2,1,1,0,1,"v_5533",37,2.14265818174027e-05,23237.8548611571
"10491",2,2,1,1,0,1,"v_6159",37,2.14265818174027e-05,23237.8548611571
"2734251",2,1,0,1,0,3,"v_5897",43,2.14238275810356e-05,3831.46459667894
"1702325",2226,1349,1389,1633,1596,1578,"v_1797",82,2.14219918167991e-05,7544.16196887828
"2734253",0,0,0,1,0,2,"v_6827",27,2.14219918167991e-05,165.97076315379
"1868589",2376,1353,1656,1368,1727,1660,"v_2219",107,2.1416027755172e-05,8103.52415672155
"1982375",3,0,2,2,1,0,"v_5861",48,2.14123592137382e-05,11626.5560545558
"1850238",1581,1551,998,1246,1437,1305,"v_1932",22,2.14119007344282e-05,1116.0190139461
"2528026",2496,1296,1459,1430,1689,2038,"v_4091",106,2.14119007344282e-05,16644.8601676413
"2761107",1042,1698,841,750,573,794,"v_2827",47,2.14100670135098e-05,2609.42032320322
"2641196",3,3,0,0,1,1,"v_5659",31,2.14050259000813e-05,14147.4651807268
"2493675",2499,1370,1172,561,901,795,"v_1644",14,2.14036514629396e-05,2412.19930727085
"588932",1158,1650,858,1021,1007,908,"v_2208",46,2.13981554789977e-05,1800.05229667353
"1589748",1,0,1,0,1,1,"v_5745",18,2.13949507916132e-05,23.4801450381239
"2560594",2,0,2,2,0,1,"v_5893",48,2.13908318894522e-05,14926.7877827688
"2807631",1,1,3,0,1,1,"v_4921",32,2.13844278596326e-05,20618.2706056816
"985002",2,1,2,2,1,0,"v_5301",40,2.13793988113054e-05,12294.7068967256
"590168",3,0,1,2,1,0,"v_5584",51,2.13780276631678e-05,21056.9497541979
"39960",1475,1525,1052,1343,1008,1092,"v_1947",23,2.13739152737999e-05,3296.15856467372
"56947",1,2,1,0,2,1,"v_6197",55,2.13734584393101e-05,47492.8263074755
"316058",2347,1732,1694,1083,1990,1441,"v_1574",53,2.13652387565431e-05,3772.43908365258
"2107999",1,1,1,3,0,1,"v_5325",25,2.13647822928684e-05,2208.67515321267
"1100043",1,0,2,2,2,0,"v_6127",37,2.13620439203623e-05,5479.47171935709
"2336",1,1,2,2,1,0,"v_5585",38,2.13615875931899e-05,42462.5291443966
"92400",1,1,0,1,0,0,"v_5487",13,2.13602187286398e-05,40.8347297544783
"2267618",1,0,3,0,0,3,"v_4909",23,2.13488183429047e-05,9260.86911328782
"2201441",2,0,1,1,1,0,"v_4671",29,2.13419839508281e-05,498.237476887815
"662598",0,2,1,1,2,0,"v_2711",15,2.13406175974733e-05,274.282951597314
"445710",1293,3192,847,958,1112,1507,"v_2844",36,2.1338796065126e-05,7038.53058306863
"376",1096,1721,940,699,2025,1081,"v_1537",30,2.13383407306248e-05,11344.6890274242
"2633570",2561,1471,1174,1465,1209,1165,"v_348",112,2.13342435943934e-05,2999.95089712868
"1176533",1288,2242,970,1037,852,987,"v_2829",46,2.13324231499456e-05,2761.77357604012
"2303331",2307,1354,1448,1111,1827,2190,"v_3737",108,2.13292381196144e-05,26979.598097718
"1434215",2,0,2,0,0,1,"v_3871",19,2.1328328285629e-05,905.854275918389
"1357916",1148,3261,841,905,895,961,"v_1902",47,2.13269636801809e-05,1598.78559963001
"1085647",4,2,1,0,0,1,"v_5184",21,2.13228709113395e-05,7664.17091382286
"68249",3023,994,591,1011,686,713,"v_3",80,2.13224162562102e-05,2431.85394715366
"2202825",2182,1589,1337,1365,1494,1392,"v_1715",34,2.13219616204691e-05,415.012569864117
"2006110",1014,1955,903,889,706,946,"v_2830",44,2.13187797130492e-05,2877.5241251985
"53358",3612,1210,1121,1630,1234,1074,"v_281",131,2.13128729752771e-05,9130.33505816837
"1842539",2297,1677,1744,1191,1660,1448,"v_1569",24,2.1311964536891e-05,5786.98822474917
"1852",3334,1137,2211,656,411,379,"v_656",11,2.13115103467383e-05,362.800409709889
"10663",1,1,1,0,3,1,"v_5963",45,2.1309239686328e-05,4062.44909390346
"2637762",2409,1176,1204,1628,1524,1503,"v_493",114,2.1308331557639e-05,814.886820710623
"171279",1,1,1,1,1,1,"v_1507",21,2.13065155324498e-05,304.914690732922
"545776",0,1,2,1,2,0,"v_4327",14,2.13001618812303e-05,306.698106160294
"731",0,6,0,3,0,0,"v_6334",9,2.12969864764136e-05,476.975302919563
"2636767",1935,1621,1069,1230,1167,1091,"v_395",39,2.12906385062488e-05,5886.90044699726
"546871",2933,1213,1283,1469,1139,1127,"v_356",98,2.1289278719237e-05,32088.3125314876
"1315279",1,0,1,1,1,2,"v_5115",64,2.12833883154198e-05,5090.67184060738
"145263",3,0,1,3,0,0,"v_5654",25,2.12833883154198e-05,11407.9800773732
"2744421",1,0,1,1,1,2,"v_5854",64,2.12833883154198e-05,5090.67184060738
"2728020",1467,1017,4127,882,1398,1176,"v_2532",37,2.12811236433284e-05,2941.26937880283
"2169882",1,2,1,2,0,0,"v_6026",11,2.12775011702626e-05,44.4642373145758
"640131",0,2,0,0,6,0,"v_6287",4,2.12752377507819e-05,31.9758382628671
"1792",1835,2098,1032,725,736,645,"v_413",15,2.12711648089849e-05,1277.83084472322
"2006",2413,1253,1222,1896,1650,1377,"v_682",107,2.1269807508242e-05,3943.12274340426
"1938607",1591,1594,1013,1438,1406,1148,"v_1837",19,2.12679980433442e-05,1673.22039429671
"35249",1,0,1,2,1,1,"v_6117",56,2.12634757277425e-05,9944.79535405896
"81459",5,0,1,2,0,0,"v_5532",23,2.12585034013605e-05,3808.17982670927
"1982560",0,1,2,2,3,0,"v_6432",25,2.12566958591956e-05,1524.68666790919
"2725606",1,2,2,0,1,0,"v_4706",19,2.12562440216814e-05,1466.28466620951
"306",1,1,4,1,0,1,"v_2956",15,2.1249017232953e-05,402.412942159747
"47865",2807,1352,1401,2076,1576,1260,"v_607",123,2.124675986912e-05,4713.92514821209
"2015795",0,1,2,1,0,1,"v_3162",16,2.124675986912e-05,457.966308661705
"85002",2625,957,1138,1973,1765,1571,"v_1474",72,2.12417953565435e-05,6198.65227220132
"2010972",1307,1324,992,854,1328,1022,"v_2190",12,2.1238637329029e-05,1918.05548064318
"76116",1370,816,927,930,1494,1658,"v_2663",79,2.12273663206606e-05,4873.54843925039
"864828",1132,829,5718,665,1078,900,"v_2507",30,2.12246630584739e-05,1413.44467962595
"1914851",3,6,0,1,0,0,"v_5972",10,2.12215101226603e-05,40.2838621896487
"476281",0,1,3,0,2,1,"v_6303",26,2.12192585991045e-05,19272.7791174725
"2771361",2216,1246,1290,1745,1655,1875,"v_2021",63,2.1218808351723e-05,9026.42043984174
"2771436",930,2251,848,757,634,873,"v_2833",46,2.12170075532547e-05,7284.92201122611
"2145",2,0,0,2,0,2,"v_5521",44,2.12147569849587e-05,5090.74892739842
"2734214",2,0,0,2,0,2,"v_5882",44,2.12147569849587e-05,5090.74892739842
"1173297",0,1,0,1,2,2,"v_6457",38,2.12143069285926e-05,2263.88816653576
"2508168",970,1968,872,808,566,781,"v_2826",45,2.12102572804208e-05,2302.49570275318
"1407064",3,0,0,2,0,2,"v_5001",45,2.12080081438751e-05,1055.73739290745
"434009",1907,1601,2028,879,1867,1459,"v_2270",44,2.12075583738044e-05,14601.8514034674
"1463158",973,2286,947,790,636,880,"v_2836",45,2.12071086228104e-05,3047.73323099722
"87791",2,0,0,1,1,2,"v_5100",69,2.12030617221127e-05,6771.78657094654
"28109",2,0,0,1,1,2,"v_5112",69,2.12030617221127e-05,6771.78657094654
"2619695",2785,1734,1223,1764,1490,1162,"v_359",79,2.11994657734625e-05,9556.11978198716
"2683822",0,0,1,2,2,1,"v_6587",38,2.11985669768724e-05,4269.83004350163
"1225862",1,0,1,2,0,2,"v_5783",56,2.11963203187927e-05,8988.40990376498
"142",0,1,1,1,1,2,"v_6367",42,2.11958710443206e-05,4218.03260465573
"1829",2084,1465,937,2055,780,663,"v_477",29,2.11945233351702e-05,1067.00357470567
"73044",2262,1636,1145,1762,1567,1470,"v_16",63,2.1190032208849e-05,2828.30831440495
"176102",0,2,1,3,0,1,"v_6323",16,2.11846453690365e-05,5288.14996720236
"285665",2529,1651,1561,1879,1316,1319,"v_608",87,2.11783641831505e-05,9854.73738373376
"2675225",1734,1753,1221,1570,1220,1272,"v_1916",30,2.11734315780559e-05,2455.17859628248
"2675796",0,0,2,1,1,2,"v_6597",37,2.11734315780559e-05,1667.76989878018
"2681552",1120,1265,4485,598,1366,1023,"v_2271",43,2.11693975189466e-05,1708.20037496568
"316055",2136,1674,1598,950,1743,1355,"v_1572",15,2.1168949385042e-05,3996.52876656981
"2599600",2240,1844,1334,1068,1048,1323,"v_1690",37,2.11573045593991e-05,20589.3164367027
"2649488",2589,1640,1466,992,1690,1706,"v_4109",19,2.11550666384599e-05,9110.13255092866
"28045",3,0,1,1,2,0,"v_5269",59,2.11537241131301e-05,29256.3013828151
"2710756",4709,1800,951,1692,1012,1036,"v_13",87,2.11501448784924e-05,11608.9083895476
"1758196",1,0,2,1,1,1,"v_4980",40,2.11470140416173e-05,11345.487902316
"717609",1,0,2,1,1,1,"v_5442",40,2.11470140416173e-05,11345.487902316
"2575361",1,2,0,0,1,2,"v_5087",57,2.11322668582659e-05,23661.5254021204
"1842727",1735,1689,1869,1067,2256,1645,"v_2319",49,2.11309272250866e-05,11011.8478820031
"2733124",1,1,0,0,2,2,"v_6000",53,2.11309272250866e-05,11521.4166859659
"497724",3,0,0,0,2,0,"v_3986",37,2.11300342306555e-05,623.103429525695
"53462",1375,2124,755,1878,1409,1287,"v_402",30,2.11206623439711e-05,812.929062146173
"2725684",1,0,0,0,1,0,"v_3091",5,2.11206623439711e-05,73.9807972434337
"205872",1,0,1,3,0,1,"v_5876",31,2.11095161698894e-05,1849.76837909111
"117157",2976,1416,1258,2090,1477,1339,"v_387",112,2.11090705676229e-05,32458.4460381903
"595537",1211,1323,4495,659,1358,1054,"v_2281",31,2.11050609936263e-05,7276.5229611035
"2733939",0,0,1,1,1,0,"v_4716",3,2.10974915082597e-05,78.2651565212129
"47490",6,6,5,3,3,2,"v_1312",6,2.10966013375245e-05,173.630970799977
"543886",0,2,1,3,1,0,"v_6347",22,2.10943762392946e-05,10096.2039083918
"2734084",1,0,1,0,0,4,"v_6001",16,2.10868144149463e-05,287.975590481627
"2729575",2,0,0,0,1,1,"v_4634",30,2.10810355004638e-05,139.16599161832
"97084",0,15,15,0,0,0,"v_6343",5,2.10805910997744e-05,249.559138258481
"43357",2952,1374,1309,2141,1685,1483,"v_668",111,2.1078369377345e-05,2117.20054864731
"1840297",3,3,0,0,1,0,"v_2312",14,2.10752597525765e-05,286.295612900812
"639200",1980,1757,1550,1268,2397,2018,"v_2600",71,2.10739273370985e-05,22682.0502968618
"69666",1955,1975,1540,1488,1867,1737,"v_2191",44,2.10712630115049e-05,11873.6617744834
"985052",4,0,3,2,0,0,"v_5673",25,2.10712630115049e-05,1455.43097755004
"2762322",1086,1159,4808,529,1134,860,"v_2273",21,2.10677116251633e-05,99.3412098912958
"2732982",1,0,0,1,2,0,"v_4696",29,2.10672677860408e-05,287.214422862705
"1660040",4,1,1,0,0,1,"v_5004",32,2.10646051439766e-05,37202.5999354476
"2742657",0,1,2,1,1,1,"v_6290",32,2.10641614357332e-05,955.843517354026
"1910991",1,0,2,2,0,1,"v_5895",38,2.10637177461822e-05,4562.66252448779
"2560625",2,0,0,1,1,0,"v_4686",29,2.1062386789671e-05,244.937540272198
"2698682",928,1625,949,752,585,814,"v_2762",30,2.10561778825908e-05,1149.1698629624
"2082387",1766,1953,1158,840,1274,1197,"v_1645",21,2.10557345292991e-05,8655.2670378889
"450367",1012,74,114,35,25,10,"v_815",1,2.10544045814384e-05,0
"1123269",2170,1834,1305,1786,1776,1590,"v_1867",27,2.10508588750421e-05,641.168888139068
"162426",2395,1782,1459,1246,1332,1244,"v_182",39,2.1050415745711e-05,9792.51533727716
"321985",976,843,5398,623,971,791,"v_2506",21,2.10486434149319e-05,5562.0920225533
"2560487",5,1,0,1,0,1,"v_5846",21,2.1045542554087e-05,3846.23126122626
"2799325",1032,1692,899,725,549,833,"v_2828",29,2.10446567616482e-05,758.536893079967
"1794",1662,1756,1117,861,574,1042,"v_390",22,2.1041999831664e-05,2075.58884322933
"216427",1,2,0,1,1,1,"v_5530",36,2.10247461261905e-05,6469.54767198987
"2734281",1,2,0,1,1,1,"v_5844",36,2.10247461261905e-05,6469.54767198987
"179237",1,2,0,1,1,1,"v_6041",36,2.10247461261905e-05,6469.54767198987
"2789216",1930,1319,1245,1153,2753,2402,"v_1765",91,2.10212104012949e-05,9645.7699751831
"2681549",2231,1789,1356,1917,1823,1704,"v_1836",53,2.10185593879396e-05,5701.40988673023
"2060312",1363,1807,1130,1193,928,918,"v_1952",24,2.10150257434065e-05,2139.16773353976
"110321",1220,2205,1112,966,569,905,"v_1624",13,2.10123762896346e-05,661.454877587718
"1737463",0,3,0,2,1,1,"v_6467",31,2.10119347789544e-05,3507.27860361701
"1797",1557,955,992,693,624,523,"v_416",16,2.10114932868279e-05,581.630604745983
"47835",1,1,0,0,1,1,"v_1517",18,2.10106103582309e-05,79.4627132406147
"692370",1268,1761,1035,1102,831,954,"v_1959",19,2.10097275038343e-05,1945.84657402123
"2728835",1034,1094,1060,484,649,815,"v_4118",6,2.10097275038343e-05,1227.50794409243
"1526658",2036,1569,1656,1125,1584,1317,"v_1571",7,2.10075206924079e-05,6183.77748303758
"29449",1400,1449,1115,792,1001,973,"v_1589",14,2.1007079385753e-05,1318.97460958815
"2762611",1302,1797,1116,848,603,872,"v_2748",9,2.10053143445292e-05,4944.33419503455
"2510508",0,1,0,0,1,4,"v_6394",12,2.1002226235981e-05,156.616462998343
"1082933",1530,1224,1054,574,758,765,"v_1675",17,2.09969344475707e-05,782.76178185819
"2774137",928,869,973,534,545,660,"v_1732",12,2.09907640638119e-05,2280.70943942739
"114880",0,1,0,1,0,4,"v_6362",17,2.0987239758227e-05,230.31657923198
"28447",3088,1666,1534,1737,1920,1735,"v_225",64,2.09867993032383e-05,6746.952827029
"304895",3008,1556,1441,1917,1859,1540,"v_760",85,2.09867993032383e-05,5467.47077195675
"2785913",1,0,1,0,3,1,"v_5073",48,2.09845973055777e-05,25102.0826716748
"1327635",1700,1722,1138,1639,1573,1265,"v_1835",17,2.09784341696736e-05,3293.41775456246
"2202149",1167,3436,1175,914,730,1227,"v_2832",32,2.09757939338004e-05,7027.38691606439
"212035",1,1,0,1,0,3,"v_6163",34,2.09705154552699e-05,1426.16979120849
"107709",2405,1494,1399,1358,2371,2631,"v_4110",91,2.09555741827326e-05,4776.63014284206
"1029756",2229,1372,2226,993,1072,1203,"v_1740",10,2.09538177856005e-05,1186.60342669575
"2716225",1679,1587,1435,1133,2444,2058,"v_2285",51,2.09498669683447e-05,8857.15632912974
"2715959",1519,1609,1206,868,948,1196,"v_1632",12,2.09419698016795e-05,427.677276380083
"39691",1539,1540,994,1128,824,828,"v_393",27,2.09384618605917e-05,1832.39907165091
"2045452",2544,1343,1204,1396,863,850,"v_344",45,2.09353933760415e-05,7103.74123401644
"1940610",2784,1593,1875,1478,1986,1795,"v_2218",65,2.09345168313515e-05,2712.78443708083
"629295",3846,1553,1448,1735,1651,1590,"v_14",96,2.09292591042277e-05,8430.89470146915
"2744518",1813,1440,960,628,965,821,"v_1650",6,2.09266312309044e-05,1129.82953012968
"2528964",2509,1520,1750,1461,1894,1826,"v_1763",85,2.09257554197707e-05,2770.73890522306
"2795690",2917,1680,1852,1314,1631,1550,"v_1633",29,2.09226906580186e-05,386.181119463833
"73918",2877,1069,1242,1864,2128,1870,"v_1166",87,2.09178764171861e-05,2288.97430578865
"1116375",0,1,2,0,1,2,"v_6324",36,2.09152514013218e-05,4139.3065224873
"2632331",2559,1699,1517,1303,1329,1314,"v_227",32,2.09148139627298e-05,3550.93437387796
"216778",1416,2636,1618,1025,991,1397,"v_2783",29,2.0909128925689e-05,9255.71477113786
"270351",2597,1490,1603,1724,2160,1792,"v_1714",82,2.09043209231348e-05,3677.43022203412
"2686094",3222,1375,2095,845,933,1596,"v_2216",8,2.09030100334448e-05,311.645225565343
"2629175",1621,1680,1289,2149,1203,1875,"v_1619",30,2.09003887472307e-05,3566.13973357397
"80870",1924,1794,1833,1140,2285,1927,"v_2301",63,2.08920923430482e-05,17110.8571105797
"33899",3298,985,1586,1059,895,733,"v_8",17,2.0884674825613e-05,1040.03989824249
"1325112",1518,2140,1301,893,2629,1504,"v_1536",57,2.08785702355103e-05,5204.95180422975
"1146873",2,0,1,0,1,0,"v_4741",23,2.08759550749447e-05,215.76742589204
"2528021",2355,1670,1705,842,1294,1782,"v_4066",8,2.08733405694247e-05,5705.25238041587
"2799326",1328,2433,1158,1144,807,975,"v_2824",31,2.08729048821725e-05,5652.5128226816
"1241884",2,0,0,1,2,1,"v_5017",68,2.08729048821725e-05,10554.0296407709
"2548456",2095,1339,1059,2899,3522,1079,"v_24",54,2.08659363588941e-05,754.443618187781
"587753",1828,1076,4252,1187,1374,1336,"v_3004",17,2.08659363588941e-05,364.525150723518
"391036",0,2,2,0,1,1,"v_6279",25,2.08541875208542e-05,3152.20991457987
"2591633",1231,2080,1281,1119,674,1027,"v_2761",32,2.08511436852311e-05,12321.1974605178
"1896164",1052,2839,1283,838,660,830,"v_2825",30,2.08454932043692e-05,5229.96071594714
"83627",1630,2253,1304,934,2480,1553,"v_1556",51,2.08372403158926e-05,4923.64681870797
"1325095",1529,2141,1265,902,2465,1391,"v_1560",49,2.08289939595918e-05,3832.30129452225
"709883",1948,1801,1443,1633,1139,1173,"v_615",9,2.08203206329377e-05,3157.13633092301
"2041344",2,0,1,1,1,1,"v_5718",49,2.08146868430364e-05,2824.01249219307
"53461",3006,1108,2022,1347,1166,927,"v_730",20,2.08133871706281e-05,144.577162475224
"758802",2295,1976,1146,1513,1466,1229,"v_389",34,2.08103552327638e-05,2101.52986835133
"450734",2946,1591,1406,1673,1075,1036,"v_342",53,2.08042940062829e-05,10264.4241605175
"443156",2685,2164,1255,1947,1346,955,"v_280",50,2.08008320332813e-05,4814.76175582813
"279238",1145,1061,799,813,847,837,"v_1924",11,2.07952087838962e-05,622.462263449799
"1325111",1538,2192,1280,969,2419,1434,"v_1535",46,2.07943439384487e-05,3016.1158889329
"296591",1359,1165,1237,803,1419,1222,"v_2309",7,2.07878598898243e-05,23.3082606666195
"2067415",1053,1481,913,868,651,716,"v_1953",10,2.07818117583491e-05,252.915424896058
"321983",991,840,6428,668,1165,833,"v_2508",25,2.07779255319149e-05,3785.9466161866
"1623277",0,2,0,0,1,3,"v_6414",19,2.07731776729886e-05,482.918583850276
"2734284",2,0,0,2,2,0,"v_5888",51,2.07692946747528e-05,28476.3584977086
"1404864",1728,2535,1502,992,2913,1792,"v_1559",63,2.07628262359072e-05,29158.6616093897
"1914850",1,0,0,0,1,1,"v_4702",25,2.07615330315991e-05,60.16752018311
"216945",3,0,0,1,1,1,"v_5513",70,2.07533464771194e-05,36087.0633046064
"2560782",2,1,0,0,2,1,"v_5885",67,2.07499014379682e-05,13734.5176167879
"571430",2,1,0,1,1,1,"v_5011",62,2.07438753707968e-05,4418.83097478932
"1524214",2559,1212,1537,1644,2637,1919,"v_3900",82,2.07400033184005e-05,3006.04896564632
"207745",2011,1530,2323,896,1664,1429,"v_2268",18,2.07361327112494e-05,434.2386682008
"39695",1275,814,982,867,1427,4159,"v_410",63,2.07271069104174e-05,806.180869855287
"2653200",6386,1280,1463,1303,901,990,"v_22",26,2.07232411149104e-05,1799.509084292
"999883",3,0,0,0,2,1,"v_6155",52,2.07223822450629e-05,88451.8468825542
"47875",2249,2091,1324,2019,1190,1196,"v_604",31,2.07168013258753e-05,7150.99725476726
"102684",2,1,0,0,1,2,"v_5381",58,2.07159429897249e-05,2820.43202284869
"262324",1067,1713,1553,998,796,938,"v_2763",23,2.07142265307813e-05,1772.30613767817
"2283267",0,12,2,1,1,2,"v_6382",1,2.07142265307813e-05,0
"683846",2,0,2,0,1,1,"v_5693",47,2.07116523756265e-05,20984.5734350951
"2609248",3316,1462,1417,1839,2022,1760,"v_693",59,2.06910821435961e-05,3929.31704590374
"434008",1907,1644,2167,947,1930,1542,"v_2269",24,2.06833788367668e-05,5382.15361758985
"2565556",889,5778,837,737,708,833,"v_1903",23,2.06829510434549e-05,440.712197121566
"1324796",1493,2836,1333,1173,965,1265,"v_2759",40,2.06786740834178e-05,3556.25916638902
"1195073",1,0,2,0,1,0,"v_6045",10,2.06735440656592e-05,37.8180370563066
"37326",3219,1605,1487,2150,2048,1708,"v_492",81,2.06671351217294e-05,7033.79149684266
"1914461",2803,1783,1495,2201,2079,1420,"v_603",74,2.06620108268937e-05,2258.30925140539
"2742625",2,1,0,1,0,2,"v_4920",45,2.06620108268937e-05,4434.64692846465
"2675772",1,3,0,0,1,0,"v_3253",19,2.06543291473893e-05,162.546239819892
"2560300",1,6,1,2,0,0,"v_5976",7,2.06543291473893e-05,6417.28397923032
"2560833",1,0,0,0,0,1,"v_6010",30,2.06543291473893e-05,300.136707596449
"1888",3051,1695,1302,2728,1731,1560,"v_11",95,2.06462269020337e-05,7434.43821925113
"1980923",1,1,11,1,1,0,"v_4693",2,2.06415390331503e-05,37.6447549622071
"2202148",2774,1375,1555,1959,2172,2199,"v_1983",81,2.06406869220608e-05,5181.99437124436
"2259647",2,0,2,0,0,2,"v_4937",42,2.06342983306853e-05,7775.54511839985
"1836",3116,1278,1230,2832,1571,1456,"v_648",91,2.06317440013204e-05,1677.80582697647
"39692",1240,990,620,2311,1859,2732,"v_407",67,2.0627488190763e-05,14183.3416798949
"321984",952,813,6356,562,988,817,"v_2510",22,2.06257863581049e-05,1547.95252681394
"2508196",2,1,1,0,1,1,"v_5973",54,2.06249355470764e-05,3277.0182828765
"47834",3,0,1,1,0,1,"v_5515",47,2.06215330047636e-05,7356.1947137337
"999434",3,0,1,1,0,1,"v_5550",47,2.06215330047636e-05,7356.1947137337
"2663824",2956,1934,1506,1686,1930,1623,"v_219",45,2.06177064863305e-05,1800.45252940993
"653931",2302,2142,1396,1761,2002,1756,"v_1865",20,2.06164312957427e-05,8248.46307531017
"2709380",2708,1580,1939,1679,2422,2077,"v_1759",77,2.06160062672659e-05,15690.6841004308
"631",1,2,4,2,0,0,"v_4991",4,2.06053862479652e-05,5.47851940619693
"2589074",2710,1615,1405,1768,1104,1059,"v_345",46,2.06036880601628e-05,4230.3327111582
"2626815",3328,1745,1686,2049,1700,1527,"v_315",89,2.06015657189946e-05,9389.08905070475
"2315217",0,0,0,2,2,1,"v_6795",33,2.05947771645111e-05,12574.1355221606
"568707",0,0,2,1,2,1,"v_6576",35,2.05922326098596e-05,1847.75371813279
"1804",1499,3622,1710,797,645,720,"v_401",16,2.05867215645908e-05,10499.1197863884
"419476",3049,1688,1393,1702,1116,1043,"v_341",52,2.05841790000206e-05,4735.75561274756
"185979",2805,514,932,2380,1151,1431,"v_812",53,2.0583755300317e-05,1053.08195559599
"374606",1851,2058,1305,828,801,989,"v_1686",16,2.05752849676968e-05,5604.29876493147
"2646123",3070,1547,1400,1857,2859,2116,"v_4283",82,2.05731684736766e-05,8262.66440773166
"1985325",0,1,0,1,0,1,"v_6464",19,2.05727452271231e-05,41.0827330278431
"2734263",2,1,0,1,2,0,"v_5880",47,2.05697829887895e-05,9819.61605315177
"370526",1531,1570,735,4120,1122,1990,"v_394",24,2.05634382068682e-05,3708.84339798548
"1658665",2158,2251,1796,1136,2490,1987,"v_2599",53,2.05592105263158e-05,4172.32779175744
"2752794",0,0,1,1,1,2,"v_6685",42,2.05570973378559e-05,7617.53167698487
"1325090",1743,2694,1379,1098,2997,1637,"v_1554",42,2.05566747522921e-05,810.390855729796
"323098",2385,2378,1233,615,981,818,"v_1578",18,2.05516050803568e-05,9567.71030846258
"2657482",3163,1483,1541,1854,1791,1509,"v_581",66,2.05511827205656e-05,6885.27797577385
"2382163",1,2,0,2,1,0,"v_5383",33,2.0550760378134e-05,16584.1599925059
"1433513",1,2,0,2,1,0,"v_5385",33,2.0550760378134e-05,16584.1599925059
"2070537",2,0,0,0,1,3,"v_4790",48,2.0550338053061e-05,2354.24456261772
"467094",3549,1770,1903,1622,1726,1637,"v_782",51,2.05494934549863e-05,4960.84145569298
"945844",1284,1027,6410,1068,1274,1064,"v_2505",15,2.05486489263331e-05,83.6457989460836
"1515612",877,5956,780,604,722,618,"v_1912",9,2.05461157568162e-05,1.63216739128406
"748003",2,0,1,0,0,0,"v_5142",12,2.05444273240883e-05,43.5671272690283
"33050",1837,5449,1243,1285,1486,1617,"v_1910",26,2.05410512910051e-05,17893.1785266462
"1218494",3,1,0,0,0,0,"v_5323",9,2.05385199942492e-05,26.5748528716864
"356837",1398,778,867,898,2158,2244,"v_2651",55,2.05321944809461e-05,365.008329855833
"158898",3,2,1,1,0,0,"v_5271",31,2.05317729185915e-05,17016.1302501475
"2752535",0,0,1,2,1,1,"v_6682",42,2.05216606127768e-05,2425.94637339661
"184912",0,1,0,1,3,1,"v_6291",21,2.05166081943333e-05,991.644762780227
"10494",1,0,0,1,0,1,"v_4737",16,2.05153454784179e-05,23.5479449361541
"33037",0,1,0,1,1,2,"v_6355",48,2.05149246076521e-05,10791.1702873961
"1283076",0,1,0,1,1,2,"v_6460",48,2.05149246076521e-05,10791.1702873961
