"","X3xfYM2CHIPOOA051365.extra.kraken2.report","jYxWM2CHIPOOB051110.extra.kraken2.report","j1iWM2CHIPOOBXX1561.extra.kraken2.report","X1ayWM2CHIPOOB100705.extra.kraken2.report","oAVVM2CHIPOOB051360.extra.kraken2.report","hoQoM2CHIPOOA051115.extra.kraken2.report","eBCjM2CHIPOOBXX1180.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"2828338",9,2,2,40,15,9,8,"v_4942",10,2.6162942807807e-05,713.74693064996
"2774189",211,129,215,4499,466,589,278,"v_698",20,2.12161072686384e-05,709.334819480304
"1241859",1,0,1,0,0,1,1,"v_6444",13,1.98286802030457e-05,709.328681226854
"28258",1,1,1,7,1,6,0,"v_2246",7,2.33377675091601e-05,708.545259414497
"264636",3,1,1,5,2,8,2,"v_4753",6,2.42271537939723e-05,701.480999147498
"1523415",601,304,481,1701,1136,1461,632,"v_342",35,2.14491012826563e-05,701.459392378953
"1176255",13,8,6,260,34,43,30,"v_3912",7,2.6528013582343e-05,700.039279189947
"33932",29,72,13,91,38,129,143,"v_3812",18,2.99374307696913e-05,697.273471260308
"554344",448,20,21,218,342,214,157,"v_1626",13,2.51952632905014e-05,693.274050142946
"323097",566,348,717,3104,740,1266,1301,"v_56",25,2.03223118661979e-05,690.454105113537
"59205",1,0,3,3,0,2,1,"v_1891",9,2.17679966912645e-05,684.366708580697
"777",17,7,10,32,0,0,0,"v_2661",5,2.53736266524574e-05,684.25435338773
"2588299",13,4,5,15,7,18,14,"v_553",8,2.62143812095315e-05,681.87134894395
"2637762",1167,514,527,1969,1405,2875,1509,"v_3419",13,2.06155812563135e-05,671.004373795521
"1331682",237,124,155,1461,397,999,433,"v_3141",14,2.24265530387979e-05,670.228119244267
"561879",448,39,22,263,292,199,349,"v_3805",6,2.34912729920834e-05,669.892115877727
"552811",96,47,40,180,166,227,165,"v_4662",7,2.60640654729325e-05,661.798176701277
"2560488",0,0,1,0,1,2,0,"v_6240",30,1.88918066234674e-05,661.601682091855
"1849581",131,97,164,509,338,403,228,"v_1411",21,2.41254523522316e-05,660.083822550661
"1720344",3,1,2,13,2,8,3,"v_1726",7,2.38652092978855e-05,654.666734138492
"375286",64,38,31,310,154,163,113,"v_808",13,2.66787610383374e-05,654.047194430245
"2789327",421,224,330,952,607,869,430,"v_392",26,2.33650318932685e-05,652.445481813137
"2753607",1101,772,668,4709,2883,3098,2049,"v_1133",4,1.81481615912308e-05,648.973035611992
"1646",34,13,1,86,43,87,54,"v_3105",17,2.98098133905682e-05,646.308041614424
"1332188",29,13,16,54,45,38,24,"v_5101",5,2.76479858442312e-05,643.090662767346
"261318",0,1,0,0,0,1,1,"v_6603",27,1.98941630525604e-05,639.117814870177
"208013",0,1,0,0,0,1,1,"v_6664",27,1.98941630525604e-05,639.117814870177
"931866",74,65,57,434,77,240,248,"v_42",4,2.39762155941306e-05,635.744475979646
"1128108",0,1,1,0,0,0,0,"v_6624",17,1.91142458474301e-05,631.886755703818
"10704",0,1,1,0,0,0,0,"v_6632",17,1.91142458474301e-05,631.886755703818
"1913112",0,1,1,0,0,0,0,"v_6646",17,1.91142458474301e-05,631.886755703818
"1984783",0,1,1,0,0,0,0,"v_6650",17,1.91142458474301e-05,631.886755703818
"413888",1,1,1,5,2,3,6,"v_4461",10,2.32131665080434e-05,623.232557678474
"540068",0,0,0,1,2,1,0,"v_5575",46,1.93464760393894e-05,621.626590118876
"2560782",0,0,0,1,2,1,0,"v_5702",46,1.93464760393894e-05,621.626590118876
"356852",1153,503,1395,1890,2300,3362,1258,"v_3596",26,1.9289751355105e-05,621.200916100013
"319707",189,87,170,585,347,772,504,"v_3350",22,2.46469326892268e-05,616.465035375947
"2604832",1850,132,91,667,1644,762,354,"v_1601",9,2.13346987540536e-05,615.220506754173
"283735",5,4,4,33,12,15,16,"v_4922",6,2.6629030969563e-05,608.930927578862
"115808",595,497,507,2240,913,1859,1393,"v_3",29,2.09402156842215e-05,602.136788075984
"2483402",18,14,12,80,42,58,38,"v_154",5,2.8802672888044e-05,600.861806781282
"2118",4,1,1,0,16,9,0,"v_6182",4,2.65639527161642e-05,598.134663289987
"2045011",0,4,0,3,2,1,5,"v_5403",9,2.44265858960893e-05,592.238203976699
"173480",1210,614,1287,1830,2054,2817,1424,"v_5004",24,1.93625837431747e-05,590.040993808975
"1881016",1710,201,164,1883,1616,949,579,"v_1085",12,2.03969241438391e-05,580.483705859281
"459349",47,15,19,41,38,47,72,"v_5007",10,2.8291744468964e-05,579.409236615973
"2061",510,302,248,1440,2702,1821,1042,"v_3522",3,2.02938550206997e-05,579.013410262129
"1535768",653,324,390,1421,861,2175,1025,"v_3212",33,2.15442950706653e-05,576.756622015327
"1890",926,274,413,1215,766,1912,2337,"v_3224",38,2.05389418337167e-05,573.514750466734
"1855380",38,12,15,65,42,55,34,"v_1487",4,2.72910867310736e-05,571.490571697321
"37928",434,338,207,12922,571,2169,1027,"v_3064",5,1.91548864115236e-05,562.098906051238
"644357",0,0,0,0,0,2,1,"v_6686",41,1.79295012012766e-05,559.100565006893
"216935",0,0,0,0,0,2,1,"v_6742",41,1.79295012012766e-05,559.100565006893
"309803",0,0,0,0,0,2,1,"v_6755",41,1.79295012012766e-05,559.100565006893
"2315704",0,0,0,0,0,2,1,"v_6763",41,1.79295012012766e-05,559.100565006893
"2734225",0,0,0,0,0,2,1,"v_6795",41,1.79295012012766e-05,559.100565006893
"2560705",0,0,0,0,0,2,1,"v_6818",41,1.79295012012766e-05,559.100565006893
"1982370",0,0,0,0,0,2,1,"v_6825",41,1.79295012012766e-05,559.100565006893
"2560831",0,0,0,0,0,2,1,"v_6866",41,1.79295012012766e-05,559.100565006893
"2734128",0,0,0,0,0,2,1,"v_6872",41,1.79295012012766e-05,559.100565006893
"2734156",0,0,0,0,0,2,1,"v_6873",41,1.79295012012766e-05,559.100565006893
"2590877",0,0,0,0,0,2,1,"v_6890",41,1.79295012012766e-05,559.100565006893
"322019",0,0,0,0,0,2,1,"v_6955",41,1.79295012012766e-05,559.100565006893
"2052660",28,6,16,47,48,60,123,"v_3854",13,2.76762980183771e-05,555.827698343755
"68214",763,311,588,1051,730,1925,4015,"v_3237",36,2.01800056504016e-05,552.666305235801
"358023",8,3,6,30,6,16,12,"v_4925",6,2.39051443870721e-05,551.223116458207
"2487344",37,13,19,182,89,120,76,"v_3356",3,2.68312315535283e-05,551.050775844455
"1141883",726,442,1593,6009,1329,1998,4238,"v_798",2,1.61812297734628e-05,550.258976768378
"2596949",48,27,23,153,71,92,38,"v_1766",6,2.69034167339252e-05,550.118439220625
"37931",67,45,42,281,72,223,329,"v_3097",5,2.29863920559029e-05,543.729552084144
"89966",2366,1555,1390,7525,3969,8193,3707,"v_4851",7,1.74559673224292e-05,542.442385928017
"2615065",402,175,211,1707,535,1151,639,"v_3002",13,2.12517267027946e-05,540.124482378865
"2774151",2874,2606,1388,9394,4261,12275,5316,"v_4766",10,1.61733786187935e-05,538.947262836667
"1138190",156,79,114,674,233,458,1046,"v_83",5,2.18526693035554e-05,536.564371236289
"1408",201,8,9,103,62,96,157,"v_3809",5,2.62908823220107e-05,536.535904246002
"1235284",2,1,2,3,0,5,1,"v_5192",5,2.10677116251633e-05,536.137324193097
"42422",19,8,5,22,23,12,16,"v_4480",12,2.86886421665663e-05,531.391921215377
"2565554",74,36,47,197,114,164,59,"v_400",3,2.55238775874831e-05,530.698285969894
"28109",0,0,0,4,0,0,3,"v_2497",12,2.01677960632462e-05,530.446206667494
"2621488",248,121,156,822,345,691,421,"v_3044",8,2.25316569780542e-05,529.465056340762
"1631871",0,1,2,3,3,2,9,"v_4117",7,2.39963525544117e-05,522.238789521259
"2614801",3,11,0,8,27,12,3,"v_2957",8,2.85396272724678e-05,515.509892341089
"281119",9,5,3,39,17,23,17,"v_4875",8,2.65392781316348e-05,513.412112546527
"160798",4,0,0,0,9,0,0,"v_6207",2,1.99900049975012e-05,511.663826995088
"169430",167,107,607,481,312,584,262,"v_1035",35,2.44756100545806e-05,510.387977217242
"1327635",879,451,850,2306,1503,2096,768,"v_336",30,2.03769740193581e-05,509.260694256904
"155892",958,415,787,2244,1658,1974,931,"v_719",30,2.03769740193581e-05,509.260694256904
"83771",6,2,4,37,4,17,9,"v_2359",7,2.41318564637178e-05,508.386730246983
"563177",1,0,1,1,0,1,0,"v_5443",14,1.98637347794132e-05,507.823852667481
"2169963",1,0,1,1,0,1,0,"v_5869",14,1.98637347794132e-05,507.823852667481
"234831",1,0,0,6,0,1,1,"v_2468",11,2.05128205128205e-05,503.913666488496
"2107999",1,1,0,0,2,2,1,"v_6173",16,2.1860790486184e-05,502.269482020927
"42837",128,62,62,173,187,288,128,"v_4448",21,2.74348422496571e-05,501.377459226522
"2602015",1246,1104,754,5806,2359,5125,1998,"v_621",7,1.806717375201e-05,493.544444801864
"624315",2324,2043,1690,4796,3326,7211,2981,"v_3610",9,1.70989860301284e-05,492.75181944592
"463",9,4,8,0,0,0,11,"v_6459",7,2.49931268901052e-05,490.246705650662
"2560512",0,0,0,0,1,1,1,"v_6241",42,1.86233611442193e-05,489.854436611935
"2732686",0,0,0,0,1,1,1,"v_6341",42,1.86233611442193e-05,489.854436611935
"11572",0,0,0,0,1,1,1,"v_6399",42,1.86233611442193e-05,489.854436611935
"256326",20,8,14,39,19,54,15,"v_1735",7,2.80355490762287e-05,487.78232286529
"2636055",0,0,0,0,2,0,2,"v_6179",27,1.97413878195637e-05,486.215605142401
"2419930",0,0,0,0,2,0,2,"v_6352",27,1.97413878195637e-05,486.215605142401
"139",0,1,1,0,1,0,2,"v_6203",8,2.04758589622835e-05,482.942927915
"67780",29,32,12,73,68,0,39,"v_2112",8,2.82997509621915e-05,471.069945989862
"1379270",904,459,974,1337,1590,2137,1119,"v_5005",33,2.03185955786736e-05,469.229108123724
"1388755",3,0,1,5,2,2,2,"v_782",6,1.98298598028912e-05,462.375680053242
"2742671",0,0,0,2,0,0,1,"v_1828",31,1.76167993798887e-05,456.254675642834
"2742678",0,0,0,2,0,0,1,"v_1830",31,1.76167993798887e-05,456.254675642834
"1161918",0,0,0,2,0,0,1,"v_5085",31,1.76167993798887e-05,456.254675642834
"2734247",0,0,0,2,0,0,1,"v_5680",31,1.76167993798887e-05,456.254675642834
"1982088",0,0,0,2,0,0,1,"v_5686",31,1.76167993798887e-05,456.254675642834
"2560679",0,0,0,2,0,0,1,"v_5898",31,1.76167993798887e-05,456.254675642834
"1273752",0,0,0,2,0,0,1,"v_5955",31,1.76167993798887e-05,456.254675642834
"78259",2,4,2,11,8,7,6,"v_3746",10,2.51997076833909e-05,454.494123889745
"548689",0,1,1,6,1,5,3,"v_5936",15,2.22232099204409e-05,453.741111436779
"2778655",0,0,0,4,0,0,2,"v_1872",14,1.89713721993512e-05,452.713316030896
"118110",1,0,1,2,1,0,1,"v_2055",10,1.9005986885869e-05,445.981194721458
"85404",4,0,0,0,0,15,0,"v_6457",6,2.42394861228942e-05,442.532435056935
"2560493",0,0,0,0,2,2,0,"v_6262",30,1.93094925465359e-05,441.759923238081
"1923674",0,0,0,0,2,2,0,"v_6407",30,1.93094925465359e-05,441.759923238081
"418699",593,410,302,1365,1425,1863,815,"v_1197",60,2.21160651096957e-05,441.562594886758
"1638161",0,1,1,21,2,4,3,"v_252",5,2.26572412543049e-05,439.714847935899
"225194",227,123,96,341,336,604,438,"v_2824",22,2.58692052980132e-05,439.492973121702
"37326",970,595,682,2620,1602,3802,2101,"v_3418",47,1.99816169124406e-05,439.141357898462
"2652803",0,0,0,1,0,1,3,"v_2719",30,1.97118132897045e-05,438.57870844133
"1157947",0,0,0,1,0,1,3,"v_5108",30,1.97118132897045e-05,438.57870844133
"228400",0,1,1,0,0,1,0,"v_6613",15,2.01608838531481e-05,436.253438314483
"2126933",0,1,1,0,0,1,0,"v_6627",15,2.01608838531481e-05,436.253438314483
"1892855",1561,974,1126,4538,2993,5461,1349,"v_473",10,1.86720442154007e-05,435.546136357627
"2734280",0,0,1,1,0,1,0,"v_5668",44,1.90759604746099e-05,430.31428942946
"1982087",0,0,1,1,0,1,0,"v_5707",44,1.90759604746099e-05,430.31428942946
"2734277",0,0,1,1,0,1,0,"v_5728",44,1.90759604746099e-05,430.31428942946
"2448213",0,0,1,1,0,1,0,"v_5730",44,1.90759604746099e-05,430.31428942946
"2732067",1771,1654,2969,5521,3182,6395,3175,"v_1153",7,1.69759111820327e-05,427.184667388462
"2785910",0,0,1,3,0,0,1,"v_2471",17,1.86699525783205e-05,426.881137389457
"2636821",0,0,1,3,0,0,1,"v_4451",17,1.86699525783205e-05,426.881137389457
"1993873",0,0,1,2,0,0,1,"v_5572",17,1.86699525783205e-05,426.881137389457
"942513",0,0,0,3,0,0,1,"v_1253",31,1.77003681676579e-05,426.398103319226
"196600",0,0,0,3,0,0,1,"v_2566",31,1.77003681676579e-05,426.398103319226
"2094",0,0,0,3,0,0,1,"v_4698",31,1.77003681676579e-05,426.398103319226
"12270",0,0,0,3,0,0,1,"v_6003",31,1.77003681676579e-05,426.398103319226
"1427364",0,1,0,6,0,0,10,"v_2711",6,2.28906285766607e-05,423.830290873742
"1145276",0,0,0,6,0,5,12,"v_3859",6,2.44911954152482e-05,423.172754606903
"2735433",171,100,759,480,270,524,260,"v_1014",11,2.31631613082553e-05,422.035519925799
"1885",930,301,439,1208,787,1982,4739,"v_3225",33,1.98345796060852e-05,416.132852714266
"687",10,4,4,24,9,23,10,"v_2588",12,2.82789434986709e-05,414.767309363799
"803",0,0,0,11,1,4,0,"v_314",9,2.11752249867655e-05,409.449535769692
"2623841",569,323,370,2664,846,2118,1104,"v_3140",27,2.11765702426835e-05,407.887599029931
"43659",3,0,1,1,1,0,0,"v_2503",10,1.93303951132761e-05,407.574070967985
"2683822",1,0,1,0,0,1,0,"v_6435",15,1.90305821455078e-05,407.270627086883
"2006136",0,0,1,0,0,0,2,"v_7073",16,1.9133263178035e-05,406.720713309391
"1679497",956,408,674,2089,1257,1937,874,"v_720",22,2.02605506817675e-05,402.936128307496
"1398",62,47,42,220,139,219,251,"v_3874",15,2.7975158059643e-05,400.80780662684
"2006",1139,740,885,1976,1330,3404,2123,"v_3663",27,1.97406084055511e-05,398.867858672613
"864336",0,0,1,0,2,0,0,"v_6153",17,1.91842842343552e-05,395.901001565618
"2733115",0,0,1,0,2,0,0,"v_6320",17,1.91842842343552e-05,395.901001565618
"2112",0,2,0,0,0,4,0,"v_6616",8,2.1978021978022e-05,394.668216345706
"54291",23,11,0,0,37,0,23,"v_6116",14,2.93298137556827e-05,392.467374226746
"86664",42,20,16,79,55,88,321,"v_3800",5,2.78660201749986e-05,392.24326108382
"69223",47,0,26,133,73,157,0,"v_2082",12,2.78862242052426e-05,390.304187134111
"1869339",0,0,0,2,2,0,1,"v_906",34,1.93416115430738e-05,387.149674500749
"1827481",0,0,0,2,2,0,1,"v_1781",34,1.93416115430738e-05,387.149674500749
"1038856",44,34,25,1117,60,127,47,"v_3910",5,2.32742168226039e-05,378.989737618736
"2719575",1,1,0,0,1,13,0,"v_6229",6,2.29047848095467e-05,377.250469114738
"436717",2,3,1,10,0,3,2,"v_1712",6,2.41756116429746e-05,376.142518879234
"859143",32,12,6,101,50,81,145,"v_3851",5,2.66339956320247e-05,375.787106011273
"76853",33,9,7,165,53,84,121,"v_3925",5,2.66339956320247e-05,375.787106011273
"1434215",0,1,0,1,1,0,1,"v_2740",22,1.98511166253102e-05,374.095790165267
"174",0,1,1,16,3,0,8,"v_5080",7,2.31085640338309e-05,369.69926658735
"545776",1,1,0,0,0,0,1,"v_6474",14,2.00228260216647e-05,369.113442016274
"1980947",1,0,1,0,1,0,1,"v_6329",13,1.91670020892032e-05,363.243087616882
"1315283",5,0,3,11,6,4,5,"v_2487",10,2.46536166855678e-05,361.986991365186
"80870",786,439,409,3467,2126,2090,1031,"v_862",48,2.03351228241419e-05,356.073233289973
"211880",0,0,0,3,1,1,0,"v_5076",42,1.88519181826751e-05,355.30529656644
"438482",0,0,0,3,1,1,0,"v_5889",42,1.88519181826751e-05,355.30529656644
"2713257",0,4,1,2,0,3,1,"v_5849",4,2.32704256160845e-05,354.876186327173
"449461",1166,523,617,3457,1621,3672,2123,"v_3535",3,1.88345199080875e-05,354.038600169701
"404405",1098,940,637,2399,2547,3744,1616,"v_1209",19,1.96745824069884e-05,353.641920063195
"208973",0,0,2,0,0,0,3,"v_7090",10,2.12756903961534e-05,351.722564415846
"1215089",8,6,4,43,4,23,21,"v_3914",11,2.79963044878076e-05,345.46845326775
"1783515",854,246,367,2380,641,1670,1655,"v_3186",4,1.90410906736738e-05,343.776747844846
"1235591",1159,990,875,3869,1576,4066,2326,"v_259",29,1.94012766040005e-05,343.258176156632
"1176198",1923,573,273,1591,1931,3538,8454,"v_3208",8,1.76276683883023e-05,342.5938454846
"1982746",1,0,0,66,13,7,3,"v_5555",2,2.4932060136129e-05,339.410954289214
"2169883",1,1,0,1,1,1,0,"v_5838",20,2.04503159573815e-05,336.883625131554
"2732931",1,1,0,1,1,1,0,"v_5879",20,2.04503159573815e-05,336.883625131554
"2233553",3,2,0,0,0,1,3,"v_6436",12,2.32688011913626e-05,334.467346644459
"2698688",122,93,99,395,172,237,149,"v_4952",3,2.23468680864377e-05,331.995425933159
"2648499",3,1,1,6,4,3,22,"v_4257",5,2.54019864353392e-05,329.690608086331
"1357916",609,310,608,2202,1134,1457,525,"v_377",25,2.05977466065212e-05,327.88069832387
"2764186",3205,1701,2380,6109,5942,7049,1601,"v_329",12,1.66933760683761e-05,326.38876977981
"273678",165,80,94,1252,307,599,291,"v_2981",8,2.27071459388269e-05,324.347968235869
"363835",2960,1418,1787,6311,5761,6898,1572,"v_361",12,1.66808453852441e-05,323.264364426971
"2680006",360,185,197,1149,542,915,660,"v_3027",3,1.96982232202655e-05,321.586516879455
"1120045",1,0,0,1,0,1,0,"v_90",48,1.86365500018637e-05,321.534356753259
"2267618",1,0,0,1,0,1,0,"v_1803",48,1.86365500018637e-05,321.534356753259
"35762",1,0,0,1,0,1,0,"v_3664",48,1.86365500018637e-05,321.534356753259
"255248",1,0,0,1,0,1,0,"v_4136",48,1.86365500018637e-05,321.534356753259
"324078",1,0,0,1,0,1,0,"v_4747",48,1.86365500018637e-05,321.534356753259
"2517971",1,0,0,1,0,1,0,"v_5516",48,1.86365500018637e-05,321.534356753259
"1116375",1,0,0,1,0,1,4,"v_2578",21,2.1111744463445e-05,319.682388188225
"1910931",1,0,0,1,0,1,4,"v_5912",21,2.1111744463445e-05,319.682388188225
"1702170",0,0,1,1,2,0,2,"v_1837",10,1.95648771325716e-05,318.010788880366
"562959",173,102,385,256,270,411,790,"v_3940",4,2.21415286511381e-05,317.182191887856
"1938607",863,382,837,2171,1354,1802,671,"v_338",14,2.0188561161246e-05,313.750012772091
"1112",275,111,166,896,879,682,257,"v_449",18,2.19077246637164e-05,313.167286131168
"2303332",220,17,9,1115,59,78,28,"v_2296",3,2.27873484641327e-05,310.662253852411
"365617",89,43,33,113,149,164,137,"v_3952",10,2.78660201749986e-05,310.117166664687
"2004650",5,0,1,9,6,3,0,"v_1715",9,2.48632521133764e-05,309.190746795937
"409322",2,2,0,13,2,0,0,"v_5050",6,2.32342007434944e-05,308.553712166432
"40324",1545,846,665,19529,3642,4025,1722,"v_1296",5,1.6231394763752e-05,308.134752964982
"2563896",1,1,0,3,1,1,5,"v_786",12,2.18050195154925e-05,304.543178329147
"1538159",33,24,23,144,36,81,58,"v_87",4,2.460024600246e-05,300.824458476802
"2814546",1,1,0,0,0,0,0,"v_6437",16,1.94681306700931e-05,300.210356262137
"1263829",1,1,0,0,0,0,0,"v_6458",16,1.94681306700931e-05,300.210356262137
"1982076",1,1,0,0,0,0,0,"v_6519",16,1.94681306700931e-05,300.210356262137
"1623284",1,1,0,0,0,0,0,"v_6521",16,1.94681306700931e-05,300.210356262137
"2733124",1,1,0,0,0,0,0,"v_6541",16,1.94681306700931e-05,300.210356262137
"1923075",1,1,0,0,0,0,0,"v_6568",16,1.94681306700931e-05,300.210356262137
"2675775",0,0,1,1,0,0,2,"v_1933",18,1.92529842125529e-05,297.745680155515
"1274631",1090,1241,518,10302,1753,3505,4519,"v_22",8,1.69514510442094e-05,296.104299694229
"444444",417,310,250,1230,774,1550,1451,"v_298",61,2.25652134669194e-05,294.307026071901
"2182360",0,1,0,8,0,0,3,"v_5484",10,2.16811569065325e-05,293.630766527099
"300019",50,22,11,244,102,103,73,"v_2993",6,2.64837522180142e-05,292.760560580822
"1914471",522,353,229,989,2649,1530,581,"v_1171",56,2.20274020881977e-05,290.208663024132
"539329",0,0,0,0,1,0,2,"v_6158",32,1.86129620667833e-05,287.489389890721
"1623289",0,0,0,0,1,0,2,"v_6265",32,1.86129620667833e-05,287.489389890721
"365046",2465,1360,968,6523,8539,4123,1895,"v_879",5,1.69161803264823e-05,282.320105427419
"2220073",63,14,7,29,72,22,23,"v_2963",6,2.74483970136144e-05,280.116417529148
"2618217",292,183,211,1090,562,1168,680,"v_3036",17,2.30446605521501e-05,279.966719542857
"497727",3467,1390,601,1901,4989,11499,1149,"v_5400",5,1.74164446069979e-05,277.684026522302
"1082933",400,227,259,1673,551,1013,623,"v_157",13,1.97495753841292e-05,276.738521601257
"426117",974,642,652,2962,1683,3335,2052,"v_215",40,1.99720391451967e-05,276.112289509537
"1932",6041,633,446,2258,2464,3398,6713,"v_3190",5,1.6832749798007e-05,274.6278989405
"39669",1,2,2,17,5,2,5,"v_5297",4,2.3719727697526e-05,273.52893950822
"2510508",0,2,0,0,0,0,2,"v_6626",10,2.09951711106446e-05,271.123718926403
"2173854",0,2,0,1,0,0,2,"v_2059",10,2.08190202569067e-05,268.611397161914
"2696063",18,5,43,22,22,34,24,"v_4397",3,2.68716074595582e-05,267.214817747741
"2594473",2671,896,998,4963,5835,4720,714,"v_363",10,1.66788978584295e-05,266.422126112991
"2081791",18,12,23,85,40,60,31,"v_88",4,2.54511211218854e-05,259.304683891117
"1274359",163,13,22,209,143,146,157,"v_1628",8,2.57585904899284e-05,258.37545745869
"2070537",0,0,0,4,6,1,0,"v_693",7,2.03890225502589e-05,258.309839536547
"2609418",0,0,1,12,0,5,0,"v_1534",7,2.18412143715191e-05,257.590843375147
"1085647",1,0,0,0,0,1,1,"v_6461",24,1.89419051768227e-05,254.413756057562
"2049886",1,0,0,0,0,1,1,"v_6505",24,1.89419051768227e-05,254.413756057562
"2560628",1,0,0,0,0,1,1,"v_6534",24,1.89419051768227e-05,254.413756057562
"2734122",1,0,0,0,0,1,1,"v_6537",24,1.89419051768227e-05,254.413756057562
"10487",1,0,0,0,0,1,1,"v_6584",24,1.89419051768227e-05,254.413756057562
"767434",144,94,113,435,215,449,199,"v_1417",16,2.65223848928496e-05,252.910005006595
"391036",0,0,1,0,1,1,0,"v_6098",17,1.81656342531199e-05,252.90463581182
"1273749",0,0,1,0,1,1,0,"v_6374",17,1.81656342531199e-05,252.90463581182
"2169882",2,0,0,0,0,3,0,"v_6531",18,2.05968981071451e-05,252.104897560126
"549",45,22,32,486,72,140,87,"v_2015",2,2.29800533137237e-05,251.651484067135
"2734215",1,1,0,4,2,3,2,"v_5640",21,2.21425091891413e-05,246.493068108392
"2079791",80,59,42,311,144,231,148,"v_3026",6,2.647323555885e-05,243.238337337733
"1045317",3738,1859,3137,8210,7382,9055,2507,"v_360",9,1.57215400820664e-05,241.313680356236
"2626594",170,70,113,564,290,579,395,"v_3017",10,2.421776615325e-05,240.950790717739
"247523",1,0,1,0,0,0,0,"v_6451",14,1.85370555740926e-05,238.434594523851
"2624466",762,389,376,3673,1233,2221,1571,"v_3126",10,1.95495777291211e-05,234.129984322378
"42684",658,263,454,923,657,1533,3594,"v_3255",34,2.0179191218016e-05,233.163352212612
"2728020",553,347,402,7347,1077,1618,1122,"v_816",6,1.88743346797025e-05,232.724636657554
"1810",320,187,211,1057,641,1161,1038,"v_3335",24,2.33312335223163e-05,231.75024058631
"2593658",226,146,67,396,477,1037,1519,"v_4591",23,2.39526695250186e-05,231.437477039809
"370526",527,268,208,1458,858,1450,4092,"v_3321",9,2.09419698016795e-05,229.857649143724
"1437360",1928,1730,1717,9967,3233,6275,5097,"v_23",5,1.61470023090213e-05,229.686669743566
"693970",0,1,0,1,0,1,1,"v_2435",20,1.97242549162705e-05,228.344925261767
"2732932",0,1,0,1,0,1,1,"v_5880",20,1.97242549162705e-05,228.344925261767
"40",1362,1047,639,3040,2021,3397,2690,"v_2776",12,1.90850621218772e-05,226.806537937936
"2560689",2,0,0,0,1,0,1,"v_6328",15,2.01572263656521e-05,225.884937101801
"2560303",2,1,0,2,0,0,0,"v_5663",16,1.96660701292061e-05,222.628344214302
"182710",40,33,44,210,41,207,353,"v_3853",10,2.68708853956738e-05,221.070717382746
"68288",14,2,7,115,16,51,28,"v_4870",5,2.62860447388481e-05,220.841672234081
"648995",290,48,76,484,176,235,144,"v_84",2,2.37546618523885e-05,219.896663538607
"545123",0,0,0,1,1,0,1,"v_3303",40,1.82912330120173e-05,219.862160169756
"362837",0,0,0,1,1,0,1,"v_4740",40,1.82912330120173e-05,219.862160169756
"1279082",0,0,0,1,1,0,1,"v_5760",40,1.82912330120173e-05,219.862160169756
"1785960",0,0,0,1,1,0,1,"v_5919",40,1.82912330120173e-05,219.862160169756
"162426",734,388,354,3056,1238,2144,1385,"v_2975",10,1.97511356903022e-05,219.161760939048
"2599819",25,22,23,99,44,83,92,"v_18",8,2.81642539289134e-05,215.196024953981
"182640",1248,753,999,3555,1808,4489,2200,"v_3579",34,1.9507246942239e-05,214.123017233463
"548688",3,1,1,2,2,4,2,"v_5941",5,2.11783641831505e-05,212.105709547074
"1036672",81,44,34,171,100,161,92,"v_1121",17,2.81135788585887e-05,209.552731046224
"2682487",10,5,4,140,18,25,10,"v_1314",6,2.73433227605819e-05,209.327107020708
"2527974",2331,2366,903,11408,3503,13014,8448,"v_4789",9,1.60763950291787e-05,209.311587029938
"729",11,9,15,0,0,0,0,"v_6455",2,2.51098556183302e-05,209.149643065959
"1708",804,269,321,2590,1097,1672,1059,"v_3107",7,1.91000076400031e-05,208.361785480788
"2448440",1217,229,246,1425,861,1010,400,"v_387",14,2.12539851222104e-05,208.134187306408
"1302410",0,1,0,1,0,0,1,"v_1924",17,1.96063053878127e-05,205.945114362556
"2742626",0,0,2,2,0,0,1,"v_1827",9,1.93528409970584e-05,204.700835420409
"661367",1,1,0,2,0,0,0,"v_2643",17,1.9620153822006e-05,200.471833891175
"1458355",35,20,29,118,88,110,63,"v_2040",10,2.83189850475759e-05,197.352682352619
"136073",3,7,4,17,7,10,63,"v_4609",3,2.70189943530302e-05,196.469694601318
"2483403",141,77,110,984,203,377,231,"v_140",13,2.16642474923634e-05,182.944142218704
"1034015",1055,468,2613,384,1431,3267,4013,"v_5402",8,1.80554301706238e-05,182.299695765228
"266779",1498,1694,1413,2104,1158,10667,740,"v_174",8,1.80112029682462e-05,180.176407801676
"1005039",481,205,229,675,682,1178,616,"v_4669",10,2.28081379436183e-05,179.834286252245
"1004788",2,1,0,1,0,0,0,"v_2385",14,1.96417347580138e-05,179.01215160093
"385025",2,1,0,1,0,0,0,"v_2679",14,1.96417347580138e-05,179.01215160093
"217204",863,152,177,837,2702,854,433,"v_1089",9,2.06590228282202e-05,172.824874192573
"1353260",156,80,16,2482,253,768,189,"v_5397",15,2.31390425064211e-05,169.8452165075
"74968",1,0,2,0,0,0,0,"v_6486",6,1.94795075580489e-05,165.434791159269
"693075",27,13,14,47,68,62,58,"v_5190",8,2.83109676688749e-05,164.259728626836
"198119",46,7,13,97,41,41,74,"v_3956",7,2.71083520832769e-05,163.919404125025
"929509",18,17,7,79,25,32,19,"v_4965",3,2.62777558796479e-05,157.224011999382
