"","iYASM2TOMPOOA050195.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"563177",4.49288574007488e-07,1.36844145921474e-06,4.3062279251991e-07,3.10025058882617e-06,1.78587373872667e-06,0,1.41026219594747e-06,8.42900251184275e-07,0,1.68723461908485e-06,0,"v_5501",41,2.43314922504197e-05,258791.456384979
"1816219",5.84075146209734e-06,4.10532437764423e-06,2.58373675511946e-06,3.54314353008705e-06,3.12527904277168e-06,7.95220407264179e-07,3.66668170946342e-06,2.52870075355282e-06,0,5.39915078107152e-06,0,"v_2468",90,2.79407655769768e-05,251165.23502479
"469616",2.24644287003744e-06,9.12294306143162e-07,8.6124558503982e-07,4.42892941260881e-07,2.23234217340834e-06,7.95220407264179e-07,1.97436707432646e-06,8.42900251184275e-07,7.98422954979325e-07,2.36212846671879e-06,0,"v_5226",41,2.48830496665671e-05,248755.427799453
"1198140",4.49288574007488e-07,4.56147153071581e-07,4.3062279251991e-07,0,4.46468434681668e-07,0,1.12820975675798e-06,4.21450125592137e-07,0,1.01234077145091e-06,0,"v_5928",29,2.09213774634922e-05,239224.685648737
"59779",8.98577148014976e-07,4.56147153071581e-07,8.6124558503982e-07,8.85785882521762e-07,8.92936869363336e-07,0,1.41026219594747e-06,8.42900251184275e-07,7.98422954979325e-07,1.01234077145091e-06,0,"v_591",30,2.29084578026207e-05,236224.969116967
"56877",6.29004003610483e-06,3.42110364803686e-06,1.72249117007964e-06,3.98603647134793e-06,4.91115278149835e-06,7.95220407264179e-07,5.64104878378988e-06,2.10725062796069e-06,3.1936918199173e-06,5.73659770488849e-06,0,"v_2950",151,2.84778584650434e-05,231246.092181523
"658172",1.79715429602995e-06,1.14036788267895e-06,1.29186837755973e-06,1.32867882378264e-06,1.78587373872667e-06,7.95220407264179e-07,2.82052439189494e-06,8.42900251184275e-07,7.98422954979325e-07,1.68723461908485e-06,0,"v_180",44,2.50846607299636e-05,230308.765649314
"2713257",2.24644287003744e-06,1.59651503575053e-06,0,8.85785882521762e-07,1.339405304045e-06,0,1.12820975675798e-06,8.42900251184275e-07,0,1.68723461908485e-06,0,"v_5998",48,2.40003840061441e-05,228834.734679465
"1534743",3.5943085920599e-06,3.19303007150107e-06,1.72249117007964e-06,3.98603647134793e-06,1.78587373872667e-06,1.59044081452836e-06,1.69231463513696e-06,2.52870075355282e-06,1.59684590995865e-06,3.71191616198667e-06,0,"v_2639",46,2.69215237582447e-05,226345.211658456
"257758",8.98577148014976e-07,6.84220729607371e-07,0,1.32867882378264e-06,0,0,1.41026219594747e-06,0,0,1.34978769526788e-06,0,"v_4253",36,2.19616111037906e-05,220250.533463682
"2545798",3.23487773285391e-05,1.8473959699399e-05,1.46411749456769e-05,2.17017541217832e-05,1.96446111259934e-05,1.03378652944343e-05,2.53847195270545e-05,1.89652556516462e-05,1.51700361446072e-05,2.36212846671879e-05,1.54182305157618e-05,"v_1887",252,2.9709735880448e-05,219174.64913425
"164451",3.5943085920599e-06,2.05266218882211e-06,4.3062279251991e-07,2.2144647063044e-06,1.78587373872667e-06,7.95220407264179e-07,1.69231463513696e-06,4.21450125592137e-07,0,1.34978769526788e-06,0,"v_5476",30,2.49968753905762e-05,217248.875014773
"1244531",2.24644287003744e-06,1.14036788267895e-06,0,1.77157176504352e-06,1.339405304045e-06,0,3.38462927027393e-06,8.42900251184275e-07,1.59684590995865e-06,2.69957539053576e-06,0,"v_2914",50,2.53260731923515e-05,215702.27973583
"57372",4.49288574007488e-07,4.56147153071581e-07,0,0,4.46468434681668e-07,0,8.46157317568482e-07,0,0,1.34978769526788e-06,0,"v_4736",25,2.04452986035861e-05,214086.925937155
"2560489",4.49288574007488e-07,4.56147153071581e-07,0,1.32867882378264e-06,8.92936869363336e-07,0,8.46157317568482e-07,8.42900251184275e-07,1.59684590995865e-06,1.68723461908485e-06,0,"v_5779",24,2.28461766923305e-05,213660.294139784
"113107",2.24644287003744e-06,1.36844145921474e-06,4.3062279251991e-07,4.42892941260881e-06,2.67881060809001e-06,0,1.41026219594747e-06,8.42900251184275e-07,7.98422954979325e-07,3.03702231435273e-06,2.20260435939455e-06,"v_4254",43,2.62722328770722e-05,211138.987596084
"526218",3.5943085920599e-06,2.5088093418937e-06,1.29186837755973e-06,3.98603647134793e-06,3.12527904277168e-06,1.59044081452836e-06,6.76925854054786e-06,2.95015087914496e-06,2.39526886493797e-06,5.73659770488849e-06,0,"v_5240",119,2.82805429864253e-05,209725.304386334
"2591211",0,6.84220729607371e-07,0,0,4.46468434681668e-07,0,5.64104878378988e-07,4.21450125592137e-07,0,1.34978769526788e-06,0,"v_5589",21,2.03487780558777e-05,207503.058155859
"2734267",0,6.84220729607371e-07,0,8.85785882521762e-07,4.46468434681668e-07,0,5.64104878378988e-07,0,0,6.7489384763394e-07,0,"v_5708",21,1.9859789883423e-05,207501.896778864
"1365250",1.34786572202246e-06,6.84220729607371e-07,4.3062279251991e-07,2.65735764756528e-06,1.339405304045e-06,0,1.41026219594747e-06,4.21450125592137e-07,0,2.02468154290182e-06,0,"v_2433",47,2.40257556100139e-05,204054.20288066
"10497",8.98577148014976e-07,2.2807357653579e-07,0,4.42892941260881e-07,4.46468434681668e-07,0,1.12820975675798e-06,8.42900251184275e-07,0,1.68723461908485e-06,0,"v_6159",48,2.20143093010457e-05,203421.873696216
"40272",8.98577148014976e-07,6.84220729607371e-07,4.3062279251991e-07,0,4.46468434681668e-07,0,1.41026219594747e-06,1.26435037677641e-06,0,1.68723461908485e-06,0,"v_6113",35,2.25677596984947e-05,203396.683817465
"1248439",1.34786572202246e-06,9.12294306143162e-07,1.72249117007964e-06,4.42892941260881e-07,8.92936869363336e-07,0,1.97436707432646e-06,8.42900251184275e-07,7.98422954979325e-07,2.36212846671879e-06,0,"v_750",30,2.42036983251041e-05,194124.104733733
"1211643",2.24644287003744e-06,2.5088093418937e-06,1.72249117007964e-06,3.10025058882617e-06,2.23234217340834e-06,7.95220407264179e-07,3.38462927027393e-06,1.68580050236855e-06,1.59684590995865e-06,3.03702231435273e-06,2.20260435939455e-06,"v_5700",75,2.72338571311855e-05,186789.520883395
"2698686",3.5943085920599e-06,2.2807357653579e-06,8.6124558503982e-07,8.85785882521762e-07,3.12527904277168e-06,7.95220407264179e-07,3.10257683108444e-06,1.68580050236855e-06,2.39526886493797e-06,3.03702231435273e-06,0,"v_2372",60,2.66937162991832e-05,186280.860189051
"856",4.49288574007488e-06,4.56147153071581e-06,3.44498234015928e-06,3.98603647134793e-06,3.57174747745334e-06,1.59044081452836e-06,3.66668170946342e-06,2.10725062796069e-06,2.39526886493797e-06,4.38681000962061e-06,2.20260435939455e-06,"v_5222",70,2.80426247896803e-05,182217.121760447
"2714855",4.49288574007488e-06,3.64917722457265e-06,2.15311396259955e-06,9.74364470773938e-06,5.80408965086168e-06,1.59044081452836e-06,3.38462927027393e-06,3.79305113032924e-06,2.39526886493797e-06,9.78596079069213e-06,0,"v_2983",79,2.84551688814273e-05,181131.834564952
"272131",1.07829257761797e-05,5.47376583685897e-06,4.3062279251991e-06,9.74364470773938e-06,1.25011161710867e-05,2.38566122179254e-06,1.57949365946117e-05,7.58610226065847e-06,3.99211477489662e-06,9.78596079069213e-06,2.20260435939455e-06,"v_4624",160,2.96208530805687e-05,180288.592927657
"745277",2.74066030144568e-05,1.09475316737179e-05,1.07655698129977e-05,2.25875400043049e-05,1.87516742566301e-05,6.36176325811343e-06,2.31283000135385e-05,1.2222053642172e-05,1.35731902346485e-05,2.09217092766521e-05,8.81041743757819e-06,"v_1997",242,2.99087782264095e-05,178385.685504794
"1550241",2.69573144404493e-06,1.82458861228632e-06,4.3062279251991e-07,4.42892941260881e-07,2.23234217340834e-06,0,2.25641951351595e-06,1.26435037677641e-06,7.98422954979325e-07,2.69957539053576e-06,0,"v_5481",58,2.56351098464457e-05,177719.91737496
"1785996",1.79715429602995e-06,9.12294306143162e-07,4.3062279251991e-07,1.32867882378264e-06,0,1.59044081452836e-06,1.69231463513696e-06,4.21450125592137e-07,0,1.68723461908485e-06,0,"v_5233",25,2.35277509822836e-05,177263.638718248
"2641196",4.49288574007488e-07,4.56147153071581e-07,0,8.85785882521762e-07,1.339405304045e-06,0,8.46157317568482e-07,4.21450125592137e-07,0,1.01234077145091e-06,0,"v_5430",36,2.17713141165201e-05,176724.967671258
"2734245",4.49288574007488e-07,1.14036788267895e-06,4.3062279251991e-07,8.85785882521762e-07,4.46468434681668e-07,0,5.64104878378988e-07,8.42900251184275e-07,0,1.34978769526788e-06,0,"v_5817",37,2.22940586333742e-05,173789.850186197
"2686358",4.04359716606739e-06,3.87725080110844e-06,2.58373675511946e-06,5.75760823639145e-06,3.57174747745334e-06,3.18088162905672e-06,5.64104878378988e-06,1.68580050236855e-06,2.39526886493797e-06,5.06170385725455e-06,2.20260435939455e-06,"v_2349",72,2.83744289646171e-05,172901.195171895
"67827",7.63790575812729e-06,6.15798656646634e-06,5.16747351023892e-06,5.31471529513057e-06,6.25055808554335e-06,1.59044081452836e-06,7.89746829730583e-06,5.05740150710565e-06,3.99211477489662e-06,1.34978769526788e-05,2.20260435939455e-06,"v_1797",174,2.96006867359323e-05,170688.51791133
"216946",4.49288574007488e-07,4.56147153071581e-07,4.3062279251991e-07,4.42892941260881e-07,8.92936869363336e-07,0,1.69231463513696e-06,4.21450125592137e-07,0,1.68723461908485e-06,0,"v_4778",36,2.26034673718948e-05,169991.4519936
"1259973",5.39146288808985e-06,3.87725080110844e-06,5.16747351023892e-06,6.20050117765233e-06,4.91115278149835e-06,3.18088162905672e-06,6.20515366216887e-06,5.05740150710565e-06,4.79053772987595e-06,7.08638540015637e-06,2.20260435939455e-06,"v_1874",94,2.90444379901249e-05,169707.714353135
"522772",7.18861718411981e-06,6.15798656646634e-06,2.15311396259955e-06,6.64339411891321e-06,7.14349495490669e-06,4.77132244358508e-06,9.30773049325331e-06,5.05740150710565e-06,4.79053772987595e-06,8.09872617160728e-06,2.20260435939455e-06,"v_5247",165,2.96779937676213e-05,169200.015495223
"1309",3.5943085920599e-06,2.2807357653579e-06,4.3062279251991e-07,3.10025058882617e-06,4.46468434681668e-07,7.95220407264179e-07,3.94873414865292e-06,1.68580050236855e-06,2.39526886493797e-06,3.3744692381697e-06,0,"v_4231",54,2.6724391351987e-05,168766.625966158
"2760873",8.53648290614227e-06,6.38606014300213e-06,4.73685071771901e-06,4.87182235386969e-06,5.80408965086168e-06,7.95220407264179e-07,7.33336341892685e-06,4.63595138151351e-06,4.79053772987595e-06,6.7489384763394e-06,2.20260435939455e-06,"v_5035",143,2.92645810775219e-05,167939.619581279
"2161821",1.52758115162546e-05,1.25440467094685e-05,4.3062279251991e-06,1.32867882378264e-05,1.29475846057684e-05,6.36176325811343e-06,1.55128841554222e-05,9.27190276302702e-06,7.98422954979325e-06,1.38353238764958e-05,6.60781307818364e-06,"v_4537",207,3.01277416244878e-05,165749.342396341
"32053",5.84075146209734e-06,1.36844145921474e-06,1.29186837755973e-06,5.75760823639145e-06,4.91115278149835e-06,7.95220407264179e-07,4.51283902703191e-06,3.3716010047371e-06,3.1936918199173e-06,2.69957539053576e-06,0,"v_4588",58,2.75671950379049e-05,165251.044182098
"1308",3.5943085920599e-06,3.19303007150107e-06,2.15311396259955e-06,3.10025058882617e-06,3.57174747745334e-06,1.59044081452836e-06,5.64104878378988e-06,2.95015087914496e-06,2.39526886493797e-06,3.71191616198667e-06,2.20260435939455e-06,"v_4228",136,2.83486888731396e-05,163960.295371635
"717772",1.21307914982022e-05,5.70183941339476e-06,5.16747351023892e-06,6.64339411891321e-06,7.14349495490669e-06,3.18088162905672e-06,1.26923597635272e-05,4.63595138151351e-06,5.58896068485527e-06,7.08638540015637e-06,2.20260435939455e-06,"v_2697",161,2.96138355839848e-05,163554.564898094
"2275",2.24644287003744e-06,1.82458861228632e-06,8.6124558503982e-07,4.42892941260881e-06,2.67881060809001e-06,7.95220407264179e-07,3.66668170946342e-06,1.68580050236855e-06,7.98422954979325e-07,2.36212846671879e-06,0,"v_5487",71,2.65322366675511e-05,162554.96791867
"241421",1.88701201083145e-05,1.20878995563969e-05,6.88996468031856e-06,7.97207294269585e-06,1.51799267791767e-05,3.9761020363209e-06,1.38205695202852e-05,1.13791533909877e-05,8.78265250477257e-06,1.78846869622994e-05,4.4052087187891e-06,"v_4611",207,2.9871254891418e-05,161438.359458317
"228400",8.98577148014976e-07,2.2807357653579e-07,0,4.42892941260881e-07,4.46468434681668e-07,0,2.82052439189494e-07,4.21450125592137e-07,0,6.7489384763394e-07,0,"v_2801",26,2.01482914248872e-05,159837.586126717
"10494",8.98577148014976e-07,4.56147153071581e-07,0,4.42892941260881e-07,0,0,5.64104878378988e-07,0,0,3.3744692381697e-07,0,"v_6163",32,1.90661404411905e-05,159327.855449273
"2020965",1.34786572202246e-05,1.04913845206464e-05,6.02871909527874e-06,1.19581094140438e-05,1.071524243236e-05,4.77132244358508e-06,1.21282548851482e-05,6.7432020094742e-06,7.18580659481392e-06,1.1810642333594e-05,8.81041743757819e-06,"v_3776",182,3.00318337437684e-05,159305.58433769
"1794699",1.79715429602995e-06,1.36844145921474e-06,4.3062279251991e-07,8.85785882521762e-07,0,7.95220407264179e-07,3.38462927027393e-06,8.42900251184275e-07,1.59684590995865e-06,1.34978769526788e-06,0,"v_4512",23,2.45049990198e-05,159262.062917464
"374422",8.98577148014976e-07,6.84220729607371e-07,0,8.85785882521762e-07,0,0,2.82052439189494e-07,0,0,3.3744692381697e-07,0,"v_5870",24,1.97628458498024e-05,156442.723693258
"84980",1.25800800722097e-05,1.36844145921474e-05,9.90432422795793e-06,1.46154670616091e-05,1.29475846057684e-05,5.56654285084926e-06,1.97436707432646e-05,9.27190276302702e-06,1.19763443246899e-05,1.48476646479467e-05,6.60781307818364e-06,"v_2890",121,2.97362395551459e-05,156038.462732861
"1294262",5.39146288808985e-06,4.56147153071581e-06,1.29186837755973e-06,4.42892941260881e-06,3.57174747745334e-06,7.95220407264179e-07,4.23078658784241e-06,2.10725062796069e-06,7.98422954979325e-07,4.38681000962061e-06,0,"v_5508",83,2.78318953520735e-05,154342.366721088
"51197",1.79715429602995e-05,1.04913845206464e-05,7.75121026535838e-06,1.15152164727829e-05,1.25011161710867e-05,9.54264488717015e-06,1.86154609865066e-05,9.69335288861916e-06,1.03794984147312e-05,1.61974523432146e-05,6.60781307818364e-06,"v_4416",203,2.98516373623093e-05,153242.112208366
"1597",7.18861718411981e-06,4.33339795418002e-06,3.87560513267919e-06,6.20050117765233e-06,6.69702652022502e-06,2.38566122179254e-06,7.33336341892685e-06,5.05740150710565e-06,5.58896068485527e-06,8.09872617160728e-06,4.4052087187891e-06,"v_4139",150,2.94351396697377e-05,153136.799896468
"2053723",0,2.2807357653579e-07,0,0,0,0,5.64104878378988e-07,0,0,3.3744692381697e-07,0,"v_6003",50,1.67636162472969e-05,152428.565863083
"2742619",7.63790575812729e-06,5.47376583685897e-06,3.01435954763937e-06,5.31471529513057e-06,6.25055808554335e-06,5.56654285084926e-06,6.76925854054786e-06,3.3716010047371e-06,3.1936918199173e-06,8.43617309542425e-06,0,"v_1758",82,2.9129890180314e-05,149723.038429082
"1888195",1.34786572202246e-06,2.2807357653579e-06,8.6124558503982e-07,1.77157176504352e-06,3.12527904277168e-06,7.95220407264179e-07,1.97436707432646e-06,1.68580050236855e-06,7.98422954979325e-07,4.04936308580364e-06,0,"v_4245",62,2.61937815962491e-05,149699.688925124
"1884634",1.34786572202246e-06,1.36844145921474e-06,4.3062279251991e-07,3.10025058882617e-06,2.67881060809001e-06,7.95220407264179e-07,1.41026219594747e-06,1.68580050236855e-06,7.98422954979325e-07,1.34978769526788e-06,0,"v_3797",28,2.45941957697983e-05,149362.94175142
"1965231",4.04359716606739e-06,2.5088093418937e-06,1.72249117007964e-06,1.32867882378264e-06,1.78587373872667e-06,1.59044081452836e-06,2.25641951351595e-06,1.68580050236855e-06,7.98422954979325e-07,2.36212846671879e-06,0,"v_2915",36,2.62253809236579e-05,149266.375694993
"2572577",1.21307914982022e-05,9.80716379103899e-06,5.59809630275883e-06,8.85785882521762e-06,1.071524243236e-05,1.03378652944343e-05,1.10000451283903e-05,1.05362531398034e-05,3.99211477489662e-06,1.113574848596e-05,2.20260435939455e-06,"v_2346",94,2.95220382015174e-05,147656.088371961
"490759",1.39279457942321e-05,1.34563410156116e-05,8.18183305787829e-06,1.06294305902611e-05,1.78587373872667e-05,5.56654285084926e-06,1.94616183040751e-05,7.16465213506634e-06,1.19763443246899e-05,2.09217092766521e-05,4.4052087187891e-06,"v_2319",173,2.9854310962503e-05,146597.033523233
"315405",4.04359716606739e-06,1.36844145921474e-06,4.3062279251991e-07,2.65735764756528e-06,1.78587373872667e-06,0,1.97436707432646e-06,2.10725062796069e-06,3.99211477489662e-06,3.71191616198667e-06,0,"v_4244",40,2.61697895948917e-05,146541.80402886
"1690818",0,9.12294306143162e-07,4.3062279251991e-07,1.77157176504352e-06,8.92936869363336e-07,0,1.12820975675798e-06,4.21450125592137e-07,7.98422954979325e-07,1.68723461908485e-06,0,"v_5569",24,2.28519195612431e-05,146180.406284989
"1416627",1.25800800722097e-05,1.14036788267895e-05,7.32058747283847e-06,1.24010023553047e-05,1.2054647736405e-05,7.15698366537761e-06,1.72051987905591e-05,1.2222053642172e-05,4.79053772987595e-06,1.51851115717637e-05,6.60781307818364e-06,"v_2519",161,2.99025177919981e-05,143587.146228803
"288004",1.07829257761797e-05,9.12294306143162e-06,4.3062279251991e-06,1.01865376490003e-05,1.25011161710867e-05,6.36176325811343e-06,1.29744122027167e-05,9.69335288861916e-06,9.5810754597519e-06,1.1473195409777e-05,2.20260435939455e-06,"v_2714",151,2.9838276541147e-05,142585.236915274
"1219035",0.000145569497978426,0.000112212199655609,0.000124449987038254,0.000132867882378264,0.000126797035449594,0.000138368350863967,0.000155410893993411,0.000116741684789022,0.000209985237159562,0.000145439624165114,9.69145918133601e-05,"v_237",101,2.37264811255843e-05,142001.405277828
"717231",1.48265229422471e-05,7.98257517875266e-06,6.45934188779865e-06,7.52918000143497e-06,9.8223055629967e-06,6.36176325811343e-06,9.87183537163229e-06,9.27190276302702e-06,1.43716131896278e-05,1.85595808099334e-05,4.4052087187891e-06,"v_5246",165,2.98249276745504e-05,141976.478072882
"109472",1.79715429602995e-06,2.05266218882211e-06,4.3062279251991e-07,2.65735764756528e-06,8.92936869363336e-07,7.95220407264179e-07,3.10257683108444e-06,2.10725062796069e-06,1.59684590995865e-06,3.3744692381697e-06,0,"v_2802",53,2.62591250459535e-05,141545.568419486
"545695",2.15658515523594e-05,1.23159731329327e-05,9.47370143543802e-06,2.08159682392614e-05,2.00910795606751e-05,3.18088162905672e-06,1.57949365946117e-05,1.47507543957248e-05,1.11779213697105e-05,2.46336254386388e-05,1.10130217969727e-05,"v_5096",233,2.97565910849253e-05,141194.95591643
"273135",5.84075146209734e-06,5.47376583685897e-06,3.87560513267919e-06,4.87182235386969e-06,6.25055808554335e-06,3.18088162905672e-06,7.33336341892685e-06,4.63595138151351e-06,4.79053772987595e-06,5.73659770488849e-06,4.4052087187891e-06,"v_4931",137,2.92757187188945e-05,139923.192291781
"100715",3.23487773285391e-05,1.55090032044338e-05,1.24880609830774e-05,2.34733258868267e-05,3.21457272970801e-05,7.15698366537761e-06,2.4538562209486e-05,1.64365548980934e-05,1.51700361446072e-05,2.90204354482594e-05,1.54182305157618e-05,"v_5053",228,2.94620234517707e-05,139198.302708506
"2109",1.34786572202246e-06,9.12294306143162e-07,0,4.42892941260881e-07,0,0,5.64104878378988e-07,8.42900251184275e-07,0,1.01234077145091e-06,0,"v_4764",31,2.15838207679523e-05,138855.616311007
"641148",1.70729658122845e-05,1.18598259798611e-05,9.90432422795793e-06,1.37296811790873e-05,1.96446111259934e-05,4.77132244358508e-06,1.57949365946117e-05,1.51722045213169e-05,1.27747672796692e-05,2.15966031242861e-05,8.81041743757819e-06,"v_1244",235,2.98178131615827e-05,137800.376058518
"2766701",1.9319408682322e-05,9.35101663796741e-06,6.88996468031856e-06,1.24010023553047e-05,1.69658005179034e-05,6.36176325811343e-06,2.11539329392121e-05,1.13791533909877e-05,8.78265250477257e-06,1.45102177241297e-05,4.4052087187891e-06,"v_5091",195,2.97353553374963e-05,137571.031889789
"291990",2.96530458844942e-05,2.62284613016159e-05,9.90432422795793e-06,2.08159682392614e-05,2.23234217340834e-05,9.54264488717015e-06,2.6230876844623e-05,2.23368566563833e-05,1.51700361446072e-05,2.36212846671879e-05,1.76208348751564e-05,"v_4522",162,2.93435840253529e-05,137157.561032865
"2561898",4.49288574007488e-06,2.05266218882211e-06,1.29186837755973e-06,1.77157176504352e-06,1.339405304045e-06,7.95220407264179e-07,1.97436707432646e-06,8.42900251184275e-07,2.39526886493797e-06,3.03702231435273e-06,0,"v_2917",49,2.62625732069228e-05,136798.940354026
"35757",2.29137172743819e-05,1.68774446636485e-05,1.33493065681172e-05,1.59441458853917e-05,2.05375479953567e-05,6.36176325811343e-06,2.5666771966244e-05,1.81223554004619e-05,1.11779213697105e-05,2.36212846671879e-05,6.60781307818364e-06,"v_3517",212,2.98275964922747e-05,136631.999807671
"446679",2.0217985830337e-05,5.70183941339476e-06,3.44498234015928e-06,8.85785882521762e-06,8.48290025895169e-06,4.77132244358508e-06,1.01538878108218e-05,7.58610226065847e-06,8.78265250477257e-06,1.1810642333594e-05,6.60781307818364e-06,"v_4627",163,2.98694704142896e-05,136406.846266313
"102231",1.7522254386292e-05,9.35101663796741e-06,6.45934188779865e-06,1.32867882378264e-05,8.03643182427002e-06,3.18088162905672e-06,1.12820975675798e-05,6.7432020094742e-06,4.79053772987595e-06,1.72097931146655e-05,4.4052087187891e-06,"v_4619",184,2.98926852599169e-05,136237.554334223
"869209",4.94217431408237e-06,4.33339795418002e-06,1.72249117007964e-06,3.98603647134793e-06,4.46468434681668e-06,1.59044081452836e-06,4.23078658784241e-06,2.95015087914496e-06,3.99211477489662e-06,5.39915078107152e-06,2.20260435939455e-06,"v_5105",112,2.84389841594858e-05,135427.038164701
"290335",2.24644287003744e-06,3.42110364803686e-06,2.15311396259955e-06,3.54314353008705e-06,1.339405304045e-06,2.38566122179254e-06,2.53847195270545e-06,1.68580050236855e-06,0,2.69957539053576e-06,0,"v_4300",22,2.59848248622804e-05,135158.026147325
"2321113",1.34786572202246e-06,1.59651503575053e-06,0,2.2144647063044e-06,8.92936869363336e-07,7.95220407264179e-07,1.12820975675798e-06,1.68580050236855e-06,0,2.36212846671879e-06,0,"v_2941",33,2.44116785470169e-05,134920.148012276
"739",3.5943085920599e-06,2.05266218882211e-06,2.15311396259955e-06,4.42892941260881e-07,1.78587373872667e-06,7.95220407264179e-07,3.10257683108444e-06,1.26435037677641e-06,2.39526886493797e-06,2.69957539053576e-06,0,"v_2766",34,2.60620276257493e-05,134701.720744896
"265883",1.66236772382771e-05,7.75450160221688e-06,7.32058747283847e-06,9.74364470773938e-06,1.42869899098134e-05,4.77132244358508e-06,1.49487792770432e-05,8.00755238625061e-06,8.78265250477257e-06,1.28229831050449e-05,6.60781307818364e-06,"v_2700",210,2.98676861503539e-05,134453.617330831
"1510",1.03336372021722e-05,5.01761868378739e-06,3.44498234015928e-06,7.52918000143497e-06,1.25011161710867e-05,2.38566122179254e-06,1.04359402500113e-05,3.3716010047371e-06,5.58896068485527e-06,1.24855361812279e-05,4.4052087187891e-06,"v_4349",134,2.9576173434681e-05,134368.859316078
"1940790",1.7522254386292e-05,1.00352373675748e-05,1.07655698129977e-05,7.52918000143497e-06,1.4733458344495e-05,5.56654285084926e-06,1.21282548851482e-05,9.69335288861916e-06,6.3873836398346e-06,1.99093685052012e-05,2.20260435939455e-06,"v_4875",134,2.97247488258724e-05,134026.414427924
"574697",2.20151401263669e-05,1.57370767809695e-05,1.16268153980376e-05,1.68299317679135e-05,1.87516742566301e-05,1.03378652944343e-05,1.49487792770432e-05,1.39078541445405e-05,1.27747672796692e-05,2.59834131339067e-05,1.10130217969727e-05,"v_5031",207,2.975836209975e-05,134009.002278294
"1313",6.29004003610483e-06,3.87725080110844e-06,1.72249117007964e-06,4.42892941260881e-06,4.46468434681668e-06,1.59044081452836e-06,3.94873414865292e-06,3.3716010047371e-06,2.39526886493797e-06,5.73659770488849e-06,4.4052087187891e-06,"v_4230",119,2.85632676378178e-05,133924.965266082
"198",4.04359716606739e-06,4.7895451072516e-06,1.29186837755973e-06,2.65735764756528e-06,3.57174747745334e-06,7.95220407264179e-07,4.7948914662214e-06,1.68580050236855e-06,2.39526886493797e-06,5.06170385725455e-06,6.60781307818364e-06,"v_2910",83,2.77031332243677e-05,133785.461997834
"178606",9.43506005415724e-06,7.52642802568108e-06,4.73685071771901e-06,8.85785882521762e-06,9.8223055629967e-06,3.9761020363209e-06,9.30773049325331e-06,6.7432020094742e-06,5.58896068485527e-06,1.28229831050449e-05,4.4052087187891e-06,"v_5086",187,2.96973836604995e-05,133777.638961204
"210",4.35809916787263e-05,1.71055182401843e-05,1.80861572858362e-05,2.6130683534392e-05,2.41092954728101e-05,9.54264488717015e-06,3.32821878243603e-05,1.89652556516462e-05,2.23558427394211e-05,3.74566085436837e-05,1.76208348751564e-05,"v_2948",257,2.92594434853849e-05,133171.807704854
"2560502",0,2.2807357653579e-07,0,8.85785882521762e-07,4.46468434681668e-07,0,1.12820975675798e-06,4.21450125592137e-07,0,6.7489384763394e-07,0,"v_5753",25,2.03148806500762e-05,133039.003982158
"160453",8.98577148014976e-06,5.01761868378739e-06,1.72249117007964e-06,5.75760823639145e-06,5.80408965086168e-06,3.9761020363209e-06,7.33336341892685e-06,4.21450125592137e-06,4.79053772987595e-06,5.73659770488849e-06,4.4052087187891e-06,"v_4277",114,2.92877225866917e-05,132770.515461798
"416419",0,4.56147153071581e-07,4.3062279251991e-07,4.42892941260881e-07,1.78587373872667e-06,0,8.46157317568482e-07,0,0,6.7489384763394e-07,0,"v_5575",11,2.05977466065212e-05,132602.33139906
"1247",4.04359716606739e-06,1.59651503575053e-06,8.6124558503982e-07,3.98603647134793e-06,2.67881060809001e-06,1.59044081452836e-06,4.51283902703191e-06,2.95015087914496e-06,3.99211477489662e-06,5.06170385725455e-06,2.20260435939455e-06,"v_4186",70,2.8096990812284e-05,132308.0858676
"2113",8.98577148014976e-07,4.56147153071581e-07,0,1.32867882378264e-06,4.46468434681668e-07,0,5.64104878378988e-07,4.21450125592137e-07,0,6.7489384763394e-07,0,"v_4762",34,2.104598547827e-05,131754.187024987
"1937005",1.79715429602995e-06,1.59651503575053e-06,8.6124558503982e-07,8.85785882521762e-07,8.92936869363336e-07,0,1.41026219594747e-06,1.26435037677641e-06,0,1.68723461908485e-06,0,"v_5441",53,2.40107568190549e-05,131596.427767356
"1591088",5.39146288808985e-06,2.05266218882211e-06,0,2.65735764756528e-06,2.67881060809001e-06,0,3.10257683108444e-06,2.10725062796069e-06,3.1936918199173e-06,3.3744692381697e-06,0,"v_2952",60,2.68290719824001e-05,131535.273506469
"2121",0,4.56147153071581e-07,0,1.77157176504352e-06,4.46468434681668e-07,0,1.41026219594747e-06,4.21450125592137e-07,0,3.3744692381697e-07,0,"v_4725",16,2.08038611966381e-05,131477.235387976
