"","vcXtM2TOMPOOB050180.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"2762748",0.000682166508310137,0.000574438840474423,0.000556716427164927,0.000499084000325299,0.000970882313254859,0.000496046797821946,0.000413770928290988,0.000600597167104896,0.000652436822663763,0.000412357026376709,0.000600323215553627,"v_430",56,1.7102202763716e-05,1295.58695956778
"40988",0.000381070267328104,0.000347107724882417,0.000429606153023054,0.000391775878551502,0.00027146380469297,0.000489303595812472,0.000437463333182905,0.000713587451621831,0.000452131167781968,0.000449533019352043,0.00138400393719967,"v_3611",12,1.70975242784845e-05,292.919568196336
"83637",0.000739461333155083,0.000507950600215256,0.000685598273071843,0.000538227843488067,0.000592429832594659,0.000407120821322005,0.000882824134663117,0.000597234361018083,0.000483220737275816,0.000540762449966359,0.000451489089269405,"v_27",26,1.70937248935916e-05,724.076762603223
"1850238",0.000638001747492158,0.000554639033632539,0.000474781233031664,0.000539915078107152,0.000836747256818332,0.000513747703096816,0.00047384809783835,0.000563942580758629,0.000699959450318646,0.000440182002714076,0.000593418539591987,"v_440",48,1.70931405227082e-05,981.133706174574
"2233999",0.000624871683465191,0.000710104183650297,0.000567345857755188,0.000809197723313094,0.000530152842106272,0.000725315666144069,0.00108477368112279,0.000570331912323575,0.000772797870275662,0.00159263778494942,0.000532043642155195,"v_493",21,1.70893430856518e-05,9658.96953934565
"1095774",5.96821092134853e-07,4.888841195527e-07,0,6.7489384763394e-07,0,8.42900251184275e-07,0,1.00884182604406e-06,0,2.2807357653579e-07,0,"v_6501",3,1.7082336863683e-05,7379.95755779273
"228400",0,2.4444205977635e-07,4.42892941260881e-07,6.7489384763394e-07,0,4.21450125592137e-07,2.82052439189494e-07,0,0,2.2807357653579e-07,0,"v_2801",12,1.70791275981623e-05,79682.8049164788
"1325114",0.00248396938546526,0.000299197081166253,0.00102131112254759,0.000255447321329446,0.000563686606215403,0.000244019622717848,0.000510232862493795,0.000431448020938176,0.000281582672272856,0.000297864090955742,0.000385511074524853,"v_11",25,1.70741701953285e-05,134.477807357096
"68270",0.000529977129815749,0.000830125235000485,0.000640866086004494,0.000648910434500034,0.000381646172480117,0.00064481869215597,0.000559309986912767,0.000629181018842811,0.000534296458587139,0.000617167098105849,0.000444200820198786,"v_3036",55,1.7073004165813e-05,5824.126590397
"1670800",0.000584884670292156,0.000405529377168965,0.000383102394190662,0.000575684452031751,0.000895830555486803,0.000667998449063538,0.000811182815108985,0.000632543824929625,0.000634227217674509,0.000618535539565064,0.00108211616043245,"v_102",20,1.70727126833183e-05,514.410025903061
"497724",2.98410546067426e-07,7.33326179329051e-07,4.42892941260881e-07,3.3744692381697e-07,7.98422954979325e-07,8.42900251184275e-07,2.82052439189494e-07,3.36280608681353e-07,1.33241012116494e-06,0,0,"v_2934",3,1.70703811816118e-05,3588.14263959148
"292415",0.000524307329440468,0.000471773175368356,0.000403032576547402,0.000557799765069452,0.00046069004502307,0.000439572480992599,0.000618258946703371,0.00050946512215225,0.000487217967639311,0.00228826219338359,0.000452639868596345,"v_1198",7,1.70700897886723e-05,536.783085676732
"182773",2.08887382247199e-06,3.9110729564216e-06,2.2144647063044e-06,1.34978769526788e-06,3.99211477489662e-06,2.95015087914496e-06,1.97436707432646e-06,2.35396426076947e-06,0,3.19303007150107e-06,2.68515176285967e-06,"v_4385",1,1.70686329731852e-05,0
"2201350",0.000791384768170815,0.000644593711630235,0.000655481553066104,0.000458252922543445,0.00126470196068725,0.000448844383755626,0.00044620695879778,0.000601269728322259,0.000522304767496655,0.000368794973258373,0.000456859392795124,"v_730",54,1.70660113318315e-05,2610.98956308461
"2767579",2.98410546067426e-07,2.4444205977635e-07,4.42892941260881e-07,1.01234077145091e-06,0,0,0,3.36280608681353e-07,0,2.2807357653579e-07,0,"v_6650",9,1.70642640182929e-05,36458.9991881574
"2675792",8.95231638202279e-07,0,8.85785882521762e-07,3.3744692381697e-07,0,0,2.82052439189494e-07,3.36280608681353e-07,1.33241012116494e-06,0,3.83593108979953e-07,"v_1927",5,1.70593152390863e-05,2183.77339993374
"1549949",0.000837936813357333,0.000348085493121523,0.000678069093070408,0.00035533161077927,0.000564485029170383,0.000343481852357592,0.00055225867593303,0.000445235525894111,0.000421041598288119,0.000366286163916479,0.000619886464111604,"v_33",25,1.7056405533098e-05,156.267600466854
"135487",0.00056817367971238,0.000601571909109598,0.000766204788381324,0.000679280657643561,0.000433543664553773,0.00106500446737133,0.000628412834514193,0.000797657603792169,0.000663984377047193,0.000819696434069631,0.000594185725809947,"v_3457",108,1.70546601858958e-05,9300.60472420358
"2732970",2.98410546067426e-07,2.4444205977635e-07,0,0,0,0,1.41026219594747e-06,6.72561217362706e-07,0,0,0,"v_6076",3,1.70543693294222e-05,6070.09174021192
"2657482",0.000713798026193284,0.000725015149296655,0.000915459709586241,0.000846654331856778,0.000608398291694245,0.000917496923414083,0.000872670246852295,0.000759321614402495,0.000835421145970414,0.000929855971536418,0.000595336505136887,"v_3543",90,1.70540784828692e-05,1854.3171165585
"1985325",2.98410546067426e-07,2.4444205977635e-07,0,3.3744692381697e-07,0,0,5.64104878378988e-07,0,4.44136707054978e-07,2.2807357653579e-07,0,"v_5903",13,1.70537876462362e-05,26031.6879815725
"2734291",2.98410546067426e-07,0,4.42892941260881e-07,3.3744692381697e-07,0,0,2.82052439189494e-07,6.72561217362706e-07,4.44136707054978e-07,0,1.15077932693986e-06,"v_5871",6,1.7050879825399e-05,10993.0102762868
"419476",0.000578021227732605,0.000384018475908646,0.000565574285990145,0.000461627391781615,0.000291424378567454,0.000670527149817091,0.000570874136919536,0.000663145360319628,0.000550729516748173,0.000860065457116466,0.000565799835745431,"v_3645",21,1.70488449407553e-05,148.499172942597
"152500",0,0,4.42892941260881e-07,6.7489384763394e-07,7.98422954979325e-07,0,0,3.36280608681353e-07,1.33241012116494e-06,2.2807357653579e-07,0,"v_6466",5,1.70433241299383e-05,1691.3992941731
"46242",2.98410546067426e-07,0,4.42892941260881e-07,6.7489384763394e-07,0,0,5.64104878378988e-07,0,4.44136707054978e-07,0,0,"v_6281",10,1.70427431999455e-05,15987.789154614
"1932881",0,0,4.42892941260881e-07,3.3744692381697e-07,0,4.21450125592137e-07,2.82052439189494e-07,0,0,6.84220729607371e-07,0,"v_6148",9,1.70424527497998e-05,18343.0465186836
"1827305",9.54913747415765e-06,1.17332188692648e-05,7.52918000143497e-06,8.77362001924122e-06,1.03794984147312e-05,8.42900251184275e-06,5.07694390541089e-06,1.1433540695166e-05,8.88273414109957e-06,7.29835444914529e-06,1.22749794873585e-05,"v_1658",1,1.70369360774158e-05,0
"2732968",2.98410546067426e-07,2.4444205977635e-07,0,3.3744692381697e-07,0,4.21450125592137e-07,0,0,1.33241012116494e-06,2.2807357653579e-07,0,"v_6714",5,1.70366458251699e-05,18664.2539262945
"2709380",0.000898215743662954,0.000612327359739757,0.000619607224823972,0.00073057259006374,0.00087507155865734,0.000675584551324196,0.001052337650616,0.00064364108501611,0.00104061230462981,0.000742607565200534,0.000724223789754151,"v_242",35,1.70357751277683e-05,5982.27850821856
"1913650",0,2.4444205977635e-07,0,3.3744692381697e-07,7.98422954979325e-07,4.21450125592137e-07,0,0,4.44136707054978e-07,4.56147153071581e-07,0,"v_6654",7,1.70357751277683e-05,50530.4259089076
"68214",0.000436574628896645,0.00142729718703411,0.000579303967169232,0.000518655921906683,0.000336934487001275,0.000512904802845631,0.000414335033169367,0.000722330747447546,0.000440583613398539,0.000472340377005622,0.000439981296000006,"v_3055",64,1.70346143363314e-05,3976.03518619617
"2045",0.000660680948993282,0.000555127917752091,0.000798978866034629,0.000662408311452712,0.000470271120482822,0.000780947082722231,0.000735592761406201,0.000768737471445573,0.000697294630076316,0.000933961295914062,0.000663999671644299,"v_3657",100,1.70322932279602e-05,2517.02363267157
"639283",0.000812273506395535,0.00055317238127388,0.000569560322461493,0.000733272165454276,0.000728960157896124,0.000642289991402417,0.00103654271402139,0.000548473672759287,0.000805663986597731,0.000640886750065571,0.00172003150066611,"v_243",40,1.70317130496985e-05,8794.72259679561
"2130",2.98410546067426e-07,4.888841195527e-07,0,3.3744692381697e-07,7.98422954979325e-07,0,8.46157317568482e-07,6.72561217362706e-07,4.44136707054978e-07,2.2807357653579e-07,0,"v_4773",6,1.70317130496985e-05,50514.3936483956
"2686304",0.000355705370912372,0.00117332188692648,0.000479210162444273,0.000390088643932418,0.000325756565631565,0.000451794534634771,0.000349745024594973,0.000550155075802693,0.000334879077119454,0.000418971160096247,0.000361344708659116,"v_3078",59,1.70311329109612e-05,1078.63868715809
"12163",0,4.888841195527e-07,4.42892941260881e-07,3.3744692381697e-07,0,8.42900251184275e-07,2.82052439189494e-07,0,0,0,0,"v_6220",9,1.70305528117443e-05,41293.6783033215
"1224746",0,7.33326179329051e-07,0,0,0,4.21450125592137e-07,5.64104878378988e-07,3.36280608681353e-07,0,4.56147153071581e-07,0,"v_555",12,1.70253336965405e-05,62595.615558845
"1034889",0.000974310432910147,0.000810814312278154,0.00082466665662776,0.00085205348263785,0.000857506253647795,0.000670105699691498,0.00121931269461618,0.000683322196840509,0.00081099362708239,0.00074009875585864,0.000777543231902365,"v_794",41,1.7022145811701e-05,12601.9024181168
"999431",5.96821092134853e-07,2.4444205977635e-07,1.32867882378264e-06,3.3744692381697e-07,7.98422954979325e-07,1.26435037677641e-06,5.64104878378988e-07,1.00884182604406e-06,8.88273414109957e-07,2.2807357653579e-07,3.83593108979953e-07,"v_5103",4,1.7020697167756e-05,4570.19129129796
"1658665",0.000898514154209021,0.000731126200791063,0.000564688500107623,0.00123809276348446,0.000642730478758357,0.000631753738262614,0.000850952209034704,0.000758312772576451,0.00061202038232176,0.000679203110923584,0.000534728793918055,"v_1047",4,1.70189591204602e-05,69.7255469250509
"1524214",0.000805410063835984,0.000632616050701194,0.000775505540147802,0.000900645839667493,0.000715386967661475,0.000712672162376304,0.000864772778554989,0.000776135644836563,0.000787010244901422,0.000631307659851068,0.000787900245844824,"v_2819",15,1.70183798502383e-05,6759.79225532601
"1609977",0.000793473641993287,0.000557083454230302,0.000570446108344014,0.000502458469563469,0.000972479159164818,0.000464438038402535,0.000409822194142335,0.0005518364788461,0.000576045309050307,0.000391830404488488,0.000546620180296433,"v_370",57,1.7016931847188e-05,1143.44618599093
"419435",0,0,0,6.7489384763394e-07,0,0,2.82052439189494e-07,0,4.44136707054978e-07,0,3.83593108979953e-07,"v_6312",11,1.70149050568298e-05,86516.1657370223
"200618",0.00066903644428317,0.000491328540150464,0.000811379868389934,0.000595931267460769,0.000486239579582409,0.000850907803570525,0.000725156821156189,0.000841374082920745,0.000724831105913725,0.00098824280712958,0.000757596390235407,"v_3643",44,1.70125893160939e-05,1108.1606498642
"370777",0.000612338440530359,0.000423618089592415,0.000388860002427053,0.000583783178203358,0.00074492861699571,0.000775046780963941,0.000967439866419965,0.000419341919025647,0.000421485734995174,0.000579763031553979,0.00226281574987274,"v_1721",33,1.70102742056202e-05,4077.79321796747
"2771436",0.000362270402925856,0.000330974548937178,0.000329955241239356,0.000291891589101679,0.000609196714649225,0.000338845900976078,0.000292488379439505,0.000334935486246628,0.00030068055067622,0.000217126044862072,0.00206373092631215,"v_1717",24,1.7005067510118e-05,51.4300749365177
"1867715",0.000808692579842726,0.000572238861936436,0.000567345857755188,0.000827757304123028,0.000787245033609614,0.00117331714964851,0.00117023557019721,0.00052695171380368,0.000707953911045636,0.000923926058546487,0.00103915373222669,"v_45",12,1.7000153001377e-05,22535.9835345656
"370526",0.000318105642107877,0.000329752338638296,0.000426505902434228,0.000326986069178644,0.000249906384908529,0.000454323235388324,0.000380488740466628,0.000568986789888849,0.000378848611117897,0.000380426725661698,0.000462229696320843,"v_3356",8,1.69943748619207e-05,4.85286322046801
"2599640",0.000694699751244969,0.000550483518616341,0.000557159320106188,0.000658358948366909,0.000647521016488232,0.000794854936866771,0.000908490906629361,0.000520898662847416,0.000669758154238907,0.00072276516404192,0.00103301624248301,"v_47",18,1.69940860580518e-05,13150.6020162708
"2315703",2.98410546067426e-07,0,4.42892941260881e-07,0,0,0,2.82052439189494e-07,0,8.88273414109957e-07,4.56147153071581e-07,3.83593108979953e-07,"v_6011",4,1.69874462772011e-05,17427.5555217107
"748003",2.98410546067426e-07,4.888841195527e-07,0,3.3744692381697e-07,0,0,2.82052439189494e-07,3.36280608681353e-07,4.44136707054978e-07,2.2807357653579e-07,0,"v_2592",12,1.69860035330887e-05,17015.9303043025
"1650654",0,2.4444205977635e-07,4.42892941260881e-07,3.3744692381697e-07,7.98422954979325e-07,0,1.41026219594747e-06,3.36280608681353e-07,4.44136707054978e-07,0,0,"v_2130",3,1.69845610340201e-05,2432.15215936819
"360196",1.19364218426971e-06,2.4444205977635e-07,0,3.3744692381697e-07,0,0,2.82052439189494e-07,0,0,2.2807357653579e-07,3.83593108979953e-07,"v_2729",6,1.69842725636061e-05,24156.7472382182
"571430",0,2.4444205977635e-07,0,3.3744692381697e-07,0,8.42900251184275e-07,2.82052439189494e-07,0,4.44136707054978e-07,2.2807357653579e-07,3.83593108979953e-07,"v_2078",4,1.69836956521739e-05,7657.44145526707
"2510508",0,2.4444205977635e-07,0,3.3744692381697e-07,7.98422954979325e-07,8.42900251184275e-07,0,3.36280608681353e-07,0,1.14036788267895e-06,0,"v_6545",4,1.69750466813784e-05,11677.2026832047
"262728",0,0,0,1.01234077145091e-06,0,0,5.64104878378988e-07,0,0,2.2807357653579e-07,0,"v_2753",7,1.69736060426038e-05,64187.1808789501
"1642929",0,0,0,6.7489384763394e-07,0,0,0,0,4.44136707054978e-07,2.2807357653579e-07,7.67186217959906e-07,"v_6858",8,1.69721656483367e-05,91346.3448787765
"2675782",0,2.4444205977635e-07,0,3.3744692381697e-07,0,0,5.64104878378988e-07,3.36280608681353e-07,4.44136707054978e-07,2.2807357653579e-07,3.83593108979953e-07,"v_1923",6,1.69715895590781e-05,33985.8538869293
"2560752",2.98410546067426e-07,4.888841195527e-07,0,0,0,0,5.64104878378988e-07,0,4.44136707054978e-07,2.2807357653579e-07,0,"v_5957",12,1.69638161800879e-05,55395.3722189842
"294",0.00078153722015059,0.000695926544183269,0.000732544924845497,0.00124585404273225,0.00139963544007876,0.00074343802154453,0.000894106232230696,0.000640950840146659,0.00081809981439527,0.000707256160837486,0.000645970795522241,"v_1426",22,1.69629529108427e-05,330.216171927557
"1825069",2.98410546067426e-07,7.33326179329051e-07,8.85785882521762e-07,3.3744692381697e-07,7.98422954979325e-07,4.21450125592137e-07,1.97436707432646e-06,6.72561217362706e-07,0,9.12294306143162e-07,3.83593108979953e-07,"v_4246",3,1.69580627109159e-05,1125.38072358852
"2583375",1.19364218426971e-06,4.888841195527e-07,4.42892941260881e-07,0,7.98422954979325e-07,0,5.64104878378988e-07,3.36280608681353e-07,0,0,3.83593108979953e-07,"v_2423",4,1.69551874395971e-05,2900.46265004384
"83656",0.000624573272919124,0.00094965740223112,0.000714386314253801,0.000666457674538516,0.000447116854788422,0.000764089077698545,0.000608387111331739,0.000717622818926007,0.000685302938985832,0.000717975618934668,0.000551606890713172,"v_3032",67,1.69540376040554e-05,7295.3884122698
"2675775",0,0,0,3.3744692381697e-07,0,0,5.64104878378988e-07,3.36280608681353e-07,8.88273414109957e-07,0,3.83593108979953e-07,"v_1918",8,1.69526005289211e-05,42429.6819499814
"2560303",0,2.4444205977635e-07,0,3.3744692381697e-07,0,4.21450125592137e-07,5.64104878378988e-07,0,0,2.2807357653579e-07,3.83593108979953e-07,"v_5762",10,1.6951738400773e-05,47876.1949574748
"455364",2.98410546067426e-07,2.19997853798715e-06,4.42892941260881e-07,3.3744692381697e-07,7.98422954979325e-07,0,0,0,8.88273414109957e-07,0,0,"v_7016",2,1.69508763603078e-05,0
"2763006",0.000640389031860697,0.000813258732875917,0.000769747931911411,0.000717749606958695,0.000463883736842988,0.000793169136364403,0.000636310302811499,0.00076302070109799,0.000772353733568607,0.000760625377746861,0.00057270451170707,"v_3028",57,1.69505890329689e-05,5361.90249741007
"404405",0.000941186862296663,0.000857013861575884,0.000700213740133452,0.00101369055914618,0.00074492861699571,0.000724894216018476,0.00107997878965657,0.000800011568052939,0.000897600284958111,0.000625377746861137,0.000874975881583273,"v_1171",23,1.69402517321407e-05,6373.29042696993
"1327635",0.000909555344413516,0.000644104827510683,0.000682498022483017,0.000567585725860144,0.00122557923589326,0.000480453143175037,0.000435206913669389,0.000627163335190723,0.000684858802278777,0.00046321743394419,0.00073611517613253,"v_336",43,1.69373824969089e-05,5643.96886705559
"447897",2.98410546067426e-07,4.888841195527e-07,4.42892941260881e-07,0,0,0,0,0,8.88273414109957e-07,4.56147153071581e-07,0,"v_6852",3,1.69356614222568e-05,8975.49323480057
"932070",0,0,0,1.01234077145091e-06,0,8.42900251184275e-07,2.82052439189494e-07,0,0,2.2807357653579e-07,7.67186217959906e-07,"v_6302",8,1.69345142334592e-05,13385.5851900013
"1088883",2.98410546067426e-07,9.77768239105401e-07,0,6.7489384763394e-07,7.98422954979325e-07,8.42900251184275e-07,2.82052439189494e-07,0,0,1.36844145921474e-06,3.83593108979953e-07,"v_2722",4,1.69325070269904e-05,572.105231460449
"722472",0.000808095758750591,0.00056661669456158,0.000792335471915716,0.000636762345242623,0.000689837433102137,0.000525126856487803,0.00113103028114987,0.000677941707101608,0.000635559627795674,0.000682396140995085,0.000536263166353974,"v_26",25,1.69299270320145e-05,1051.29649408248
"1300342",0.000824508338784299,0.00111147804580306,0.000717043671901366,0.000767691751683607,0.00110342052378143,0.000576543771810044,0.000755054379710276,0.000699799946665895,0.000618682432927585,0.000546920436532826,0.000675123871804717,"v_1736",22,1.69273478231431e-05,16278.0845801944
"642780",0.0007200646476607,0.000538994741806852,0.00077417686132402,0.000539577631183335,0.000470271120482822,0.000761981827070584,0.000619387156460129,0.00094461222978592,0.000679529161794117,0.000987786659976508,0.000624105988310384,"v_3659",38,1.69250558526843e-05,422.961126832597
"2734221",8.95231638202279e-07,7.33326179329051e-07,4.42892941260881e-07,0,0,0,0,3.36280608681353e-07,4.44136707054978e-07,0,3.83593108979953e-07,"v_6949",3,1.69201874756772e-05,951.955112187722
"1882747",0.000463431578042713,0.000352485450197497,0.000469466517736534,0.000343858415369493,0.000416776782499208,0.000295436538040088,0.000734182499210253,0.000373607756244983,0.000329993573341849,0.000483744055832412,0.000333342411703579,"v_62",11,1.6915894174166e-05,0.276696544794233
"1109717",8.95231638202279e-07,2.4444205977635e-07,0,3.3744692381697e-07,1.59684590995865e-06,0,5.64104878378988e-07,0,0,0,3.83593108979953e-07,"v_5595",7,1.6915894174166e-05,23153.2633213131
"2663824",0.000732597890595532,0.000702770921857007,0.000938490142531806,0.000787263673264991,0.000661094206722881,0.00105868271548745,0.000830080328534681,0.000757640211359088,0.000866954852171318,0.000961786272251428,0.00065402625081082,"v_3184",89,1.69130331833711e-05,9244.6396731455
"2698679",0.000764826229570814,0.000649238110765986,0.000638208728356929,0.000554762742755099,0.00108425837286192,0.000544513562265042,0.000421386344149104,0.000732082885099305,0.000795448842335466,0.00048328790867934,0.000659012961227559,"v_338",37,1.69118890580078e-05,23204.6265977641
"1208308",0,0,4.42892941260881e-07,3.3744692381697e-07,0,4.21450125592137e-07,2.82052439189494e-07,3.36280608681353e-07,4.44136707054978e-07,2.2807357653579e-07,0,"v_2641",10,1.69093153418218e-05,14701.3762967218
"80860",0.000368835434939339,0.000731615084910616,0.000748931963672149,0.000330360538416814,0.000216372620799397,0.000364975808762791,0.000276129337966515,0.00130510504229233,0.000299348140555055,0.000332075127436111,0.000274269072920666,"v_3102",32,1.69078858379548e-05,38.3851267007211
"2619695",0.000612338440530359,0.000663904634352567,0.000954877181358459,0.000675906188405391,0.000452705815473277,0.000936040728940137,0.000744054334581885,0.000868612812223935,0.000860292801565493,0.00110820950838741,0.000482176537987801,"v_3662",104,1.69061707523246e-05,20224.2795115865
"1983735",0,0,4.42892941260881e-07,3.3744692381697e-07,0,0,5.64104878378988e-07,1.00884182604406e-06,0,2.2807357653579e-07,3.83593108979953e-07,"v_5692",8,1.69033130493577e-05,37842.52855505
"2315801",0,0,8.85785882521762e-07,0,0,0,0,3.36280608681353e-07,4.44136707054978e-07,9.12294306143162e-07,3.83593108979953e-07,"v_6503",4,1.69007419425713e-05,14544.3678810834
"33899",0.000371222719307878,0.00103692321757128,0.000453079478909881,0.000581758496660457,0.000294618070387371,0.000420607225340953,0.000388386208763933,0.000577057524497202,0.00040238785659181,0.00139581028839904,0.000484861689750661,"v_3064",31,1.68944603064655e-05,472.985115801228
"2732691",5.96821092134853e-07,4.888841195527e-07,8.85785882521762e-07,0,7.98422954979325e-07,8.42900251184275e-07,0,6.72561217362706e-07,0,0,0,"v_7674",4,1.68930333130617e-05,10542.9613232307
"2419930",0,0,4.42892941260881e-07,6.7489384763394e-07,0,0,2.82052439189494e-07,0,0,0,0,"v_6094",22,1.68927479433079e-05,43156.0348109605
"208973",0,0,4.42892941260881e-07,6.7489384763394e-07,0,0,2.82052439189494e-07,0,0,0,0,"v_6288",22,1.68927479433079e-05,43156.0348109605
"1589748",5.96821092134853e-07,4.888841195527e-07,0,0,0,4.21450125592137e-07,5.64104878378988e-07,0,0,6.84220729607371e-07,0,"v_5605",4,1.68913212391473e-05,4200.31917875972
"2744421",0,4.888841195527e-07,0,6.7489384763394e-07,0,0,2.82052439189494e-07,0,4.44136707054978e-07,6.84220729607371e-07,7.67186217959906e-07,"v_5761",5,1.68878981321985e-05,8655.38879098985
"2675710",2.98410546067426e-07,1.22221029888175e-06,8.85785882521762e-07,1.01234077145091e-06,1.59684590995865e-06,0,2.82052439189494e-07,1.00884182604406e-06,8.88273414109957e-07,0,1.53437243591981e-06,"v_1787",1,1.68864722470829e-05,0
"1123863",2.98410546067426e-07,2.4444205977635e-07,0,1.34978769526788e-06,0,4.21450125592137e-07,2.82052439189494e-07,0,0,0,0,"v_2019",5,1.68853317123415e-05,7568.28192456192
"1890",0.000401660595006756,0.00100612351803946,0.000540772281279535,0.000616515529813604,0.000312183375396916,0.000499418398826683,0.000425335078297757,0.000614720952669513,0.000408161633783525,0.000482147540796661,0.000509411648725378,"v_3051",41,1.68776371308017e-05,625.03785548298
"219745",0,9.77768239105401e-07,0,0,0,0,1.12820975675798e-06,3.36280608681353e-07,0,6.84220729607371e-07,3.83593108979953e-07,"v_4799",5,1.68776371308017e-05,15543.4666655066
"1223566",0.000857631909397784,0.000426062510190178,0.000634222691885581,0.000336772029969336,0.000475061658212698,0.000342217501980816,0.000837695744392797,0.000363855618593224,0.000475670413255882,0.000666202917061044,0.000530509269719275,"v_2",10,1.68730806870718e-05,6727
"2488567",5.96821092134853e-07,0,4.42892941260881e-07,1.34978769526788e-06,0,0,0,2.01768365208812e-06,4.44136707054978e-07,0,0,"v_7220",2,1.68722266277481e-05,1340.89110045027
"2020",0.00067828717121126,0.000870947058983136,0.00104478444843442,0.000752506640111843,0.000475061658212698,0.000949527132959086,0.000711618304075094,0.000751587160402824,0.000864734168636043,0.000901118700892908,0.000544702214751533,"v_3700",105,1.68710880164662e-05,15315.3843084722
"626774",5.96821092134853e-07,1.22221029888175e-06,8.85785882521762e-07,0,7.98422954979325e-07,8.42900251184275e-07,2.82052439189494e-07,3.36280608681353e-07,4.44136707054978e-07,4.56147153071581e-07,3.83593108979953e-07,"v_2156",3,1.68688112548709e-05,6337.9264215548
"52766",5.96821092134853e-07,7.33326179329051e-07,3.98603647134793e-06,3.3744692381697e-07,7.98422954979325e-07,1.26435037677641e-06,1.41026219594747e-06,6.72561217362706e-07,4.44136707054978e-07,4.56147153071581e-07,7.67186217959906e-07,"v_4501",1,1.68659661668719e-05,0
"2267618",0,2.4444205977635e-07,0,3.3744692381697e-07,7.98422954979325e-07,0,5.64104878378988e-07,0,8.88273414109957e-07,0,0,"v_1786",7,1.68651128276048e-05,37779.2236179592
"2560591",0,7.33326179329051e-07,0,0,0,0,1.12820975675798e-06,3.36280608681353e-07,4.44136707054978e-07,0,3.83593108979953e-07,"v_5657",6,1.68634064080944e-05,7999.75238983026
"1324796",0.000665753928276428,0.000613794012098415,0.000747160391907106,0.000400212051646927,0.00131260733798601,0.000488460695561287,0.00036807843314229,0.000669534691884574,0.000427703648893944,0.000323408331527751,0.000483327317314741,"v_1635",36,1.68631220384142e-05,1339.72494408018
"1840239",2.98410546067426e-07,0,0,3.3744692381697e-07,0,1.26435037677641e-06,2.82052439189494e-07,0,4.44136707054978e-07,2.2807357653579e-07,0,"v_861",4,1.68614160217175e-05,2921.84962149473
"389214",2.98410546067426e-07,0,0,3.3744692381697e-07,0,4.21450125592137e-07,5.64104878378988e-07,1.00884182604406e-06,8.88273414109957e-07,0,3.83593108979953e-07,"v_6124",3,1.68602788690125e-05,461.211577077871
"2653203",0.000773480135406769,0.000701548711558125,0.000656810231889886,0.000611116379032533,0.00121360289156857,0.000565586068544648,0.00052433548445327,0.000718631660752051,0.00081454672073883,0.00050495489845024,0.000721538637991292,"v_334",40,1.68452260629338e-05,2047.8236506092
"39420",5.96821092134853e-07,0,1.32867882378264e-06,3.3744692381697e-07,0,0,0,0,0,0,1.15077932693986e-06,"v_7193",4,1.68429562756855e-05,2450.80559711882
"1852",0.000594732218312381,0.000258130815123826,0.000269721801227876,0.000491660168001326,0.0001892262403301,0.000386891215293582,0.00284647321630037,0.000354103480941465,0.000277585441909361,0.00030721510759371,0.000292297949042724,"v_3609",2,1.6842388924445e-05,0.386984535887912
"1930",3.13331073370798e-05,9.38657509541185e-05,3.45456494183487e-05,6.24276809061395e-05,2.15574197844418e-05,4.55166135639508e-05,3.58206597770658e-05,4.50616015633013e-05,3.95281669278931e-05,4.56147153071581e-05,0.000152670057374021,"v_3128",1,1.68421052631579e-05,0
"317858",0,0,8.85785882521762e-07,1.01234077145091e-06,7.98422954979325e-07,4.21450125592137e-07,0,0,0,0,0,"v_7009",5,1.68395527414792e-05,20729.789215693
"10270",2.98410546067426e-07,7.33326179329051e-07,0,3.3744692381697e-07,0,0,0,0,4.44136707054978e-07,0,0,"v_7532",13,1.68375679816807e-05,46338.2462788382
"2584466",0.000763035766294409,0.000443173454374523,0.000414990685961445,0.000477149950277196,0.00124713665567771,0.000600566428968796,0.000784669885825173,0.000952346683785591,0.000532964048465974,0.000640658676489035,0.00142082887566175,"v_68",20,1.68364340432696e-05,333.144616467243
"1273749",0,2.4444205977635e-07,4.42892941260881e-07,3.3744692381697e-07,7.98422954979325e-07,0,2.82052439189494e-07,3.36280608681353e-07,4.44136707054978e-07,4.56147153071581e-07,0,"v_6140",8,1.68364340432696e-05,9617.95289482028
"1938607",0.000822419464961827,0.00060279411940848,0.000604548864821102,0.000509544854963625,0.00105471672352769,0.00047118124041201,0.000405027302676114,0.00056932307049753,0.000564941891373932,0.00041121665849403,0.000687015258183096,"v_339",56,1.68361505825308e-05,5476.10754494935
"2614124",0.00051833911851912,0.000495239613106885,0.000670982806010234,0.000616852976737421,0.0003552982149658,0.000656197845546958,0.000720361929689968,0.000542756902411704,0.000597363870988946,0.0013089142557389,0.00140817030306541,"v_3313",7,1.68341666245813e-05,0.748129733748263
