"","vcXtM2TOMPOOB050180.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"1458831",8.95231638202279e-07,4.888841195527e-07,1.77157176504352e-06,3.3744692381697e-07,0,0,1.12820975675798e-06,6.72561217362706e-07,4.44136707054978e-07,4.56147153071581e-07,3.83593108979953e-07,"v_5567",9,2.08276924999479e-05,85751.4525572363
"135569",1.19364218426971e-06,9.77768239105401e-07,4.42892941260881e-07,2.02468154290182e-06,0,2.52870075355282e-06,8.46157317568482e-07,1.00884182604406e-06,0,4.56147153071581e-07,7.67186217959906e-07,"v_2965",9,2.08259574733948e-05,3647.37210513506
"2560778",5.96821092134853e-07,4.888841195527e-07,4.42892941260881e-07,1.68723461908485e-06,0,8.42900251184275e-07,1.12820975675798e-06,1.00884182604406e-06,0,9.12294306143162e-07,1.15077932693986e-06,"v_5758",8,2.08181534297908e-05,12829.3814723026
"1193095",2.98410546067426e-06,1.71109441843445e-06,1.32867882378264e-06,1.68723461908485e-06,2.39526886493797e-06,1.26435037677641e-06,8.46157317568482e-07,2.69024486945082e-06,8.88273414109957e-07,2.05266218882211e-06,1.15077932693986e-06,"v_4211",3,2.08155533814866e-05,3600.51451252375
"964",0.000249172805966301,0.000218531201440057,0.00022100357768918,0.000249710723624558,0.000223558427394211,0.000205667661288963,0.000270488289182725,0.000185963176600788,0.000213629756093445,0.000179037757580596,0.000223251189426333,"v_1120",168,2.08125208125208e-05,15449.2930459871
"1154689",8.95231638202279e-07,4.888841195527e-07,4.42892941260881e-07,1.68723461908485e-06,0,0,8.46157317568482e-07,6.72561217362706e-07,4.44136707054978e-07,6.84220729607371e-07,3.83593108979953e-07,"v_6201",14,2.08125208125208e-05,121722.544879331
"370038",0.000271255186375291,0.000232219956787533,0.00025643501299005,0.000339134158436055,0.000258689037413301,0.000253712975606467,0.000284872963581389,0.000228334533294639,0.000305566054453825,0.000227161282229647,0.000190262182054057,"v_2845",160,2.08120876605132e-05,36346.1016058639
"47671",0.000245293468867425,0.000230753304428875,0.000190443964742179,0.000243299232072035,0.00022515527330417,0.000197660108902712,0.000278385757480031,0.000219254956860242,0.000263817203990657,0.000205266218882211,0.000199084823560596,"v_1020",98,2.08112214105846e-05,3392.57985907586
"1085644",5.96821092134853e-07,4.888841195527e-07,8.85785882521762e-07,1.01234077145091e-06,7.98422954979325e-07,1.68580050236855e-06,2.25641951351595e-06,1.00884182604406e-06,0,1.14036788267895e-06,7.67186217959906e-07,"v_2730",10,2.08047268339367e-05,13044.8035213609
"1389713",0.00022380790955057,0.000196531416060186,0.000262192621226441,0.000252072852091277,0.000146909823716196,0.000259613277364757,0.000243411255020533,0.000197732997904636,0.00020963252572995,0.00025088093418937,0.000180288761220578,"v_3404",205,2.08029956313709e-05,21228.1115079757
"2739433",0.000244099826683155,0.000181131566294275,0.000203287860038744,0.000200780919671097,0.000346515562461027,0.000176587602623106,0.000228180423304301,0.000194706472426503,0.000226509720598039,0.000160335724304661,0.000223251189426333,"v_451",122,2.08008320332813e-05,18104.4004858886
"216931",1.19364218426971e-06,9.77768239105401e-07,1.32867882378264e-06,6.7489384763394e-07,1.59684590995865e-06,0,1.41026219594747e-06,0,4.44136707054978e-07,6.84220729607371e-07,7.67186217959906e-07,"v_4779",9,2.07986688851913e-05,33800.6967668639
"1431246",0.000176360632725849,0.000175753840979196,0.00023650483063331,0.000194706875042392,0.000124553980976775,0.000221682766061464,0.000205616228169141,0.000197396717295954,0.00021496216621461,0.000251565154918977,0.000154971616027901,"v_3382",210,2.07978037519238e-05,10192.1305796649
"2211140",0.000253350553611245,0.000242242081238363,0.000295409591821007,0.000278731159072817,0.000228348965124087,0.000174058901869553,0.000260616453811093,0.000251201614684971,0.000261152383748327,0.000173335918167201,0.000153437243591981,"v_5075",84,2.07960737012852e-05,3199.44782623539
"1579979",0.000269464723098886,0.000256175278645615,0.000228532757690614,0.000319899683778488,0.000240325309448777,0.000233904819703636,0.000276693442844894,0.000219254956860242,0.000276253031788197,0.00020640658676489,0.000224401968753273,"v_2206",166,2.0790885275895e-05,12239.8714263374
"179879",0.000222912677912368,0.000237842124162389,0.0001913297506247,0.000232500930509892,0.000196412046924914,0.000174058901869553,0.000262308768446229,0.000200759523382768,0.000164774718317397,0.000172879771014129,0.000173000492149959,"v_901",58,2.07852674024651e-05,696.748272350977
"2584094",0.000157560768323601,0.000147887446164692,0.000139511276497177,0.000132954087983886,0.000222760004439232,0.000138657091319813,0.000136513380567715,0.000149308590254521,0.000165218855024452,0.000124528172788542,0.000136175553687883,"v_433",11,2.07813798836243e-05,6835.68157618879
"627141",0.000220823804089896,0.000189931480446224,0.00016608485297283,0.000387389068541882,0.00046069004502307,0.000193445607646791,0.000232975314770522,0.000163096095210456,0.000225177310476874,0.00017173940313145,0.0001607255126626,"v_1424",100,2.07796525642091e-05,2549.94407664896
"47960",0.000259318764532594,0.000263752982498682,0.000268836015345355,0.000305052019130541,0.000217171043754376,0.000244862522969032,0.000291360169682747,0.000208157696773757,0.000324663932857189,0.000210283837565999,0.000195248892470796,"v_2211",115,2.07787890121764e-05,14887.9282378716
"1972068",0.000259020353986526,0.000235886587684178,0.000185129249447048,0.000284467756777706,0.00027146380469297,0.000204403310912187,0.000303206372128706,0.000204458610078263,0.000232727634496809,0.000178581610427524,0.000225552748080212,"v_2210",198,2.07736092068636e-05,19326.3403626038
"702113",0.000164125800337085,0.000131998712279229,0.000208602575333875,0.000176484741156275,0.000199605738744831,0.000120956186044943,0.000171205830588023,0.000126105228255507,0.000155891984176297,0.0001083349488545,0.000266597210741067,"v_424",28,2.0772746157042e-05,3304.93222054199
"2724123",3.93901920809003e-05,3.98440557435451e-05,5.62474035401319e-05,3.84689493151346e-05,5.82848757134907e-05,4.13021123080295e-05,4.48463378311296e-05,3.73271475636302e-05,4.53019441196078e-05,3.67198458222623e-05,4.14280557698349e-05,"v_1668",2,2.07723146590225e-05,0
"572477",0.000292442335146078,0.00025250864774897,0.00021125993298144,0.000288517119863509,0.000230744233989025,0.000211989413172845,0.0002953089038314,0.000229007094512001,0.000260708247041272,0.000212792646907892,0.000222867596317353,"v_2193",131,2.07714517167605e-05,6185.00729697664
"57975",0.000202620760779783,0.000235886587684178,0.000209931254157657,0.000221365182023932,0.000205993122384666,0.000177009052748698,0.000236641996479986,0.000210511661034527,0.000194976014397136,0.000158283062115839,0.000144998195194422,"v_934",52,2.07705888461938e-05,611.095228233581
"2339259",1.79046327640456e-06,2.9333047173162e-06,8.85785882521762e-07,6.7489384763394e-07,7.98422954979325e-07,1.26435037677641e-06,2.53847195270545e-06,2.69024486945082e-06,1.33241012116494e-06,1.36844145921474e-06,3.83593108979953e-07,"v_1992",3,2.0768000664576e-05,5175.97444267684
"1401",5.75932353910133e-05,8.55547209217226e-05,0.000103194055313785,6.7489384763394e-05,5.42927609385941e-05,0.000163944098855341,2.03077756216436e-05,0.000127786631298914,7.72797870275662e-05,4.08251701999065e-05,3.06874487183962e-05,"v_3972",3,2.07675693636817e-05,6963.96005314646
"1638",3.87933709887654e-06,3.17774677709255e-06,3.54314353008705e-06,3.03702231435273e-06,4.79053772987595e-06,4.21450125592137e-06,5.07694390541089e-06,4.37164791285759e-06,4.44136707054978e-06,6.38606014300213e-06,3.06874487183962e-06,"v_4096",2,2.07567926603981e-05,0
"1267766",0.000311839020640461,0.000148131888224468,0.000156341208265091,0.000182221338861164,0.000300207031072226,0.000155936546469091,0.000238898415993502,0.000174865916514304,0.00020430288524529,0.00015440581131473,0.000220949630772453,"v_459",149,2.07516238145635e-05,15746.3468985861
"1920110",1.19364218426971e-06,0,0,1.01234077145091e-06,0,0,8.46157317568482e-07,0,8.88273414109957e-07,9.12294306143162e-07,7.67186217959906e-07,"v_1809",14,2.07486098431405e-05,194871.145646404
"96773",0.0002620044594472,0.000219264527619386,0.000212588611805223,0.000266245622891589,0.000228348965124087,0.000198924459279489,0.000317026941648991,0.000214547028338703,0.000234948318032084,0.000184967670570526,0.000240129286221451,"v_1165",174,2.07464575423746e-05,15058.7830067752
"68175",0.000126526071532589,0.000189198154266895,0.000195758680037309,0.000142065154926944,7.50517577680565e-05,0.000166894249734486,0.000136513380567715,0.000160742130949687,0.000155003710762187,0.000146195162559442,0.000114310746476026,"v_3117",23,2.07464575423746e-05,2419.22433685516
"1335048",0.00024469664777529,0.000199464720777502,0.000201516288273701,0.000269282645205942,0.000254696922638405,0.000211146512921661,0.000306308948959791,0.000206140013121669,0.000262484793869492,0.000242670285434081,0.000267364396959027,"v_655",115,2.07451663762343e-05,21858.1001294071
"1623301",8.95231638202279e-07,4.888841195527e-07,0,1.01234077145091e-06,1.59684590995865e-06,4.21450125592137e-07,1.97436707432646e-06,1.68140304340676e-06,0,9.12294306143162e-07,7.67186217959906e-07,"v_5694",9,2.07434450713575e-05,9347.93217443192
"1406",4.38663502719117e-05,3.8377403384887e-05,3.80887929484357e-05,3.20574577626122e-05,3.1936918199173e-05,3.6666160926516e-05,5.52822780811408e-05,3.93448312157183e-05,3.55309365643983e-05,6.91062936903445e-05,7.28826907061911e-05,"v_3953",2,2.0738712955474e-05,0
"1618",2.98410546067426e-06,2.4444205977635e-07,1.77157176504352e-06,1.68723461908485e-06,3.1936918199173e-06,8.42900251184275e-07,5.64104878378988e-07,2.35396426076947e-06,4.44136707054978e-07,2.5088093418937e-06,1.91796554489977e-06,"v_4207",7,2.0738712955474e-05,3041.0621050501
"1218494",5.96821092134853e-07,4.888841195527e-07,8.85785882521762e-07,1.01234077145091e-06,0,4.21450125592137e-07,1.69231463513696e-06,0,2.66482024232987e-06,2.2807357653579e-07,0,"v_4118",7,2.07378528027208e-05,9607.77904775608
"2565914",5.96821092134853e-07,7.33326179329051e-07,4.42892941260881e-07,1.01234077145091e-06,2.39526886493797e-06,1.26435037677641e-06,1.12820975675798e-06,3.36280608681353e-07,4.44136707054978e-07,6.84220729607371e-07,1.15077932693986e-06,"v_1764",8,2.07331232376845e-05,55132.8669713525
"713585",0.000286175713678662,0.000245175385955679,0.000215688862394049,0.000296615846035117,0.000249906384908529,0.000204403310912187,0.000298129428223295,0.000226989410859913,0.000270035117889427,0.000203669703846461,0.00024396521731125,"v_2175",216,2.07331232376845e-05,18406.3587562762
"2744516",0.000195757318220232,0.000115376652214437,0.000126224488259351,0.000153875797260538,0.000251503230818487,0.000142871592575735,0.000202513651338057,0.000165113778862544,0.000145232703206978,0.000166721784447663,0.000260459720997388,"v_90",82,2.07309741484752e-05,8203.53274833143
"299583",1.19364218426971e-06,0,8.85785882521762e-07,6.7489384763394e-07,1.59684590995865e-06,0,1.97436707432646e-06,0,0,1.14036788267895e-06,1.15077932693986e-06,"v_2720",9,2.07296849087894e-05,13312.8670201896
"1620421",0.000203217581871917,0.000149109656463574,0.000136411025908351,0.000175809847308641,0.000197210469879893,0.000187966756014093,0.000236077891601607,0.000191679946948371,0.000207411842194675,0.000174020138896808,0.000233608203368791,"v_122",85,2.07249590682058e-05,2656.18017830135
"1774373",1.19364218426971e-06,4.888841195527e-07,4.42892941260881e-07,6.7489384763394e-07,0,4.21450125592137e-07,1.41026219594747e-06,2.01768365208812e-06,0,4.56147153071581e-07,1.53437243591981e-06,"v_2337",9,2.07245295531791e-05,21363.9889039598
"1636603",1.19364218426971e-06,3.4221888368689e-06,1.32867882378264e-06,6.7489384763394e-07,7.98422954979325e-07,4.21450125592137e-07,1.69231463513696e-06,1.68140304340676e-06,4.44136707054978e-07,4.56147153071581e-07,2.68515176285967e-06,"v_1554",5,2.07241000559551e-05,636.585244623306
"2509458",0.000181732022555063,0.000168176137126129,0.000220117791806658,0.000175134953461008,0.000131739787571589,0.000229690318447715,0.000203923913534004,0.000195379033643866,0.000194087740983026,0.000227389355806183,0.000176836423239758,"v_3160",170,2.07223822450629e-05,4926.38880745018
"502394",0.000216944466991019,0.000250064227151206,0.000296295377703529,0.000304714572206724,0.000209985237159562,0.000250762824727322,0.000247359989169186,0.00021387446712134,0.000288688859585736,0.000256582773602764,0.000176452830130778,"v_4665",168,2.07168013258753e-05,46380.628823033
"267375",2.98410546067426e-07,2.4444205977635e-07,4.42892941260881e-07,1.68723461908485e-06,0,2.10725062796069e-06,1.12820975675798e-06,1.00884182604406e-06,0,1.36844145921474e-06,0,"v_2454",8,2.07150847246965e-05,14896.1829905463
"500",0.000177852685456186,0.000186753733669132,0.000283451482406964,0.00025949668441525,0.000202001007609769,0.000289957686407391,0.000238898415993502,0.000239768073989805,0.000277585441909361,0.000226933208653111,0.000174534864585879,"v_4693",147,2.07125103562552e-05,22063.5012710415
"120831",0.000167408316343826,0.000142265278789836,0.000141282848262221,0.000193019640423307,0.000183637279645245,0.00020313896053541,0.000185872557425877,0.000160069569732324,0.000180319503064321,0.000133423042273437,0.000390881378050572,"v_4912",20,2.07125103562552e-05,3301.85980432402
"191493",0.000192773212759557,0.000219997853798715,0.000249348725929876,0.000264895835196322,0.000159684590995865,0.000278157082890811,0.000229308633061059,0.000213538186512659,0.000251381376193118,0.000292162251542348,0.000156889581572801,"v_3468",219,2.07060772336681e-05,49154.7872353853
"2587855",0.00015069732576405,0.000122709914007728,0.000117366629434133,0.000109670250240515,0.000154894053265989,0.0001340211399383,0.000153154474479895,0.000147290906602433,0.000132352738702384,0.000134791483732652,0.000142313043431563,"v_601",27,2.0705219785908e-05,119.824633542224
"155863",5.96821092134853e-07,1.4666523586581e-06,0,1.34978769526788e-06,7.98422954979325e-07,2.10725062796069e-06,1.69231463513696e-06,1.00884182604406e-06,4.44136707054978e-07,1.82458861228632e-06,3.83593108979953e-07,"v_5424",7,2.07026478686624e-05,7429.82351984136
"1647474",8.95231638202279e-07,4.888841195527e-07,8.85785882521762e-07,1.34978769526788e-06,7.98422954979325e-07,8.42900251184275e-07,8.46157317568482e-07,0,0,4.56147153071581e-07,3.83593108979953e-07,"v_5582",10,2.06996481059822e-05,75903.9063869265
"1749",0.000186805001838209,0.000202153583435042,0.000278579660053094,0.000229801355119357,0.00013014294166163,0.000284057384649101,0.000219154745250237,0.000202440926426174,0.000290021269706901,0.000283267382057452,0.000153437243591981,"v_3677",218,2.06979343461523e-05,14531.5279448058
"2017484",0.000142043419928095,0.000158642896794851,0.000194430001213527,0.000181208998089713,0.000118965020291919,0.000199345909405081,0.000192077711088045,0.000147290906602433,0.000187425690377201,0.000213020720484428,0.00024166365865737,"v_3325",33,2.0697505950533e-05,3311.26002263318
"1828",0.000186506591292142,0.000205331330212134,0.000229418543573136,0.000243974125919669,0.00015409563031101,0.000268463730002192,0.000238052258675933,0.000225308007816506,0.000253602059728393,0.000270951408924519,0.000175302050803839,"v_3444",219,2.0697505950533e-05,12606.8440366718
"31899",5.96821092134853e-07,2.4444205977635e-07,0,1.01234077145091e-06,0,4.21450125592137e-07,1.12820975675798e-06,3.36280608681353e-07,8.88273414109957e-07,4.56147153071581e-07,1.15077932693986e-06,"v_4502",19,2.06966492124925e-05,132572.876417186
"125",0.000251261679788773,0.000217308991141175,0.000185572142388309,0.000435306531723891,0.000146909823716196,0.000205246211163371,0.000368360485581479,0.000187308299035514,0.000316225335423145,0.000225564767193897,0.000205605906413255,"v_4836",65,2.06953642384106e-05,7320.42994310592
"2593973",0.000194862086582029,0.000182109334533381,0.000249348725929876,0.000222377522795383,0.000152498784401051,0.000247812673848177,0.000227616318425922,0.000211520502860571,0.000268258571061207,0.00031154850554789,0.0001607255126626,"v_3308",226,2.06945076776623e-05,13609.2334580218
"99653",0.000193071623305625,0.00022170894821715,0.000301167200057399,0.000241611997452951,0.000148506669626154,0.000267620829751007,0.000260616453811093,0.00021118422225189,0.000254490333142503,0.000283267382057452,0.00016686300240628,"v_3443",231,2.06945076776623e-05,37525.9859179425
"2268451",1.19364218426971e-06,7.33326179329051e-07,1.32867882378264e-06,3.3744692381697e-07,1.59684590995865e-06,8.42900251184275e-07,1.69231463513696e-06,1.34512243472541e-06,8.88273414109957e-07,9.12294306143162e-07,7.67186217959906e-07,"v_786",5,2.06893698017958e-05,5218.02414200784
"28258",1.19364218426971e-06,5.3777253150797e-06,1.77157176504352e-06,1.01234077145091e-06,2.39526886493797e-06,8.42900251184275e-07,1.97436707432646e-06,1.00884182604406e-06,1.33241012116494e-06,2.73688291842949e-06,7.67186217959906e-07,"v_2260",4,2.06893698017958e-05,4284.47875952464
"57043",0.000180239969824726,0.000158154012675299,0.000218789112982875,0.000198081344280561,0.000163676705770762,0.000247391223722585,0.000203359808655625,0.00019874183973068,0.000210076662437005,0.000238793034632973,0.000190262182054057,"v_3161",205,2.06876577433903e-05,7586.29725857381
"2560595",1.49205273033713e-06,7.33326179329051e-07,8.85785882521762e-07,6.7489384763394e-07,1.59684590995865e-06,4.21450125592137e-07,1.97436707432646e-06,1.00884182604406e-06,0,9.12294306143162e-07,3.83593108979953e-07,"v_5727",12,2.06846623228876e-05,18094.2322123243
"2170729",0.000298410546067426,0.000178442703636736,0.000193544215331005,0.000306064359901992,0.000277851188332805,0.0002090392622937,0.000372309219730132,0.00019638787546991,0.000259819973627162,0.000227161282229647,0.000291530762824764,"v_230",142,2.06829510434549e-05,25035.8602923626
"1448857",2.98410546067426e-07,7.33326179329051e-07,4.42892941260881e-07,1.01234077145091e-06,7.98422954979325e-07,4.21450125592137e-07,1.69231463513696e-06,6.72561217362706e-07,4.44136707054978e-07,1.59651503575053e-06,0,"v_2922",6,2.06791016998222e-05,22443.5412298863
"1100043",5.96821092134853e-07,2.4444205977635e-07,8.85785882521762e-07,1.01234077145091e-06,0,8.42900251184275e-07,5.64104878378988e-07,6.72561217362706e-07,8.88273414109957e-07,2.2807357653579e-07,0,"v_6134",11,2.06773913403085e-05,133054.063092623
"56730",0.000188297054568546,0.000129554291681466,0.000126667381200612,0.000160624735736878,0.000190024663285079,0.00018923110639087,0.000202231598898867,0.000130476876168365,0.000202970475124125,0.000195002907938101,0.000177603609457718,"v_137",22,2.06726893101524e-05,665.041884499788
"74829",0.000213960361530345,0.000196775858119962,0.000185572142388309,0.000410335459361436,0.000521370189601499,0.000194709958023567,0.000214359853784016,0.00016645890129727,0.000236724864860303,0.000169230593789557,0.000187960623400177,"v_1453",112,2.0669698222406e-05,7540.16480078079
"1136941",0.000202023939687648,0.000199220278717725,0.000268836015345355,0.000250723064396009,0.000144514554851258,0.000278999983141995,0.000230718895257006,0.000206476293730351,0.000252269649607228,0.000277793616220593,0.00016341066442546,"v_3547",229,2.0669270994812e-05,14038.6471520604
"399497",0.00017158606398877,0.000182109334533381,0.000260421049461398,0.000210566880461789,0.000146111400761216,0.000275206932011666,0.000225077846473216,0.000200086962165405,0.000231839361082699,0.000265705716664196,0.000146916160739322,"v_3668",224,2.06684165926048e-05,20171.4095667113
"664962",0.000250664858696638,0.000255686394526062,0.000238276402398354,0.000301677549892371,0.000218767889664335,0.000300915389672786,0.000274437023331378,0.000196051594861229,0.00031400465188787,0.000254530111413942,0.000206756685740195,"v_483",55,2.0664999690025e-05,6876.82693020972
"133453",0.000243204595044953,0.000221220064097597,0.000293195127114703,0.000309438829140162,0.000194016778059976,0.000289536236281798,0.000293334536757074,0.000196051594861229,0.000280250262151691,0.000238336887479901,0.000224785561862252,"v_4702",82,2.0663718642807e-05,5167.83210952734
"758793",0.000299305777705629,0.000277441737846157,0.000253334762401224,0.000277381371377549,0.000251503230818487,0.000190916906893238,0.000290514012365179,0.000240440635207167,0.000224733173769819,0.000205266218882211,0.000195632485579776,"v_1019",104,2.06620108268937e-05,8557.43653012186
"2724121",6.02789303056201e-05,5.40216952105734e-05,5.40329388338275e-05,4.21808654771213e-05,5.18974920736561e-05,3.87734115544766e-05,4.45642853919401e-05,4.90969688674775e-05,4.30812605843329e-05,4.2421685235657e-05,5.29358490392335e-05,"v_1669",9,2.06598764539388e-05,591.866760434478
"2800818",0.000240220489584278,0.000178931587756288,0.000166970638855352,0.000167373674213217,0.000352104523145882,0.000166894249734486,0.000178821246446139,0.000156370483036829,0.000204747021952345,0.000134563410156116,0.000216730106573673,"v_713",83,2.06594496322618e-05,24449.5719001038
"944",1.19364218426971e-06,2.4444205977635e-06,8.85785882521762e-07,2.02468154290182e-06,3.99211477489662e-06,1.68580050236855e-06,1.69231463513696e-06,0,4.44136707054978e-07,2.2807357653579e-07,7.67186217959906e-07,"v_756",5,2.06568890725057e-05,711.957946258725
"980254",0.000261109227808998,0.000232219956787533,0.000217903327100353,0.000417084397837775,0.000184435702600224,0.000203560410661002,0.000334796245317929,0.000226316849642551,0.000328661163220684,0.000236968446020686,0.000182590319874458,"v_4839",84,2.06543291473893e-05,7709.68808904873
"981334",1.19364218426971e-06,7.33326179329051e-07,8.85785882521762e-07,1.68723461908485e-06,0,4.21450125592137e-07,5.64104878378988e-07,0,0,4.56147153071581e-07,3.83593108979953e-07,"v_1572",13,2.06526228831062e-05,50781.7353520937
"349968",8.95231638202279e-07,2.4444205977635e-07,4.42892941260881e-07,1.34978769526788e-06,7.98422954979325e-07,0,8.46157317568482e-07,1.68140304340676e-06,1.77654682821991e-06,4.56147153071581e-07,7.67186217959906e-07,"v_1993",6,2.06513433698862e-05,2877.57129650488
"1850250",0.000267375849276414,0.000201909141375265,0.000219674898865397,0.000250385617472192,0.000231542656944004,0.000219154065307911,0.00031759104652737,0.000239095512772442,0.000265593750818877,0.000224196325734682,0.000256623789907589,"v_594",89,2.06509169007104e-05,8802.92391765157
"2527979",0.00026319810163147,0.000233686609146191,0.000257320798872572,0.000423833336314115,0.000190024663285079,0.000227161617694162,0.00034015524166253,0.000220600079294968,0.000308230874696155,0.000235828078138007,0.000188727809618137,"v_4832",120,2.06479321095992e-05,13632.2881839792
"1486262",0.000235445920847199,0.000173064978321656,0.00016608485297283,0.000210229433537972,0.000263479575143177,0.000198081559028305,0.000258077981858387,0.000203449768252219,0.0001963084245183,0.000192037951443136,0.000237827727567571,"v_267",137,2.06466531775199e-05,16016.2174456027
"2752515",0.000210081024431468,0.000151798519121113,0.000150140707087439,0.00017378516576574,0.000320966027901689,0.000171108750990408,0.000163026309851528,0.000173857074688259,0.000173657452458497,0.000137300293074546,0.000198317637342636,"v_715",63,2.06462269020337e-05,24634.567364744
"380021",0.000216347645898884,0.000186998175728908,0.000211702825922701,0.000417084397837775,0.000527757573241334,0.000209882162544884,0.000240308678189449,0.000180918967470568,0.000243386915466128,0.000199108232315745,0.000186809844073237,"v_1427",82,2.06432434664134e-05,4625.7972729871
"2744522",0.0001310022297236,0.000101932338926738,9.52219823710894e-05,0.000142740048774578,0.00020120258465479,0.000149614794585209,0.000188975134256961,0.000156034202428148,0.000132352738702384,0.000163984901529233,0.000305340114748043,"v_92",32,2.06385569520979e-05,1371.56321325515
"79883",1.52189378494388e-05,1.07554506301594e-05,1.90443964742179e-05,1.34978769526788e-05,1.59684590995865e-05,1.26435037677641e-05,1.29744122027167e-05,1.51326273906609e-05,1.46565113328143e-05,1.43686353217548e-05,2.03304347759375e-05,"v_3849",3,2.0633872565203e-05,0
"754502",0.000227090425557312,0.000263019656319353,0.00024137665298718,0.000233513271281343,0.000211582083069521,0.000153407845715538,0.000240590730628638,0.000220600079294968,0.000202970475124125,0.000184283449840919,0.000157273174681781,"v_978",46,2.0631318341242e-05,778.658653493812
"2715678",0.000299902598797764,0.000263997424558458,0.000188672392977135,0.000292566482949313,0.000270665381737991,0.000214518113926398,0.000334796245317929,0.000256582104423872,0.000276697168495252,0.000206178513188355,0.000217497292791633,"v_1203",175,2.06304670737746e-05,10673.6980900399
"1335043",0.000197249370950569,0.000131998712279229,0.000112494807080264,0.000134303875679154,0.000289827532657495,0.000133599689812708,0.000147231373256916,0.00015166255451529,0.000111034176763745,0.000114721008997503,0.000285009679972105,"v_238",42,2.06287647495668e-05,3685.93942134746
"225991",0.000227985657195514,0.000222197832336702,0.000207273896510092,0.000243974125919669,0.000250704807863508,0.000208196362042516,0.000235513786723228,0.000185290615383425,0.000215850439628719,0.000193862540055422,0.000252404265708809,"v_849",100,2.06287647495668e-05,11111.300941708
"2770322",0.00016114169487641,0.000135665343175874,0.000142611527086004,0.000127554937202815,0.000200404161699811,0.000129806638682378,0.000130026174466357,0.00013182199860309,0.000126578961510669,0.000106510360242214,0.00016609581618832,"v_1649",15,2.062833921241e-05,19672.222983167
"2604537",0.00026439174381574,0.000168420579185905,0.000177600069445613,0.000195719215813843,0.000336934487001275,0.000170687300864816,0.000228180423304301,0.000217573553816835,0.000222956626941599,0.000151440854819765,0.000236293355131651,"v_457",133,2.06279136928091e-05,44695.4113639453
"396",0.000218436519721356,0.000157909570615522,0.000182471891799483,0.000206517517375986,0.000273859073557908,0.000186280955511725,0.000306308948959791,0.000172175671644853,0.000175433999286716,0.000207318881071034,0.000188344216509157,"v_133",53,2.06270627062706e-05,2720.582988557
"549298",1.49205273033713e-06,7.33326179329051e-07,8.85785882521762e-07,3.3744692381697e-07,0,1.68580050236855e-06,1.12820975675798e-06,6.72561217362706e-07,8.88273414109957e-07,9.12294306143162e-07,1.15077932693986e-06,"v_2723",5,2.06262117899427e-05,2787.55964940795
"1318743",2.38728436853941e-06,2.4444205977635e-06,2.2144647063044e-06,1.68723461908485e-06,7.98422954979325e-07,2.52870075355282e-06,1.97436707432646e-06,3.02652547813218e-06,1.77654682821991e-06,9.12294306143162e-07,2.68515176285967e-06,"v_322",4,2.06257863581049e-05,2485.7888065991
"10492",0,7.33326179329051e-07,8.85785882521762e-07,1.01234077145091e-06,0,1.26435037677641e-06,8.46157317568482e-07,3.36280608681353e-07,4.44136707054978e-07,4.56147153071581e-07,3.83593108979953e-07,"v_6162",14,2.06219582611565e-05,70089.518416715
"1222016",2.08887382247199e-06,1.71109441843445e-06,4.42892941260881e-07,3.3744692381697e-07,2.39526886493797e-06,8.42900251184275e-07,1.97436707432646e-06,3.36280608681353e-07,2.66482024232987e-06,1.36844145921474e-06,7.67186217959906e-07,"v_4499",4,2.06177064863305e-05,2399.21587062612
"682633",0.000104443691123599,0.000113909999855779,0.000104522734137568,0.000152526009565271,0.000175653050095451,0.000147507543957248,0.000202231598898867,0.000110972600864846,0.000156336120883352,0.00020207318881071,0.000217880885900613,"v_106",14,2.0616856341745e-05,141.760468468918
"935548",0.000192176391667423,0.000127598755203255,0.000131096310613221,0.000161637076508329,0.000246712693088611,0.000163101198604157,0.000222539374520511,0.000179910125644524,0.000154115437348077,0.000174020138896808,0.000286160459299045,"v_104",63,2.06164312957427e-05,9532.48200168693
"317577",0.000218138109175289,0.00021095349758699,0.000285223054172007,0.000277043924453732,0.000194815201014955,0.000253291525480875,0.00023438557696647,0.000231697339381452,0.000244275188880238,0.0002784778369502,0.000171849712823019,"v_4667",221,2.06164312957427e-05,16790.7489516392
"1725",0.000183820896377535,0.000211686823766319,0.000239605081222136,0.000254772427481812,0.000195613623969935,0.000255398776108835,0.000224513741594837,0.000212865625295296,0.000230951087668589,0.000262512686592695,0.000185659064746297,"v_3469",211,2.06155812563135e-05,10752.1579501479
"472825",1.79046327640456e-06,9.77768239105401e-07,1.32867882378264e-06,0,7.98422954979325e-07,4.21450125592137e-07,1.12820975675798e-06,1.34512243472541e-06,8.88273414109957e-07,2.2807357653579e-07,3.83593108979953e-07,"v_1907",5,2.06130315585513e-05,6377.52133688073
