"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"870",6.48720610135836e-06,4.4052087187891e-06,5.70183941339476e-06,0,0,0,4.68099997292611e-06,7.95220407264179e-07,"v_2807",11,2.69898248360368e-05,247.46060139864
"206506",0.000123821020804188,9.2509383094571e-05,7.59485009864182e-05,0.000118776820917025,9.24459392641687e-05,7.79427254461037e-05,0.000114747756093081,6.12319713593418e-05,"v_1092",100,2.69890964050524e-05,12362.5615205464
"53345",4.51283902703191e-06,8.81041743757819e-06,2.96495649496528e-06,1.70901900600037e-06,3.45233798081958e-06,1.72249117007964e-06,5.56659456239862e-06,5.56654285084926e-06,"v_4283",25,2.69883680133862e-05,3642.87477428176
"2652177",3.38462927027393e-06,6.60781307818364e-06,2.73688291842949e-06,2.56352850900055e-06,1.91796554489977e-06,2.15311396259955e-06,5.94613510074398e-06,3.9761020363209e-06,"v_1102",35,2.69869113479962e-05,7425.64784011077
"1938604",0.000128615912270409,9.03067787351765e-05,8.23345611294204e-05,0.000128603680201528,0.000111242001604186,9.73207511094996e-05,9.23548643307043e-05,5.56654285084926e-05,"v_1239",190,2.6982542295135e-05,32047.7946263919
"1636607",2.53847195270545e-06,2.20260435939455e-06,2.96495649496528e-06,2.13627375750046e-06,1.91796554489977e-06,8.6124558503982e-07,1.77118917894501e-06,7.95220407264179e-07,"v_2501",54,2.69701709908841e-05,1958.12092313029
"48665",0.000116487657385261,8.14963612975983e-05,0.000127721202860043,0.000125185642189527,8.05545528857901e-05,8.1387707786263e-05,4.744256729317e-05,6.60032938029269e-05,"v_3119",350,2.69694436203781e-05,12783.2162481969
"299262",0.000116487657385261,9.91171961727547e-05,0.000108563022431036,0.000108949961632523,0.000113543560258066,8.6124558503982e-05,9.23548643307043e-05,8.50885835772672e-05,"v_684",364,2.69687162891046e-05,26751.6419656468
"1643",1.41026219594747e-06,2.20260435939455e-06,2.5088093418937e-06,5.1270570180011e-06,2.68515176285967e-06,3.87560513267919e-06,1.35369458676512e-05,1.03378652944343e-05,"v_4102",18,2.69672617442425e-05,1138.93952156358
"330922",2.25641951351595e-06,0,9.12294306143162e-07,2.13627375750046e-06,3.06874487183962e-06,2.15311396259955e-06,2.27724323007216e-06,0,"v_1612",43,2.69665345306475e-05,26831.2199224152
"1758189",2.25641951351595e-06,2.20260435939455e-06,3.64917722457265e-06,1.28176425450027e-06,4.60311730775944e-06,4.3062279251991e-06,4.55448646014432e-06,2.38566122179254e-06,"v_1552",10,2.69636260684337e-05,2159.30993125384
"1660",0.000130308226905546,0.000103522404891544,0.000126580834977364,0.00014099406799503,8.89936012833491e-05,0.000100335110657139,5.70575942645858e-05,5.24845468794358e-05,"v_3731",448,2.6959264551263e-05,30222.2661947611
"575200",0.000121000496412293,0.000112332822329122,0.000128177350013114,0.000124758387438027,7.59514355780307e-05,8.00958394087032e-05,5.22500807788779e-05,5.32797672867e-05,"v_3475",358,2.69578110257447e-05,20236.2464541839
"2601668",4.23078658784241e-06,2.20260435939455e-06,1.59651503575053e-06,2.56352850900055e-06,7.67186217959906e-07,8.6124558503982e-07,1.13862161503608e-06,0,"v_779",76,2.69527249204895e-05,36846.5784228603
"649756",4.23078658784241e-06,8.81041743757819e-06,1.14036788267895e-06,6.40882127250137e-06,4.60311730775944e-06,8.6124558503982e-07,3.54237835789003e-06,4.77132244358508e-06,"v_4443",20,2.69505457485514e-05,2500.22091697273
"1458461",0.00013933390495961,5.50651089848637e-05,8.96329155785656e-05,0.00014099406799503,0.000102035766988668,7.88039710311435e-05,0.000101084296712648,8.03172611336821e-05,"v_288",154,2.69483669289641e-05,32804.6803335819
"2560010",0.000133410803736631,9.47119874539656e-05,0.000143230206064476,0.000114077018650524,6.78959802894517e-05,9.64595055244598e-05,4.47857835247525e-05,4.69180040285866e-05,"v_3718",343,2.69483669289641e-05,16976.3244333698
"426355",9.33593573717225e-05,0.000191626579267326,9.16855777673878e-05,0.000108522706881023,7.40334700331309e-05,7.10527607657851e-05,5.3388702393914e-05,4.29419019922657e-05,"v_200",280,2.69469145782808e-05,7894.67498079191
"299767",8.46157317568482e-06,2.20260435939455e-06,7.75450160221688e-06,1.11086235390024e-05,9.20623461551887e-06,5.16747351023892e-06,7.5908107669072e-06,4.13514611777373e-05,"v_1749",12,2.69411067406649e-05,2171.63940269363
"100225",0.00011705176226364,7.92937569382037e-05,0.000149160119054407,0.000110658980638524,7.90201804498703e-05,8.95695408441413e-05,4.5671378114225e-05,6.75937346174552e-05,"v_3343",342,2.69389294469438e-05,15414.8293834457
"143387",1.97436707432646e-06,0,2.5088093418937e-06,2.56352850900055e-06,7.67186217959906e-07,1.29186837755973e-06,1.13862161503608e-06,0,"v_5219",80,2.6937478113299e-05,239837.007628757
"2005046",2.5102667087865e-05,1.76208348751564e-05,2.73688291842949e-05,2.8198813599006e-05,4.29624282057547e-05,2.97129726838738e-05,3.7954053834536e-05,4.05562407704731e-05,"v_1654",20,2.69353014060227e-05,10678.9223947485
"931866",0.00013397490861501,0.000138764074641857,8.73521798132077e-05,0.000144839360758531,6.94303527253715e-05,8.65551812965019e-05,6.79377563638195e-05,3.02183754760388e-05,"v_43",323,2.69338504632622e-05,12367.0165262565
"2778911",2.25641951351595e-06,2.20260435939455e-06,2.5088093418937e-06,2.99078326050064e-06,5.7538966346993e-06,0,2.90981079398109e-06,3.18088162905672e-06,"v_2798",20,2.69331250504996e-05,5362.61871789139
"658632",3.66668170946342e-06,4.4052087187891e-06,1.14036788267895e-06,3.84529276350082e-06,1.53437243591981e-06,1.29186837755973e-06,7.5908107669072e-07,0,"v_1399",63,2.69265980935969e-05,15615.5495795216
"1808001",2.53847195270545e-06,2.20260435939455e-06,2.73688291842949e-06,3.41803801200073e-06,4.98671041673939e-06,3.01435954763937e-06,3.7954053834536e-06,3.9761020363209e-06,"v_1550",17,2.69251480883145e-05,3333.57656733047
"361111",0.000166975044000181,8.36989656569928e-05,0.000110843758196394,0.000156375239049033,0.000112776374040106,9.25839003917806e-05,5.88287834435308e-05,6.04367509520776e-05,"v_2895",435,2.69229733731793e-05,26951.3736407556
"374847",3.10257683108444e-06,4.4052087187891e-06,9.12294306143162e-07,3.41803801200073e-06,1.15077932693986e-06,1.72249117007964e-06,1.51816215338144e-06,7.95220407264179e-07,"v_5516",59,2.69200742994051e-05,7071.93354718681
"47878",0.000131718489101494,0.000105725009250938,0.000125440467094685,0.000133303482468029,7.78694011229305e-05,8.00958394087032e-05,6.6419594210438e-05,6.91841754319836e-05,"v_1428",437,2.6919349628513e-05,28749.6625671646
"114090",3.10257683108444e-06,0,4.56147153071581e-07,1.70901900600037e-06,1.91796554489977e-06,1.72249117007964e-06,2.90981079398109e-06,7.95220407264179e-07,"v_4178",37,2.69186249966352e-05,13789.3550874369
"88724",8.71542037095537e-05,4.84572959066801e-05,8.23345611294204e-05,8.33146765425178e-05,5.67717801290331e-05,4.3062279251991e-05,3.17548917082285e-05,0.000161429742674628,"v_5315",36,2.69157268592038e-05,6117.79748564568
"1248439",1.97436707432646e-06,0,9.12294306143162e-07,2.99078326050064e-06,3.06874487183962e-06,1.72249117007964e-06,1.01210810225429e-06,0,"v_750",45,2.69121050648582e-05,33469.9644638152
"33970",2.53847195270545e-06,6.60781307818364e-06,2.5088093418937e-06,1.70901900600037e-06,2.68515176285967e-06,2.15311396259955e-06,6.32567563908934e-06,4.77132244358508e-06,"v_4302",29,2.691138082295e-05,6044.05545575891
"2213226",3.38462927027393e-06,2.20260435939455e-06,2.73688291842949e-06,5.55431176950119e-06,2.30155865387972e-06,6.02871909527874e-06,3.92191889623539e-06,6.36176325811343e-06,"v_1539",16,2.69070361899637e-05,1013.07061999106
"1623295",3.38462927027393e-06,2.20260435939455e-06,2.2807357653579e-06,2.99078326050064e-06,1.15077932693986e-06,0,1.26513512781787e-07,0,"v_5661",60,2.69070361899637e-05,15733.7231881736
"488731",0.000140180062277179,0.000105725009250938,0.000129773865048865,0.000143130341752531,8.93771943923291e-05,9.94738650720992e-05,5.68045672390222e-05,5.08941060649075e-05,"v_907",453,2.69012455276679e-05,37460.6246013254
"1774",0.000104641454939302,0.000103522404891544,0.000157370767809695,9.91231023480212e-05,8.66920426294694e-05,6.80384012181458e-05,5.57924591367679e-05,6.52080733956627e-05,"v_3428",344,2.68990746718313e-05,14374.025642302
"1805478",0.00015597499887179,9.47119874539656e-05,0.000141177543875654,0.000144412106007031,0.000115077932693986,9.04307864291811e-05,5.8702269930749e-05,5.24845468794358e-05,"v_3822",477,2.68940107038163e-05,28060.9365727145
"2161816",0.000137077485446094,8.14963612975983e-05,0.000137528366651082,0.000146548379764531,9.7816242789888e-05,8.87082952591014e-05,6.09795131608212e-05,7.15698366537761e-05,"v_3671",424,2.68932874354561e-05,26295.5156824025
"2494550",0.0001449749537434,8.59015700163874e-05,9.39663135327457e-05,0.000147830144019032,0.000111242001604186,8.6124558503982e-05,0.000109181161530682,7.23650570610403e-05,"v_618",263,2.68882256459896e-05,47617.2769985397
"571177",0.000168667358635317,8.14963612975983e-05,0.000122019363446648,0.000159793277061034,0.000110474815386226,9.04307864291811e-05,7.19861887728366e-05,5.08941060649075e-05,"v_2873",457,2.68809978226392e-05,34944.4764865779
"158787",0.000123821020804188,0.000116738031047911,0.000134791483732652,0.000115786037656525,7.28826907061911e-05,8.48326901264222e-05,5.66780537262404e-05,4.13514611777373e-05,"v_3757",330,2.68795527242427e-05,19420.7509038205
"2587849",0.000154000631797464,8.14963612975983e-05,9.98962265226762e-05,0.000147830144019032,0.000112009187822146,9.17226548067408e-05,7.45164590284724e-05,8.90646856135881e-05,"v_2219",333,2.68788302333082e-05,30050.3483054204
"2162",3.38462927027393e-06,4.4052087187891e-06,2.2807357653579e-06,1.70901900600037e-06,7.67186217959906e-07,8.6124558503982e-07,1.01210810225429e-06,0,"v_5409",79,2.68752183611492e-05,25471.1851195271
"1886807",4.51283902703191e-06,6.60781307818364e-06,3.64917722457265e-06,2.99078326050064e-06,1.15077932693986e-06,2.15311396259955e-06,2.40375674285395e-06,7.15698366537761e-06,"v_1391",22,2.68744961031981e-05,12699.5166664024
"323261",2.03077756216436e-05,6.60781307818364e-06,1.43686353217548e-05,1.79446995630038e-05,1.41929450322583e-05,1.55024205307168e-05,5.14909997021872e-05,7.31602774683045e-05,"v_2198",27,2.68730517037515e-05,4409.72708574633
"1497",5.35899634460039e-06,6.60781307818364e-06,2.2807357653579e-06,2.13627375750046e-06,3.45233798081958e-06,2.15311396259955e-06,5.81962158796219e-06,5.56654285084926e-06,"v_4366",25,2.68730517037515e-05,3586.22257155002
"157782",0.000122974863486619,0.000114535426688516,0.000103089256594177,0.000127321915947027,9.09115668282489e-05,8.1387707786263e-05,6.97089455427645e-05,8.90646856135881e-05,"v_1478",380,2.68716074595582e-05,18123.6090814095
"2025808",1.69231463513696e-06,0,2.05266218882211e-06,1.70901900600037e-06,3.45233798081958e-06,4.3062279251991e-07,2.40375674285395e-06,0,"v_2640",43,2.68708853956738e-05,37166.4693475028
"38305",0.000121282548851482,0.000101319800532149,0.000150984707666693,0.000124758387438027,0.000101652173879688,9.77513739020195e-05,6.09795131608212e-05,5.88463101375493e-05,"v_3474",426,2.68694413843136e-05,37757.2941344895
"434131",1.69231463513696e-06,0,2.5088093418937e-06,8.54509503000183e-07,1.15077932693986e-06,1.29186837755973e-06,6.83172969021648e-06,7.95220407264179e-07,"v_760",22,2.68687194368316e-05,3626.94493691299
"109790",2.53847195270545e-06,2.20260435939455e-06,1.82458861228632e-06,8.54509503000183e-07,3.06874487183962e-06,1.29186837755973e-06,3.7954053834536e-06,1.59044081452836e-06,"v_4113",23,2.68578948781994e-05,10965.1786965578
"2173034",3.10257683108444e-06,4.4052087187891e-06,1.14036788267895e-06,8.54509503000183e-07,2.68515176285967e-06,8.6124558503982e-07,2.90981079398109e-06,1.59044081452836e-06,"v_4484",26,2.68578948781994e-05,12531.1236302632
"111500",3.32821878243603e-05,1.76208348751564e-05,2.30354312301148e-05,2.99078326050064e-05,3.14546349363562e-05,2.19617624185154e-05,5.97143780330033e-05,0.000103378652944343,"v_4941",41,2.68557310129982e-05,17327.3095428485
"523794",2.25641951351595e-06,2.20260435939455e-06,2.5088093418937e-06,8.54509503000183e-07,1.15077932693986e-06,3.01435954763937e-06,2.53027025563573e-06,7.95220407264179e-07,"v_5236",10,2.68557310129982e-05,19898.682439746
"2593540",1.97436707432646e-06,0,1.36844145921474e-06,2.99078326050064e-06,2.68515176285967e-06,1.29186837755973e-06,1.13862161503608e-06,1.59044081452836e-06,"v_2958",42,2.68456375838926e-05,23428.8694013858
"152331",3.10257683108444e-06,2.20260435939455e-06,2.05266218882211e-06,1.28176425450027e-06,3.83593108979953e-06,2.15311396259955e-06,2.27724323007216e-06,7.95220407264179e-07,"v_4172",20,2.68420346262247e-05,8807.2722820873
"1318",2.53847195270545e-06,0,1.14036788267895e-06,1.28176425450027e-06,1.53437243591981e-06,8.6124558503982e-07,3.16283781954467e-06,7.95220407264179e-07,"v_4240",61,2.68269127588797e-05,37469.8698449092
"2614442",0.000150898054966379,9.47119874539656e-05,0.000107194580971822,0.000146975634516031,0.000104337325642547,8.78470496740616e-05,9.81744859186665e-05,7.47507182828329e-05,"v_1299",421,2.68261930949379e-05,24850.3400793224
"2136182",2.53847195270545e-06,4.4052087187891e-06,4.10532437764423e-06,3.41803801200073e-06,1.15077932693986e-06,1.72249117007964e-06,2.78329728119931e-06,3.18088162905672e-06,"v_1589",24,2.68254734696067e-05,613.328851644406
"2006115",3.94873414865292e-06,4.4052087187891e-06,2.2807357653579e-06,1.28176425450027e-06,3.45233798081958e-06,1.29186837755973e-06,4.55448646014432e-06,2.38566122179254e-06,"v_1584",24,2.68233148252461e-05,6000.65477836725
"104955",1.69231463513696e-06,0,9.12294306143162e-07,2.56352850900055e-06,2.30155865387972e-06,2.15311396259955e-06,1.64467566616323e-06,7.95220407264179e-07,"v_4135",43,2.68233148252461e-05,35332.5288886183
"2634974",0.000127487702513651,0.000110130217969727,0.000132282674390758,0.000127321915947027,0.000101268580770708,7.83733482386236e-05,4.63039456781339e-05,6.2027191766606e-05,"v_5266",411,2.68225953543265e-05,22010.5859119688
"290400",0.000132564646419062,0.000107927613610333,9.55628285684962e-05,0.000132021718213528,8.51576701935496e-05,8.31101989563426e-05,9.58972426885943e-05,7.47507182828329e-05,"v_682",219,2.68204371731259e-05,24627.5576396135
"218491",1.97436707432646e-06,4.4052087187891e-06,3.64917722457265e-06,1.28176425450027e-06,7.67186217959906e-07,4.3062279251991e-07,1.77118917894501e-06,7.95220407264179e-07,"v_2113",46,2.68204371731259e-05,10963.8806891663
"762",1.69231463513696e-06,2.20260435939455e-06,2.05266218882211e-06,2.99078326050064e-06,2.30155865387972e-06,8.6124558503982e-07,3.7954053834536e-06,2.38566122179254e-06,"v_2794",21,2.68204371731259e-05,14814.4591734255
"2603215",9.3641409810912e-05,5.28625046254692e-05,6.61413371953792e-05,9.65595738390207e-05,6.82795733984316e-05,6.02871909527874e-05,6.85703239277284e-05,0.00011610217946057,"v_2320",35,2.68189985785931e-05,48859.4073305821
"52774",0.000126641545196083,9.2509383094571e-05,0.000156230399927016,0.000133730737219529,8.208892532171e-05,8.1387707786263e-05,6.16120807247301e-05,6.28224121738702e-05,"v_3719",404,2.68154027673496e-05,24729.0984055645
"2419773",2.53847195270545e-06,4.4052087187891e-06,9.12294306143162e-07,1.70901900600037e-06,2.30155865387972e-06,0,2.90981079398109e-06,7.95220407264179e-07,"v_4271",49,2.68146837208055e-05,8650.33925448231
"1783501",1.63590414729907e-05,1.54182305157618e-05,1.02633109441106e-05,1.11086235390024e-05,4.29624282057547e-05,3.53110689866326e-05,4.47857835247525e-05,4.85084448431149e-05,"v_3847",53,2.68118079202081e-05,40170.7144529518
"1618",5.64104878378988e-07,0,2.5088093418937e-06,2.56352850900055e-06,1.91796554489977e-06,2.58373675511946e-06,4.68099997292611e-06,3.9761020363209e-06,"v_4207",22,2.68096514745308e-05,20607.8968188876
"2017482",0.000132564646419062,8.36989656569928e-05,0.0001083349488545,0.000122194858929026,0.000112392780931126,0.000105933206959898,0.000103994107506629,9.94025509080224e-05,"v_681",287,2.68089327363878e-05,23242.8540642198
"1578165",0.000106615822013629,0.000112332822329122,0.000136387998768403,0.000102541140360022,8.40068908666097e-05,7.36364975209046e-05,4.95932970104604e-05,6.83889550247194e-05,"v_3427",266,2.68060581691462e-05,8840.95435122832
"58346",0.000139051852520421,0.000103522404891544,0.000134563410156116,0.00014013955849203,0.000113927153367046,0.000104210715789818,5.84492429051855e-05,7.71363795046254e-05,"v_3115",458,2.68017474739353e-05,27937.870839841
"2715289",4.51283902703191e-06,6.60781307818364e-06,2.73688291842949e-06,3.84529276350082e-06,5.7538966346993e-06,6.02871909527874e-06,1.21452972270515e-05,6.36176325811343e-06,"v_4981",27,2.67924123888115e-05,7197.25307297314
"652103",0.000140744167155558,6.8280735141231e-05,8.00538253640624e-05,0.000133730737219529,9.12951599372288e-05,7.70814798610639e-05,0.000134610377599821,7.79315999118896e-05,"v_55",112,2.67902590618051e-05,47842.2096881828
"1763538",7.61541585811634e-06,1.98234392345509e-05,1.23159731329327e-05,8.97234978150192e-06,9.97342083347878e-06,7.75121026535838e-06,1.73323512511048e-05,2.38566122179254e-05,"v_3984",24,2.67881060809001e-05,11745.3615886684
"1348114",4.23078658784241e-06,6.60781307818364e-06,2.73688291842949e-06,3.84529276350082e-06,2.30155865387972e-06,3.44498234015928e-06,3.54237835789003e-06,7.15698366537761e-06,"v_2445",15,2.67859534460129e-05,3307.84068509293
"83564",0.000165282729365044,9.69145918133601e-05,0.000129089644319257,0.000157229748552034,0.000112392780931126,9.47370143543802e-05,6.47749185442748e-05,4.93036652503791e-05,"v_2874",472,2.67859534460129e-05,25448.8550760523
"2621505",8.46157317568482e-07,2.20260435939455e-06,1.59651503575053e-06,2.56352850900055e-06,3.06874487183962e-06,8.6124558503982e-07,7.5908107669072e-06,7.15698366537761e-06,"v_4319",24,2.67845185482791e-05,9138.29859912227
"2587861",0.000104359402500113,7.04833395006255e-05,6.84220729607371e-05,0.000123476623183526,8.32397046486498e-05,7.10527607657851e-05,8.28663508720703e-05,8.4293363170003e-05,"v_273",41,2.67816492139586e-05,47716.5954806581
"202",1.41026219594747e-06,0,1.14036788267895e-06,2.56352850900055e-06,1.15077932693986e-06,1.29186837755973e-06,2.78329728119931e-06,7.95220407264179e-07,"v_2924",55,2.67816492139586e-05,74192.8725677849
"639313",0.000118179972020398,9.69145918133601e-05,0.000156230399927016,0.000123903877935027,8.28561115396699e-05,9.34451459768204e-05,4.52918375758796e-05,4.85084448431149e-05,"v_3437",353,2.67802147773225e-05,15232.8423182627
"2700084",4.51283902703191e-06,4.4052087187891e-06,4.33339795418002e-06,4.27254751500091e-06,5.37030352571934e-06,6.45934188779865e-06,9.99456750976115e-06,1.3518746923491e-05,"v_4980",30,2.67780634104542e-05,2744.25968324592
"2325",3.38462927027393e-06,2.20260435939455e-06,4.56147153071581e-07,5.55431176950119e-06,1.91796554489977e-06,2.15311396259955e-06,8.85594589472507e-07,7.95220407264179e-07,"v_4488",28,2.67737617135207e-05,1842.81900807331
"1758179",3.94873414865292e-06,0,4.10532437764423e-06,2.13627375750046e-06,1.53437243591981e-06,5.59809630275883e-06,2.53027025563573e-06,2.38566122179254e-06,"v_2500",16,2.67694613984367e-05,12041.4216871935
"2094119",0.000131154384223115,9.69145918133601e-05,0.000136844145921474,0.000124758387438027,9.70490565719281e-05,8.39714445413824e-05,6.30037293653298e-05,7.87268203191538e-05,"v_3417",417,2.67687448135557e-05,27355.0667339036
"69525",9.13849902973961e-05,7.26859438600201e-05,8.96329155785656e-05,8.4169186045518e-05,5.79225594559729e-05,4.90909983472697e-05,4.12434051668625e-05,0.000124054383533212,"v_5314",34,2.67687448135557e-05,4749.2215268464
"370324",4.8513019540593e-05,5.06599002660746e-05,5.83868355931624e-05,4.40072394045094e-05,3.98936833339151e-05,3.22967094389932e-05,2.20133512240309e-05,7.0774616246512e-05,"v_5311",18,2.67673117588801e-05,4418.62777079981
"92828",2.08718805000226e-05,1.54182305157618e-05,1.89301068524706e-05,2.43535208355052e-05,2.26319934298172e-05,3.18660866464733e-05,2.89715944270292e-05,2.86279346615105e-05,"v_1702",12,2.67622972755981e-05,1177.2774006752
"1794699",3.38462927027393e-06,0,1.36844145921474e-06,1.70901900600037e-06,7.67186217959906e-07,4.3062279251991e-07,2.02421620450859e-06,7.95220407264179e-07,"v_4512",63,2.67622972755981e-05,45787.1358526841
"1223514",0.000110564556162282,0.000101319800532149,0.000134107263003045,0.000117922311414025,8.74592288474293e-05,9.43063915618603e-05,5.85757564179672e-05,7.47507182828329e-05,"v_3477",354,2.67594327000268e-05,15804.5030299514
"1005048",0.000104641454939302,8.81041743757819e-05,7.50362066802751e-05,0.000108522706881023,8.78428219564092e-05,7.96652166161833e-05,0.000111837945299099,6.36176325811343e-05,"v_1140",51,2.6758000642192e-05,16267.4612550458
"129394",2.11539329392121e-05,1.76208348751564e-05,1.48247824748264e-05,2.09354828235045e-05,1.80288761220578e-05,3.27273322315131e-05,1.44225404571237e-05,2.78327142542463e-05,"v_1677",4,2.6758000642192e-05,10455.2012553392
"55529",3.38462927027393e-06,0,1.59651503575053e-06,2.13627375750046e-06,3.83593108979953e-06,1.72249117007964e-06,1.64467566616323e-06,4.77132244358508e-06,"v_5552",21,2.67508426515435e-05,4343.47267949872
"2735434",0.000161051942777201,0.000118940635407306,0.000104685771629928,0.000162784060321535,9.12951599372288e-05,8.44020673339023e-05,7.46429725412542e-05,4.77132244358508e-05,"v_966",437,2.67501270631035e-05,23064.8058041324
"246875",4.76668622230245e-05,2.64312523127346e-05,2.21231369239717e-05,5.38340986890115e-05,0.000131956029489104,2.75598587212742e-05,6.21181347758573e-05,5.48702081012284e-05,"v_4924",23,2.67494115129467e-05,31865.9194404078
"1763363",2.25641951351595e-06,0,2.05266218882211e-06,2.13627375750046e-06,1.15077932693986e-06,8.6124558503982e-07,1.26513512781787e-06,1.59044081452836e-06,"v_4661",73,2.67436884895165e-05,66741.2379302924
"999552",0.000109718398844713,8.81041743757819e-05,8.1650340399813e-05,9.74140833420209e-05,8.63084495204894e-05,7.49283658984643e-05,9.93131075337026e-05,8.58838039845314e-05,"v_642",51,2.67415429870304e-05,33219.54071599
"768066",0.000132000541540683,9.03067787351765e-05,0.000105598065936071,0.000148257398770532,0.000112392780931126,9.64595055244598e-05,9.74154048419758e-05,9.38360080571732e-05,"v_2243",262,2.67415429870304e-05,15633.1750440941
"386911",0.000149487792770432,7.48885482194146e-05,0.00015007241336055,0.000147830144019032,9.70490565719281e-05,8.6124558503982e-05,5.70575942645858e-05,6.99793958392478e-05,"v_3416",396,2.67408278960317e-05,21371.0201682042
"2639520",0.000157385261067738,9.47119874539656e-05,0.000145054794676763,0.00013843053948603,0.000110474815386226,7.70814798610639e-05,6.1106026673603e-05,7.39554978755687e-05,"v_5300",460,2.67386828524827e-05,26682.7001882126
"2733488",0.000152590369601516,0.000103522404891544,0.000123159731329327,0.000134157991971029,0.000105104511860507,9.47370143543802e-05,7.32513239006545e-05,8.03172611336821e-05,"v_2221",466,2.67372530146253e-05,22417.0793499761
"401053",0.000174308407419107,0.000112332822329122,0.000109475316737179,0.000175601702866538,9.32131254821286e-05,9.0861409221701e-05,5.41477834706047e-05,3.89657999559448e-05,"v_5069",431,2.67372530146253e-05,18986.3846954445
"5267",0.000171205830588023,0.000105725009250938,0.000139581028839904,0.000146121125013031,9.47474979180484e-05,8.82776724665815e-05,7.26187563367456e-05,5.48702081012284e-05,"v_5535",448,2.67351085445407e-05,20591.8721679421
"1531",1.12820975675798e-06,1.10130217969727e-05,3.42110364803686e-06,2.56352850900055e-06,7.67186217959906e-07,8.6124558503982e-07,2.90981079398109e-06,1.59044081452836e-06,"v_4440",25,2.67343937976206e-05,1634.09282327475
"1720083",4.23078658784241e-06,0,9.12294306143162e-07,1.70901900600037e-06,3.06874487183962e-06,4.73685071771901e-06,3.7954053834536e-06,3.9761020363209e-06,"v_4208",18,2.67336790889162e-05,6158.63535035349
"83816",4.23078658784241e-06,2.20260435939455e-06,9.12294306143162e-07,2.99078326050064e-06,7.67186217959906e-07,1.72249117007964e-06,1.01210810225429e-06,0,"v_5407",53,2.67301061185213e-05,5970.1082770629
"2026",4.40001805135611e-05,2.86338566721291e-05,3.64917722457265e-05,6.02429199615129e-05,1.87960623400177e-05,1.37799293606371e-05,0.000142580728905074,6.12319713593418e-05,"v_4003",19,2.67272484297742e-05,3513.16600351387
"2822760",0.000102385035425786,6.38755264224419e-05,7.52642802568108e-05,8.45964407970181e-05,9.24459392641687e-05,9.34451459768204e-05,8.80534048961236e-05,3.65801387341523e-05,"v_839",32,2.67236771779797e-05,3491.56569806654
"2594883",8.74362561487432e-06,2.20260435939455e-06,7.75450160221688e-06,6.83607602400146e-06,2.22484003208373e-05,1.72249117007964e-05,4.89607294465515e-05,6.04367509520776e-05,"v_3937",47,2.67222489444712e-05,17252.2253532941
"1417228",0.000148077530574484,0.000114535426688516,0.000105369992359535,0.00014142132274653,0.000110091222277247,7.53589886909842e-05,9.85540264570119e-05,6.91841754319836e-05,"v_973",352,2.67215348849638e-05,13731.4468747308
"1827300",1.01538878108218e-05,8.81041743757819e-06,6.84220729607371e-06,1.02541140360022e-05,1.18913863783785e-05,9.90432422795793e-06,5.6931080751804e-06,1.11330857016985e-05,"v_1372",9,2.67201068804275e-05,335.202736976823
"726",1.97436707432646e-06,0,2.2807357653579e-06,1.70901900600037e-06,2.30155865387972e-06,4.73685071771901e-06,3.41586484510824e-06,7.95220407264179e-07,"v_2760",23,2.67129691465206e-05,9526.92606059829
"1290",3.66668170946342e-06,4.4052087187891e-06,2.05266218882211e-06,3.84529276350082e-06,3.45233798081958e-06,4.3062279251991e-06,1.15127296631426e-05,1.03378652944343e-05,"v_4054",22,2.67086883363158e-05,3635.29730252266
"1906659",3.10257683108444e-06,0,1.59651503575053e-06,1.28176425450027e-06,2.68515176285967e-06,2.15311396259955e-06,1.39164864059965e-06,1.59044081452836e-06,"v_1903",17,2.67072617044574e-05,10353.5505416592
"365349",1.04359402500113e-05,1.10130217969727e-05,2.44038726893296e-05,1.11086235390024e-05,1.03570139424587e-05,5.16747351023892e-06,8.22337833081614e-06,1.27235265162269e-05,"v_4532",6,2.67072617044574e-05,1272.67282240209
"51669",3.10257683108444e-06,4.4052087187891e-06,2.2807357653579e-06,2.99078326050064e-06,4.21952419877948e-06,6.02871909527874e-06,7.5908107669072e-06,1.51091877380194e-05,"v_4299",30,2.67015567007557e-05,7029.68616469217
"94694",2.53847195270545e-06,2.20260435939455e-06,2.05266218882211e-06,2.99078326050064e-06,1.15077932693986e-06,2.15311396259955e-06,7.5908107669072e-07,7.95220407264179e-07,"v_5488",48,2.66979923109782e-05,7653.28409969239
"1649877",3.77950268513922e-05,5.06599002660746e-05,3.28425950211538e-05,4.14437108955089e-05,3.68249384620755e-05,2.71292359287543e-05,2.72004052480841e-05,6.91841754319836e-05,"v_1332",15,2.66951414842499e-05,5782.44856504483
"914150",5.35899634460039e-06,8.81041743757819e-06,3.19303007150107e-06,3.84529276350082e-06,4.21952419877948e-06,6.88996468031856e-06,8.6029188691615e-06,5.56654285084926e-06,"v_2307",19,2.66880170803309e-05,6685.1790988206
