"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"92682",1.29744122027167e-05,1.10130217969727e-05,7.29835444914529e-06,1.28176425450027e-05,8.43904839755897e-06,6.45934188779865e-06,7.84383779247078e-06,3.18088162905672e-06,"v_4614",178,3.19386777387416e-05,58977.2188856767
"178399",1.12820975675798e-05,1.10130217969727e-05,6.38606014300213e-06,1.28176425450027e-05,1.07406070514387e-05,6.02871909527874e-06,9.23548643307043e-06,2.38566122179254e-06,"v_2283",188,3.19366377107818e-05,60905.5356313054
"35757",2.5666771966244e-05,6.60781307818364e-06,1.68774446636485e-05,2.30717565810049e-05,1.57273174681781e-05,1.33493065681172e-05,8.6029188691615e-06,6.36176325811343e-06,"v_3517",284,3.19345979434119e-05,62000.8279671524
"658629",1.35385170810957e-05,6.60781307818364e-06,1.07194580971822e-05,1.11086235390024e-05,8.43904839755897e-06,7.32058747283847e-06,6.83172969021648e-06,4.77132244358508e-06,"v_1365",247,3.19315387808539e-05,104204.157465734
"1078773",1.07179926892008e-05,8.81041743757819e-06,8.21064875528846e-06,1.23903877935027e-05,1.07406070514387e-05,8.18183305787829e-06,9.36199994585222e-06,4.77132244358508e-06,"v_1123",146,3.19284802043423e-05,32033.4165279068
"573413",1.55128841554222e-05,6.60781307818364e-06,1.32282674390758e-05,2.00809733205043e-05,1.26585725963385e-05,8.18183305787829e-06,7.71732427968899e-06,5.56654285084926e-06,"v_5116",256,3.19284802043423e-05,60151.7910124198
"2487345",1.15641500067693e-05,4.4052087187891e-06,8.66679590836004e-06,1.02541140360022e-05,9.97342083347878e-06,6.02871909527874e-06,7.5908107669072e-06,3.9761020363209e-06,"v_2084",238,3.19162517553938e-05,71561.3933125634
"465817",2.53847195270545e-05,8.81041743757819e-06,1.64212975105769e-05,2.17899923265047e-05,1.03570139424587e-05,1.03349470204778e-05,1.1892270201488e-05,9.54264488717015e-06,"v_2031",227,3.19142145911789e-05,52745.2853118854
"2342",1.83334085473171e-05,8.81041743757819e-06,1.50528560513622e-05,1.66629353085036e-05,9.20623461551887e-06,1.03349470204778e-05,9.36199994585222e-06,3.9761020363209e-06,"v_2166",232,3.19131961065901e-05,65014.4455683426
"1161942",2.05898280608331e-05,1.10130217969727e-05,1.71055182401843e-05,1.83719543145039e-05,1.18913863783785e-05,1.20574381905575e-05,8.72943238194328e-06,4.77132244358508e-06,"v_4342",255,3.19131961065901e-05,58662.7583199972
"29347",8.46157317568482e-06,6.60781307818364e-06,7.52642802568108e-06,1.28176425450027e-05,6.90467596163915e-06,6.02871909527874e-06,9.488513458634e-06,5.56654285084926e-06,"v_4428",174,3.19009793600664e-05,40663.9340335883
"204",2.08718805000226e-05,6.60781307818364e-06,1.30001938625401e-05,1.79446995630038e-05,1.38093519232783e-05,1.33493065681172e-05,1.32839188420876e-05,8.74742447990597e-06,"v_2903",174,3.18999617200459e-05,111187.266519192
"795750",1.21282548851482e-05,2.20260435939455e-06,8.21064875528846e-06,1.53811710540033e-05,1.26585725963385e-05,7.32058747283847e-06,1.06271350736701e-05,5.56654285084926e-06,"v_5056",161,3.18877551020408e-05,26539.0653829963
"938406",1.69231463513696e-05,8.81041743757819e-06,1.00352373675748e-05,1.11086235390024e-05,9.97342083347878e-06,1.03349470204778e-05,8.22337833081614e-06,6.36176325811343e-06,"v_4637",191,3.18867383055387e-05,71212.6144304232
"2291",1.83334085473171e-05,1.54182305157618e-05,1.61932239340411e-05,2.05082280720044e-05,1.49601312502182e-05,9.47370143543802e-06,1.87239998917044e-05,8.74742447990597e-06,"v_2881",129,3.18857215738792e-05,31081.8152651229
"1349409",2.228214269597e-05,6.60781307818364e-06,1.43686353217548e-05,1.53811710540033e-05,8.82264150653892e-06,9.90432422795793e-06,7.21127022856184e-06,4.77132244358508e-06,"v_6126",234,3.18836883050631e-05,55117.390138368
"1778540",1.77693036689381e-05,1.32156261563673e-05,1.64212975105769e-05,1.45266615510031e-05,1.38093519232783e-05,9.47370143543802e-06,8.6029188691615e-06,7.15698366537761e-06,"v_2108",248,3.18816552955429e-05,65446.2222057835
"351348",1.86154609865066e-05,1.54182305157618e-05,1.45967088982906e-05,2.05082280720044e-05,1.91796554489977e-05,1.16268153980376e-05,1.65732701744141e-05,1.11330857016985e-05,"v_2322",132,3.18816552955429e-05,44980.3202024467
"971",2.36924048919175e-05,1.32156261563673e-05,2.02985483116853e-05,3.37531253685072e-05,2.26319934298172e-05,1.59330433232367e-05,1.42960269443419e-05,7.95220407264179e-06,"v_4527",276,3.18664159841943e-05,93963.9433788196
"1188228",1.77693036689381e-05,6.60781307818364e-06,1.55090032044338e-05,1.70901900600037e-05,9.20623461551887e-06,9.90432422795793e-06,9.10897292028864e-06,4.77132244358508e-06,"v_4659",235,3.18654005480849e-05,58367.8370844555
"2815358",2.20000902567805e-05,1.10130217969727e-05,1.71055182401843e-05,1.96537185690042e-05,1.95632485579776e-05,1.16268153980376e-05,1.05006215608883e-05,9.54264488717015e-06,"v_1843",269,3.18613394507105e-05,66098.1747894484
"551989",1.60769890338012e-05,8.81041743757819e-06,1.23159731329327e-05,1.28176425450027e-05,1.07406070514387e-05,1.16268153980376e-05,7.33778374134363e-06,7.15698366537761e-06,"v_1838",235,3.18582943069228e-05,67391.1829071298
"339862",1.07179926892008e-05,6.60781307818364e-06,9.80716379103899e-06,1.28176425450027e-05,9.97342083347878e-06,5.59809630275883e-06,8.85594589472507e-06,1.59044081452836e-06,"v_4406",232,3.18532203605785e-05,42858.3197432096
"717772",1.26923597635272e-05,2.20260435939455e-06,5.70183941339476e-06,1.83719543145039e-05,1.22749794873585e-05,5.16747351023892e-06,8.85594589472507e-06,3.18088162905672e-06,"v_2697",191,3.1848148030192e-05,37125.7680557377
"1884905",1.10000451283903e-05,6.60781307818364e-06,1.11756052502537e-05,1.36721520480029e-05,6.5210828526592e-06,6.02871909527874e-06,6.95824320299827e-06,6.36176325811343e-06,"v_3791",146,3.18461195503328e-05,44747.1760281705
"2705547",2.05898280608331e-05,8.81041743757819e-06,1.57370767809695e-05,2.05082280720044e-05,9.20623461551887e-06,1.29186837755973e-05,4.93402699848968e-06,3.9761020363209e-06,"v_1017",244,3.18410494809909e-05,42259.0303266073
"82987",1.15641500067693e-05,8.81041743757819e-06,7.52642802568108e-06,1.4099406799503e-05,9.58982772449883e-06,9.47370143543802e-06,6.95824320299827e-06,6.36176325811343e-06,"v_2083",153,3.18359810257553e-05,59189.9943234805
"2619674",1.24103073243377e-05,2.20260435939455e-06,7.29835444914529e-06,1.06813687875023e-05,7.28826907061911e-06,7.32058747283847e-06,7.71732427968899e-06,3.18088162905672e-06,"v_4631",164,3.18359810257553e-05,94374.9190916901
"1500686",1.43846743986642e-05,8.81041743757819e-06,1.14036788267895e-05,1.49539163025032e-05,8.82264150653892e-06,7.32058747283847e-06,5.31356753683504e-06,4.77132244358508e-06,"v_1361",257,3.18349675283331e-05,80321.6068478663
"2054173",1.04359402500113e-05,6.60781307818364e-06,1.00352373675748e-05,1.36721520480029e-05,7.28826907061911e-06,3.87560513267919e-06,8.47640535637971e-06,1.59044081452836e-06,"v_2690",250,3.18349675283331e-05,70272.1407066821
"28223",1.24103073243377e-05,8.81041743757819e-06,6.61413371953792e-06,1.45266615510031e-05,9.20623461551887e-06,7.32058747283847e-06,1.51816215338144e-05,6.36176325811343e-06,"v_2884",100,3.18299010090079e-05,26475.4607713466
"1528099",1.83334085473171e-05,1.10130217969727e-05,1.55090032044338e-05,2.47807755870053e-05,1.68780967951179e-05,1.59330433232367e-05,1.21452972270515e-05,9.54264488717015e-06,"v_3562",221,3.18258489545209e-05,53374.536675056
"1551504",1.86154609865066e-05,1.32156261563673e-05,1.30001938625401e-05,1.49539163025032e-05,1.45765381412382e-05,1.29186837755973e-05,1.8977026917268e-05,7.15698366537761e-06,"v_5166",114,3.18197728068222e-05,38829.8958402128
"564",1.72051987905591e-05,1.10130217969727e-05,1.27721202860043e-05,1.4099406799503e-05,6.5210828526592e-06,4.3062279251991e-06,9.74154048419758e-06,8.74742447990597e-06,"v_1868",159,3.18177479398008e-05,20348.9809013002
"2489010",1.07179926892008e-05,4.4052087187891e-06,1.02633109441106e-05,1.36721520480029e-05,6.13748974367925e-06,5.59809630275883e-06,8.09686481803435e-06,4.77132244358508e-06,"v_1794",208,3.18167356029271e-05,62102.6795404822
"1184",2.03077756216436e-05,1.76208348751564e-05,1.55090032044338e-05,2.26445018295048e-05,1.34257588142984e-05,7.75121026535838e-06,1.05006215608883e-05,6.36176325811343e-06,"v_4591",274,3.18167356029271e-05,75720.2027223863
"178606",9.30773049325331e-06,4.4052087187891e-06,7.52642802568108e-06,1.32448972965028e-05,6.13748974367925e-06,4.73685071771901e-06,4.93402699848968e-06,3.9761020363209e-06,"v_5086",238,3.1814711122423e-05,99013.136505709
"2067572",1.24103073243377e-05,8.81041743757819e-06,7.0702808726095e-06,1.62356805570035e-05,6.13748974367925e-06,6.02871909527874e-06,6.32567563908934e-06,5.56654285084926e-06,"v_1370",231,3.18116748846827e-05,58640.3659315206
"1564",2.5666771966244e-05,8.81041743757819e-06,1.68774446636485e-05,1.8799209066004e-05,1.45765381412382e-05,1.46411749456769e-05,1.70793242255412e-05,1.11330857016985e-05,"v_4400",168,3.18106629342155e-05,36830.2079688048
"326522",1.86154609865066e-05,6.60781307818364e-06,1.66493710871127e-05,1.32448972965028e-05,9.97342083347878e-06,1.03349470204778e-05,1.11331891247972e-05,4.77132244358508e-06,"v_1259",198,3.18086392264139e-05,47051.9905441034
"490759",1.94616183040751e-05,4.4052087187891e-06,1.34563410156116e-05,1.49539163025032e-05,1.49601312502182e-05,8.18183305787829e-06,1.08801620992337e-05,5.56654285084926e-06,"v_2319",176,3.18056041474508e-05,72313.72878993
"2026240",1.32564646419062e-05,2.20260435939455e-06,1.16317524033253e-05,1.15358782905025e-05,1.03570139424587e-05,4.3062279251991e-06,1.17657566887062e-05,7.15698366537761e-06,"v_1792",105,3.1804592583169e-05,31004.4055790178
"55213",2.5666771966244e-05,8.81041743757819e-06,1.57370767809695e-05,2.90533231020062e-05,2.07140278849175e-05,1.37799293606371e-05,1.53081350465962e-05,1.03378652944343e-05,"v_2122",239,3.1804592583169e-05,51487.5295849272
"304207",2.82052439189494e-05,1.54182305157618e-05,2.34915783831864e-05,2.64897945930057e-05,2.03304347759375e-05,1.72249117007964e-05,1.60672161232869e-05,9.54264488717015e-06,"v_4152",319,3.180358108323e-05,122827.228871237
"641148",1.57949365946117e-05,8.81041743757819e-06,1.18598259798611e-05,1.92264638175041e-05,1.22749794873585e-05,9.90432422795793e-06,7.46429725412542e-06,4.77132244358508e-06,"v_1244",244,3.18025696476275e-05,52187.2591053268
"762641",9.5897829324428e-06,4.4052087187891e-06,6.61413371953792e-06,9.39960453300201e-06,5.7538966346993e-06,4.73685071771901e-06,1.17657566887062e-05,2.38566122179254e-06,"v_4956",158,3.18025696476275e-05,69665.2408056422
"2100422",1.94616183040751e-05,8.81041743757819e-06,9.35101663796741e-06,1.58084258055034e-05,1.45765381412382e-05,1.03349470204778e-05,1.53081350465962e-05,1.11330857016985e-05,"v_2478",109,3.18015582763555e-05,32018.891358417
"84980",1.97436707432646e-05,6.60781307818364e-06,1.36844145921474e-05,1.83719543145039e-05,9.20623461551887e-06,9.90432422795793e-06,6.57870266465291e-06,5.56654285084926e-06,"v_2890",237,3.18015582763555e-05,66543.7831407663
"138851",1.41026219594747e-05,4.4052087187891e-06,9.80716379103899e-06,1.4099406799503e-05,7.67186217959906e-06,6.45934188779865e-06,6.19916212630755e-06,5.56654285084926e-06,"v_5097",216,3.18005469694079e-05,109414.073653492
"383750",1.04359402500113e-05,4.4052087187891e-06,7.98257517875266e-06,8.54509503000183e-06,7.28826907061911e-06,5.59809630275883e-06,6.32567563908934e-06,7.95220407264179e-07,"v_2284",242,3.17965023847377e-05,119846.604585465
"358766",2.2846247574349e-05,1.54182305157618e-05,1.16317524033253e-05,2.05082280720044e-05,1.41929450322583e-05,6.45934188779865e-06,6.45218915187112e-06,2.38566122179254e-06,"v_5335",222,3.17965023847377e-05,25692.4764630534
"2545798",2.53847195270545e-05,1.54182305157618e-05,1.8473959699399e-05,1.92264638175041e-05,2.4166365865737e-05,1.46411749456769e-05,1.61937296360687e-05,1.03378652944343e-05,"v_1887",215,3.17934696213398e-05,45198.3059566792
"2742624",1.55128841554222e-05,1.54182305157618e-05,1.23159731329327e-05,1.70901900600037e-05,1.15077932693986e-05,7.75121026535838e-06,7.33778374134363e-06,5.56654285084926e-06,"v_1803",258,3.1791448100461e-05,82930.8364844575
"258224",2.11539329392121e-05,1.54182305157618e-05,1.91581804290064e-05,2.22172470780048e-05,1.6494503686138e-05,1.4210552153157e-05,7.33778374134363e-06,1.11330857016985e-05,"v_3522",279,3.17884163010999e-05,92677.8647342101
"1563",1.55128841554222e-05,8.81041743757819e-06,9.35101663796741e-06,9.8268592845021e-06,5.7538966346993e-06,5.16747351023892e-06,8.09686481803435e-06,3.9761020363209e-06,"v_4405",260,3.17884163010999e-05,46918.3125226612
"1091494",2.87693487973284e-05,8.81041743757819e-06,1.55090032044338e-05,2.39262660840051e-05,1.84124692310377e-05,1.72249117007964e-05,1.1892270201488e-05,1.11330857016985e-05,"v_2538",206,3.17863954227591e-05,63533.113727778
"2618290",1.10000451283903e-05,6.60781307818364e-06,9.12294306143162e-06,1.36721520480029e-05,4.98671041673939e-06,6.45934188779865e-06,9.74154048419758e-06,2.38566122179254e-06,"v_2943",189,3.17853850799402e-05,25229.3080261435
"1973486",2.08718805000226e-05,1.32156261563673e-05,1.4140561745219e-05,1.36721520480029e-05,9.20623461551887e-06,8.18183305787829e-06,8.22337833081614e-06,7.95220407264179e-06,"v_4636",247,3.17823544368167e-05,37750.1996391242
"146474",1.10000451283903e-05,2.20260435939455e-06,8.89486948489583e-06,1.23903877935027e-05,1.07406070514387e-05,7.32058747283847e-06,1.31574053293058e-05,6.36176325811343e-06,"v_546",143,3.17803343291171e-05,28116.6754706126
"2580412",1.29744122027167e-05,4.4052087187891e-06,4.56147153071581e-06,1.19631330420026e-05,7.28826907061911e-06,4.73685071771901e-06,5.6931080751804e-06,3.18088162905672e-06,"v_2694",196,3.17762948840165e-05,37160.8244656584
"1789224",1.74872512297486e-05,4.4052087187891e-06,3.64917722457265e-06,1.36721520480029e-05,4.98671041673939e-06,2.58373675511946e-06,6.7052161774347e-06,2.38566122179254e-06,"v_1568",149,3.17712470214456e-05,16406.6618116673
"28173",1.46667268378537e-05,1.32156261563673e-05,1.59651503575053e-05,1.58084258055034e-05,1.41929450322583e-05,6.45934188779865e-06,1.31574053293058e-05,4.77132244358508e-06,"v_2609",194,3.17702376413776e-05,34944.679615967
"880",1.38205695202852e-05,1.76208348751564e-05,1.02633109441106e-05,2.00809733205043e-05,1.34257588142984e-05,4.73685071771901e-06,1.29043783037422e-05,5.56654285084926e-06,"v_2867",121,3.17682190736387e-05,34284.590486735
"54308",1.41026219594747e-05,1.32156261563673e-05,1.27721202860043e-05,1.83719543145039e-05,8.43904839755897e-06,8.18183305787829e-06,7.33778374134363e-06,3.18088162905672e-06,"v_4656",246,3.17662007623888e-05,43168.7075876481
"1719",1.26923597635272e-05,4.4052087187891e-06,1.02633109441106e-05,1.32448972965028e-05,8.82264150653892e-06,5.16747351023892e-06,6.07264861352576e-06,4.77132244358508e-06,"v_3534",221,3.17621649091602e-05,51473.8107781382
"1219",1.80513561081276e-05,1.54182305157618e-05,1.87020332759348e-05,1.8799209066004e-05,1.18913863783785e-05,6.88996468031856e-06,1.66997836871958e-05,7.95220407264179e-06,"v_4594",155,3.17611561060823e-05,26121.562300561
"92942",3.38462927027393e-05,1.76208348751564e-05,2.02985483116853e-05,3.07623421080066e-05,8.05545528857901e-06,6.88996468031856e-06,8.22337833081614e-06,6.36176325811343e-06,"v_4623",272,3.17551046330698e-05,52927.3213429566
"291990",2.6230876844623e-05,1.76208348751564e-05,2.62284613016159e-05,2.05082280720044e-05,1.38093519232783e-05,9.90432422795793e-06,1.07536485864519e-05,9.54264488717015e-06,"v_4522",276,3.17520797612244e-05,86019.1763094274
"1871025",1.46667268378537e-05,1.32156261563673e-05,1.48247824748264e-05,1.75174448115038e-05,1.38093519232783e-05,9.47370143543802e-06,7.33778374134363e-06,6.36176325811343e-06,"v_4579",237,3.1750063500127e-05,33285.0318118019
"91604",1.04359402500113e-05,8.81041743757819e-06,9.35101663796741e-06,1.23903877935027e-05,7.67186217959906e-06,9.04307864291811e-06,1.1892270201488e-05,3.9761020363209e-06,"v_781",127,3.17480474950791e-05,21864.6352141311
"155978",1.97436707432646e-05,8.81041743757819e-06,1.43686353217548e-05,1.70901900600037e-05,9.97342083347878e-06,8.18183305787829e-06,1.23983242526151e-05,1.11330857016985e-05,"v_4597",126,3.17470395885584e-05,17005.909712777
"54120",9.02567805406381e-06,6.60781307818364e-06,7.52642802568108e-06,1.36721520480029e-05,5.37030352571934e-06,3.87560513267919e-06,4.55448646014432e-06,1.59044081452836e-06,"v_5333",236,3.17470395885584e-05,100954.564574569
"570277",1.38205695202852e-05,1.10130217969727e-05,1.25440467094685e-05,1.62356805570035e-05,1.53437243591981e-05,1.29186837755973e-05,1.66997836871958e-05,7.15698366537761e-06,"v_2310",92,3.17379713088739e-05,24785.1589091968
"2705548",1.72051987905591e-05,1.10130217969727e-05,1.18598259798611e-05,1.83719543145039e-05,1.15077932693986e-05,9.90432422795793e-06,5.31356753683504e-06,7.15698366537761e-06,"v_1018",244,3.17369640420197e-05,62812.5360879155
"1261127",1.41026219594747e-05,6.60781307818364e-06,9.5790902145032e-06,1.49539163025032e-05,1.07406070514387e-05,1.24880609830774e-05,8.34989184359792e-06,7.95220407264179e-06,"v_1820",166,3.17369640420197e-05,37924.3800731922
"215743",3.01796109932759e-05,1.32156261563673e-05,1.93862540055422e-05,2.17899923265047e-05,2.07140278849175e-05,2.02392712484358e-05,1.87239998917044e-05,1.27235265162269e-05,"v_619",234,3.17359568390987e-05,67947.0075086536
"1481663",1.07179926892008e-05,8.81041743757819e-06,3.87725080110844e-06,8.97234978150192e-06,7.28826907061911e-06,3.01435954763937e-06,9.86805399697936e-06,7.95220407264179e-07,"v_2614",135,3.17359568390987e-05,25554.8803830101
"326523",1.18462024459588e-05,2.20260435939455e-06,1.14036788267895e-05,1.83719543145039e-05,8.82264150653892e-06,9.47370143543802e-06,9.61502697141579e-06,4.77132244358508e-06,"v_1261",181,3.17339426250317e-05,24839.8959531269
"2490851",2.3410352452728e-05,1.98234392345509e-05,1.59651503575053e-05,2.26445018295048e-05,1.26585725963385e-05,1.07655698129977e-05,2.0748216096213e-05,1.11330857016985e-05,"v_2011",129,3.17329356138736e-05,14284.157210489
"75612",1.69231463513696e-05,6.60781307818364e-06,1.36844145921474e-05,1.06813687875023e-05,1.41929450322583e-05,8.18183305787829e-06,9.36199994585222e-06,7.95220407264179e-06,"v_1444",132,3.17279015165937e-05,42151.4508516665
"2742676",1.43846743986642e-05,4.4052087187891e-06,1.20878995563969e-05,1.96537185690042e-05,7.67186217959906e-06,1.16268153980376e-05,7.84383779247078e-06,4.77132244358508e-06,"v_1755",172,3.17268948887972e-05,27311.2740182531
"1055101",2.65129292838124e-05,2.20260435939455e-05,1.20878995563969e-05,3.11895968595067e-05,1.80288761220578e-05,1.20574381905575e-05,1.61937296360687e-05,7.95220407264179e-06,"v_2259",187,3.17258883248731e-05,45604.7733516939
"224012",1.29744122027167e-05,4.4052087187891e-06,8.89486948489583e-06,9.39960453300201e-06,3.45233798081958e-06,8.18183305787829e-06,7.5908107669072e-06,1.59044081452836e-06,"v_4625",183,3.17238753886175e-05,98568.1545718998
"1223569",1.63590414729907e-05,6.60781307818364e-06,1.23159731329327e-05,1.15358782905025e-05,6.90467596163915e-06,1.03349470204778e-05,8.72943238194328e-06,3.9761020363209e-06,"v_2093",170,3.17218627077782e-05,55454.1099951028
"2724191",1.18462024459588e-05,8.81041743757819e-06,1.04913845206464e-05,1.79446995630038e-05,9.20623461551887e-06,9.90432422795793e-06,7.46429725412542e-06,3.18088162905672e-06,"v_2464",217,3.17218627077782e-05,35433.9254273497
"1922217",1.57949365946117e-05,1.10130217969727e-05,1.00352373675748e-05,1.49539163025032e-05,1.07406070514387e-05,1.24880609830774e-05,1.23983242526151e-05,6.36176325811343e-06,"v_2035",90,3.17188441653186e-05,12265.1379721649
"1238",1.43846743986642e-05,4.4052087187891e-06,1.07194580971822e-05,9.39960453300201e-06,8.82264150653892e-06,5.59809630275883e-06,1.11331891247972e-05,3.9761020363209e-06,"v_2705",144,3.17168321228076e-05,33428.4305403879
"51197",1.86154609865066e-05,6.60781307818364e-06,1.04913845206464e-05,1.49539163025032e-05,1.03570139424587e-05,7.75121026535838e-06,7.21127022856184e-06,9.54264488717015e-06,"v_4416",165,3.17168321228076e-05,25234.0663407335
"2622553",3.35642402635498e-05,1.32156261563673e-05,2.34915783831864e-05,2.17899923265047e-05,2.03304347759375e-05,1.59330433232367e-05,1.40429999187783e-05,7.95220407264179e-06,"v_4586",272,3.17168321228076e-05,83055.9416445888
"545695",1.57949365946117e-05,1.10130217969727e-05,1.23159731329327e-05,1.83719543145039e-05,8.43904839755897e-06,9.47370143543802e-06,8.85594589472507e-06,3.18088162905672e-06,"v_5096",232,3.17168321228076e-05,29258.9307005636
"689",1.15641500067693e-05,4.4052087187891e-06,8.66679590836004e-06,1.32448972965028e-05,7.67186217959906e-06,6.02871909527874e-06,6.19916212630755e-06,2.38566122179254e-06,"v_2613",247,3.17148203355428e-05,55281.3581476755
"714995",1.29744122027167e-05,4.4052087187891e-06,5.24569226032318e-06,1.11086235390024e-05,6.90467596163915e-06,3.87560513267919e-06,7.21127022856184e-06,5.56654285084926e-06,"v_526",124,3.17128088034757e-05,33573.5514034431
"1293037",1.01538878108218e-05,8.81041743757819e-06,1.04913845206464e-05,1.15358782905025e-05,9.58982772449883e-06,5.16747351023892e-06,8.22337833081614e-06,6.36176325811343e-06,"v_5374",188,3.17128088034757e-05,57478.492393409
"158823",2.14359853784016e-05,1.98234392345509e-05,1.73335918167201e-05,2.69170493445058e-05,1.6110910577158e-05,1.33493065681172e-05,1.61937296360687e-05,1.51091877380194e-05,"v_1888",218,3.17067757379752e-05,37504.616855657
"65058",2.76411390405704e-05,1.54182305157618e-05,2.37196519597222e-05,2.8198813599006e-05,2.10976209938974e-05,1.55024205307168e-05,1.16392431759244e-05,9.54264488717015e-06,"v_3514",319,3.17067757379752e-05,95239.4639624556
"1582",1.46667268378537e-05,2.20260435939455e-06,5.47376583685897e-06,1.02541140360022e-05,5.37030352571934e-06,4.3062279251991e-06,5.44008104961683e-06,3.18088162905672e-06,"v_4136",208,3.17057704502219e-05,112572.326332014
"2492396",1.83334085473171e-05,1.32156261563673e-05,1.39124881686832e-05,1.66629353085036e-05,1.07406070514387e-05,1.20574381905575e-05,7.5908107669072e-06,1.03378652944343e-05,"v_1834",223,3.17007449675067e-05,42227.7192353338
"1941349",1.24103073243377e-05,8.81041743757819e-06,7.29835444914529e-06,2.00809733205043e-05,8.82264150653892e-06,7.75121026535838e-06,5.6931080751804e-06,1.59044081452836e-06,"v_4874",161,3.17007449675067e-05,44248.4862085335
"670",2.96155061148969e-05,1.32156261563673e-05,2.21231369239717e-05,2.86260683505061e-05,1.6110910577158e-05,1.76555344933163e-05,2.41640809413213e-05,9.54264488717015e-06,"v_2577",199,3.16957210776545e-05,49438.3598610528
"104102",9.87183537163229e-06,4.4052087187891e-06,9.5790902145032e-06,1.15358782905025e-05,1.07406070514387e-05,6.45934188779865e-06,1.25248377653969e-05,6.36176325811343e-06,"v_547",121,3.16917031121252e-05,24237.8150935108
"869806",1.04359402500113e-05,8.81041743757819e-06,6.38606014300213e-06,1.4099406799503e-05,1.22749794873585e-05,8.18183305787829e-06,2.15072971729037e-05,5.56654285084926e-06,"v_4932",85,3.16906987799081e-05,35046.216473197
"2774459",2.31283000135385e-05,1.98234392345509e-05,2.05266218882211e-05,2.73443040960059e-05,2.03304347759375e-05,1.85167800783561e-05,1.65732701744141e-05,1.3518746923491e-05,"v_1349",341,3.16886903064296e-05,92656.1841586157
"714",1.86154609865066e-05,6.60781307818364e-06,9.35101663796741e-06,2.05082280720044e-05,9.97342083347878e-06,1.29186837755973e-05,7.33778374134363e-06,6.36176325811343e-06,"v_2762",179,3.16876861651562e-05,49712.0476448085
"116092",6.48720610135836e-06,4.4052087187891e-06,5.70183941339476e-06,1.28176425450027e-05,5.37030352571934e-06,2.15311396259955e-06,8.47640535637971e-06,2.38566122179254e-06,"v_2415",169,3.16866820875186e-05,80621.3661951446
"824",2.48206146486755e-05,1.54182305157618e-05,1.9614327582078e-05,1.96537185690042e-05,1.6110910577158e-05,1.85167800783561e-05,7.84383779247078e-06,1.03378652944343e-05,"v_2902",259,3.16856780735108e-05,92247.5395457614
"339617",1.55128841554222e-05,1.54182305157618e-05,1.39124881686832e-05,1.70901900600037e-05,1.49601312502182e-05,7.75121026535838e-06,1.20187837142697e-05,6.36176325811343e-06,"v_2434",221,3.16836702363602e-05,47748.6905538563
"2639160",1.15641500067693e-05,2.20260435939455e-06,7.75450160221688e-06,1.19631330420026e-05,9.58982772449883e-06,6.88996468031856e-06,5.06054051127147e-06,3.18088162905672e-06,"v_4546",183,3.16826664132053e-05,124139.272119734
"174633",2.14359853784016e-05,1.76208348751564e-05,2.02985483116853e-05,2.26445018295048e-05,1.11242001604186e-05,1.11961926055177e-05,1.15127296631426e-05,3.18088162905672e-06,"v_4877",244,3.16806589577063e-05,37728.1986343072
"833",2.5102667087865e-05,2.20260435939455e-05,1.77897389697917e-05,2.8198813599006e-05,2.10976209938974e-05,1.46411749456769e-05,1.41695134315601e-05,7.95220407264179e-06,"v_5061",263,3.16796553253501e-05,73232.5778842716
"203",9.02567805406381e-06,2.20260435939455e-06,5.70183941339476e-06,1.53811710540033e-05,6.13748974367925e-06,7.75121026535838e-06,6.95824320299827e-06,3.9761020363209e-06,"v_2907",142,3.16786517565812e-05,81219.1524537759
"2814293",1.29744122027167e-05,4.4052087187891e-06,9.12294306143162e-06,1.4099406799503e-05,8.82264150653892e-06,9.47370143543802e-06,9.74154048419758e-06,7.95220407264179e-06,"v_2360",146,3.16776482513938e-05,22423.3495362812
"2067958",1.35385170810957e-05,1.54182305157618e-05,9.35101663796741e-06,2.05082280720044e-05,7.28826907061911e-06,7.32058747283847e-06,1.31574053293058e-05,4.77132244358508e-06,"v_1835",157,3.16766448097817e-05,30300.6905745638
"28172",8.17952073649533e-06,2.20260435939455e-06,5.92991298993055e-06,8.54509503000183e-06,7.67186217959906e-06,5.59809630275883e-06,8.09686481803435e-06,7.95220407264179e-07,"v_2618",211,3.16766448097817e-05,55420.6106170712
"1031538",9.30773049325331e-06,4.4052087187891e-06,5.70183941339476e-06,9.39960453300201e-06,1.34257588142984e-05,5.59809630275883e-06,7.08475671578006e-06,3.9761020363209e-06,"v_2289",144,3.16746381172595e-05,67169.0785225313
"2293",1.63590414729907e-05,6.60781307818364e-06,1.18598259798611e-05,1.92264638175041e-05,8.82264150653892e-06,1.20574381905575e-05,1.15127296631426e-05,8.74742447990597e-06,"v_2882",160,3.16726316789662e-05,32741.2101489103
