"","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"204",2.02468154290182e-05,6.60781307818364e-06,1.43361593620218e-05,1.32839188420876e-05,1.98405559121998e-05,2.2380790955057e-05,2.51601601444193e-05,2.30951087668589e-05,1.38093519232783e-05,2.12664592005425e-05,1.33493065681172e-05,"v_2903",163,2.80607234054494e-05,168961.494470539
"326523",1.58600054193976e-05,2.20260435939455e-06,1.75219725535822e-05,9.61502697141579e-06,1.47963467819795e-05,1.4025295665169e-05,1.97686972563295e-05,1.28799645045944e-05,8.82264150653892e-06,1.02665665106067e-05,9.47370143543802e-06,"v_1261",100,2.80583613916947e-05,25576.4745981006
"1510",1.24855361812279e-05,4.4052087187891e-06,7.32737034058892e-06,4.93402699848968e-06,1.21061019125287e-05,1.01459585662925e-05,1.03336372021722e-05,9.32687084815455e-06,5.7538966346993e-06,6.59993561396145e-06,3.44498234015928e-06,"v_4349",100,2.80544255856361e-05,81678.9551851132
"1573720",1.38353238764958e-05,2.20260435939455e-06,4.7787197873406e-06,7.33778374134363e-06,5.04420913022029e-06,1.07427796584274e-05,1.03336372021722e-05,1.19916910904844e-05,5.37030352571934e-06,7.82214591284321e-06,5.16747351023892e-06,"v_1368",77,2.8049704075622e-05,35553.7041463559
"53442",9.78596079069213e-06,2.20260435939455e-06,9.55743957468119e-06,4.55448646014432e-06,8.74329582571518e-06,1.01459585662925e-05,1.16815029241947e-05,5.32964048465974e-06,3.83593108979953e-06,5.13328325530335e-06,4.73685071771901e-06,"v_4465",109,2.8049704075622e-05,218720.018316681
"50340",4.21808654771213e-05,8.81041743757819e-06,1.78405538727382e-05,1.15127296631426e-05,1.81591528687931e-05,1.90982749483153e-05,2.33630058483894e-05,2.57599290091887e-05,1.6494503686138e-05,1.71109441843445e-05,1.11961926055177e-05,"v_1466",213,2.80473439165311e-05,188855.133871371
"2060094",2.227149697192e-05,1.98234392345509e-05,1.91148791493624e-05,1.64467566616323e-05,1.78228722601117e-05,2.20823804089896e-05,2.29137172743819e-05,2.17626986456939e-05,1.41929450322583e-05,1.9555364782108e-05,1.11961926055177e-05,"v_4327",185,2.80457706977788e-05,91373.7580035647
"51197",1.61974523432146e-05,6.60781307818364e-06,5.73446374480872e-06,7.21127022856184e-06,8.74329582571518e-06,1.37268851191016e-05,1.79715429602995e-05,1.11034176763745e-05,1.03570139424587e-05,1.05110085703831e-05,7.75121026535838e-06,"v_4416",99,2.8044984154584e-05,49353.53640691
"2494701",2.39587315910049e-05,1.32156261563673e-05,1.94334604685184e-05,9.86805399697936e-06,1.74865916514304e-05,1.64125800337085e-05,2.11165629783519e-05,1.33241012116494e-05,1.38093519232783e-05,1.73553862441209e-05,8.6124558503982e-06,"v_1747",119,2.80441976555051e-05,46785.8194269876
"1505648",3.13825639149782e-05,1.54182305157618e-05,2.32564362983909e-05,1.25248377653969e-05,1.54689079993422e-05,1.8203043310113e-05,1.9319408682322e-05,2.22068353527489e-05,1.80288761220578e-05,1.56442918256864e-05,1.50717977381968e-05,"v_3875",148,2.8041838422927e-05,88467.6223303956
"166486",1.113574848596e-05,0,1.01946022129933e-05,9.488513458634e-06,4.03536730417623e-06,5.6698003752811e-06,1.07829257761797e-05,1.02151442622645e-05,8.43904839755897e-06,8.06658797261956e-06,5.16747351023892e-06,"v_4432",77,2.8041838422927e-05,42549.3188659115
"356322",9.44851386687516e-06,4.4052087187891e-06,9.23885825552516e-06,6.57870266465291e-06,5.04420913022029e-06,7.46026365168566e-06,9.88434862816473e-06,6.2179138987697e-06,6.90467596163915e-06,7.57770385306686e-06,4.73685071771901e-06,"v_4462",67,2.8041838422927e-05,61396.9092304993
"1394180",9.44851386687516e-06,4.4052087187891e-06,8.60169561721308e-06,3.03632430676288e-06,6.72561217362706e-06,9.25072692809022e-06,1.30293686462171e-05,9.77100755520952e-06,7.67186217959906e-06,5.8666094346324e-06,6.02871909527874e-06,"v_993",106,2.80410521002748e-05,58526.544379819
"488",1.41727708003127e-05,1.10130217969727e-05,1.30618340853976e-05,1.29043783037422e-05,7.73445399967112e-06,1.01459585662925e-05,1.34786572202246e-05,1.59889214539792e-05,9.58982772449883e-06,1.19776609290412e-05,8.18183305787829e-06,"v_1265",53,2.80379072506028e-05,19057.7458683352
"971",2.76706477529916e-05,1.32156261563673e-05,1.84777165110503e-05,1.42960269443419e-05,2.05131171295625e-05,3.58092655280912e-05,3.05516230325092e-05,2.35392454739139e-05,2.26319934298172e-05,2.24886694994242e-05,1.59330433232367e-05,"v_4527",174,2.8036335090277e-05,166901.410992766
"1636423",1.99093685052012e-05,1.32156261563673e-05,1.08317648513054e-05,6.57870266465291e-06,1.1433540695166e-05,1.46221167573039e-05,1.57251000902621e-05,1.64330581610342e-05,8.82264150653892e-06,1.93109227223317e-05,7.32058747283847e-06,"v_939",132,2.80355490762287e-05,49059.6963089079
"1302",8.77362001924122e-06,4.4052087187891e-06,5.09730110649664e-06,5.06054051127147e-06,2.35396426076947e-06,5.6698003752811e-06,7.18861718411981e-06,3.55309365643983e-06,2.68515176285967e-06,2.9333047173162e-06,1.72249117007964e-06,"v_4227",58,2.80300482116829e-05,152179.850408486
"258224",2.93578823720764e-05,1.54182305157618e-05,1.78405538727382e-05,7.33778374134363e-06,1.24423825212101e-05,1.76062222179782e-05,2.38122944223969e-05,1.82096049892541e-05,1.6494503686138e-05,1.3933197407252e-05,1.4210552153157e-05,"v_3522",130,2.80253349027521e-05,28959.8248652762
"58138",1.24855361812279e-05,1.10130217969727e-05,9.23885825552516e-06,1.08801620992337e-05,9.41585704307788e-06,1.10411902044948e-05,1.21307914982022e-05,1.19916910904844e-05,1.11242001604186e-05,8.31103003239591e-06,9.90432422795793e-06,"v_4417",42,2.8022978842651e-05,48165.1894800899
"326522",1.38353238764958e-05,6.60781307818364e-06,1.27432527662416e-05,1.11331891247972e-05,1.31149437385728e-05,1.55173483955062e-05,1.30293686462171e-05,1.9542015110419e-05,9.97342083347878e-06,1.17332188692648e-05,1.03349470204778e-05,"v_1259",86,2.80072818932923e-05,48918.3717172901
"1307",2.09217092766521e-05,8.81041743757819e-06,1.5610484638646e-05,1.79649188150137e-05,1.10972600864846e-05,1.19364218426971e-05,1.61743886642696e-05,1.11034176763745e-05,1.22749794873585e-05,1.4666523586581e-05,1.07655698129977e-05,"v_4221",55,2.80057131654858e-05,65369.9293872347
"2815358",2.56459662100897e-05,1.10130217969727e-05,2.29378549792349e-05,1.05006215608883e-05,1.51326273906609e-05,1.6114169487641e-05,2.60587372924343e-05,2.57599290091887e-05,1.95632485579776e-05,1.53998497659101e-05,1.16268153980376e-05,"v_1843",147,2.80041446134028e-05,60950.7416709628
"1940790",1.99093685052012e-05,2.20260435939455e-06,9.55743957468119e-06,6.45218915187112e-06,7.73445399967112e-06,8.65390583595537e-06,1.7522254386292e-05,1.19916910904844e-05,8.05545528857901e-06,9.28879827150131e-06,1.07655698129977e-05,"v_4875",77,2.80041446134028e-05,116897.970927166
"119603",9.44851386687516e-06,8.81041743757819e-06,7.964532978901e-06,1.05006215608883e-05,5.716770347583e-06,7.16185310561824e-06,1.03336372021722e-05,8.88273414109957e-06,7.67186217959906e-06,7.33326179329051e-06,6.88996468031856e-06,"v_4222",44,2.80025762370138e-05,77723.9499732467
"2742619",8.43617309542425e-06,0,4.46013846818456e-06,5.31356753683504e-06,3.36280608681353e-06,6.56503201348338e-06,7.63790575812729e-06,4.44136707054978e-06,3.45233798081958e-06,4.64439913575065e-06,3.01435954763937e-06,"v_1758",74,2.80017921146953e-05,217517.801994722
"339862",1.1810642333594e-05,6.60781307818364e-06,7.32737034058892e-06,8.85594589472507e-06,5.716770347583e-06,7.46026365168566e-06,1.7522254386292e-05,7.55032401993463e-06,9.97342083347878e-06,8.06658797261956e-06,5.59809630275883e-06,"v_4406",42,2.79978721617157e-05,27315.0193741148
"61435",1.85595808099334e-05,8.81041743757819e-06,1.52919033194899e-05,7.97035130525256e-06,1.10972600864846e-05,1.64125800337085e-05,2.06672744043444e-05,1.37682379187043e-05,1.41929450322583e-05,7.82214591284321e-06,1.16268153980376e-05,"v_4706",73,2.79916025192442e-05,29875.2079719324
"1137606",7.42383232397334e-06,2.20260435939455e-06,6.05304506396476e-06,3.54237835789003e-06,3.69908669549488e-06,8.05708474382051e-06,1.07829257761797e-05,6.66205060582468e-06,5.37030352571934e-06,5.62216737485605e-06,3.44498234015928e-06,"v_5144",123,2.79892521271832e-05,151001.424943661
"948519",1.28229831050449e-05,4.4052087187891e-06,7.64595165974496e-06,4.17494592179896e-06,6.05305095626435e-06,1.13396007505622e-05,1.25800800722097e-05,7.10618731287965e-06,6.90467596163915e-06,6.3554935541851e-06,8.18183305787829e-06,"v_2514",65,2.79884687508746e-05,83412.7965188005
"879567",1.85595808099334e-05,8.81041743757819e-06,1.49733220003339e-05,5.06054051127147e-06,9.41585704307788e-06,1.58157589415736e-05,1.48265229422471e-05,1.59889214539792e-05,8.43904839755897e-06,1.19776609290412e-05,9.47370143543802e-06,"v_2864",114,2.79853356841015e-05,22749.9847564961
"926567",3.3744692381697e-05,6.60781307818364e-06,2.07077857451426e-05,1.26513512781787e-05,2.01768365208812e-05,2.26792015011244e-05,3.54937973465915e-05,3.15337062009035e-05,1.53437243591981e-05,2.05331330212134e-05,1.37799293606371e-05,"v_5158",246,2.79845525270051e-05,126343.876326383
"1884913",1.1473195409777e-05,1.32156261563673e-05,8.28311429805704e-06,4.30145943458075e-06,6.05305095626435e-06,8.65390583595537e-06,1.43772343682396e-05,7.99446072698961e-06,4.98671041673939e-06,7.57770385306686e-06,3.01435954763937e-06,"v_3790",79,2.798376941374e-05,87203.1455019128
"1616788",2.63208600577237e-05,1.76208348751564e-05,2.07077857451426e-05,2.50496755307938e-05,1.81591528687931e-05,2.83490018764055e-05,3.27980659025466e-05,2.75364758374087e-05,1.6110910577158e-05,1.85775965430026e-05,1.55024205307168e-05,"v_3970",123,2.79798545047566e-05,100146.554594985
"299767",1.04608546383261e-05,2.20260435939455e-06,9.87602089383723e-06,7.5908107669072e-06,5.04420913022029e-06,1.04443691123599e-05,9.43506005415724e-06,1.33241012116494e-05,9.20623461551887e-06,5.62216737485605e-06,5.16747351023892e-06,"v_1749",75,2.79775060851076e-05,31092.0977924501
"2590776",2.83455416006255e-05,1.98234392345509e-05,1.52919033194899e-05,1.40429999187783e-05,1.88317140861558e-05,2.08887382247199e-05,2.96530458844942e-05,2.66482024232987e-05,1.57273174681781e-05,1.80887124234499e-05,1.24880609830774e-05,"v_1346",189,2.79728104282637e-05,119266.834111833
"2059264",1.1473195409777e-05,6.60781307818364e-06,7.00878902143288e-06,4.04843240901717e-06,2.35396426076947e-06,6.56503201348338e-06,8.53648290614227e-06,7.10618731287965e-06,2.30155865387972e-06,5.3777253150797e-06,3.87560513267919e-06,"v_2369",75,2.79696808659413e-05,97634.2432820569
"1563",8.77362001924122e-06,8.81041743757819e-06,7.00878902143288e-06,8.09686481803435e-06,7.06189278230841e-06,1.49205273033713e-05,2.20151401263669e-05,8.43859743404459e-06,5.7538966346993e-06,7.08881973351416e-06,5.16747351023892e-06,"v_4405",52,2.79688985847737e-05,37528.2374031047
"2487345",9.78596079069213e-06,4.4052087187891e-06,1.14689274896174e-05,7.5908107669072e-06,8.74329582571518e-06,9.54913747415765e-06,1.7522254386292e-05,6.2179138987697e-06,9.97342083347878e-06,8.79991415194861e-06,6.02871909527874e-06,"v_2084",36,2.7968116347364e-05,34439.0976010077
"191026",1.65348992670315e-05,6.60781307818364e-06,1.49733220003339e-05,5.44008104961683e-06,8.07073460835247e-06,1.43237062112365e-05,1.34786572202246e-05,9.32687084815455e-06,6.90467596163915e-06,1.44220815268047e-05,5.59809630275883e-06,"v_2868",103,2.7968116347364e-05,38879.3583819333
"1223569",1.51851115717637e-05,6.60781307818364e-06,7.64595165974496e-06,8.72943238194328e-06,1.10972600864846e-05,1.07427796584274e-05,1.70729658122845e-05,1.24358277975394e-05,6.90467596163915e-06,1.14887768094885e-05,1.03349470204778e-05,"v_2093",103,2.79665520038035e-05,34328.5881086297
"28026",1.75472400384824e-05,1.54182305157618e-05,1.30618340853976e-05,9.99456750976115e-06,1.27786631298914e-05,1.76062222179782e-05,1.8420831534307e-05,1.51006480398693e-05,1.38093519232783e-05,1.12443347497121e-05,1.24880609830774e-05,"v_3774",78,2.79649878352303e-05,35233.244524686
"1909699",3.67817146960497e-05,2.20260435939455e-06,2.45307615750151e-05,1.51816215338144e-05,1.68140304340676e-05,2.83490018764055e-05,2.83051801624717e-05,2.93130226656286e-05,1.80288761220578e-05,2.05331330212134e-05,1.50717977381968e-05,"v_2887",203,2.79642058165548e-05,50600.2644155257
"28264",1.113574848596e-05,6.60781307818364e-06,1.01946022129933e-05,6.07264861352576e-06,8.74329582571518e-06,9.54913747415765e-06,1.52758115162546e-05,1.46565113328143e-05,7.28826907061911e-06,7.57770385306686e-06,8.6124558503982e-06,"v_3743",108,2.79602963791416e-05,40092.491687152
"82995",1.92344746575673e-05,1.32156261563673e-05,1.27432527662416e-05,1.3663459380433e-05,1.74865916514304e-05,1.93966854943827e-05,1.8420831534307e-05,1.77654682821991e-05,1.80288761220578e-05,1.66220600647918e-05,1.16268153980376e-05,"v_1971",76,2.79587329102245e-05,23317.9323614202
"104623",2.2946390819554e-05,1.54182305157618e-05,1.30618340853976e-05,1.79649188150137e-05,1.10972600864846e-05,1.55173483955062e-05,1.79715429602995e-05,2.0430288524529e-05,1.72616899040979e-05,1.27109871083702e-05,1.20574381905575e-05,"v_1949",45,2.79516994633274e-05,28099.6640072765
"2813780",2.86829885244425e-05,1.98234392345509e-05,1.97520417876745e-05,1.75853782766684e-05,2.38759232163761e-05,2.05903276786524e-05,2.47108715704118e-05,2.44275188880238e-05,1.6494503686138e-05,1.83331544832263e-05,1.55024205307168e-05,"v_1090",180,2.79501369556711e-05,107950.240091811
"1573711",3.340724545788e-05,1.54182305157618e-05,1.5929065957802e-05,7.08475671578006e-06,1.17698213038474e-05,1.93966854943827e-05,1.79715429602995e-05,1.28799645045944e-05,1.53437243591981e-05,1.53998497659101e-05,1.16268153980376e-05,"v_1356",84,2.79493557673496e-05,24641.6474130637
"2502791",2.32838377433709e-05,1.76208348751564e-05,1.21060901279295e-05,1.60672161232869e-05,1.27786631298914e-05,1.52189378494388e-05,2.20151401263669e-05,2.17626986456939e-05,1.45765381412382e-05,1.49109656463574e-05,1.11961926055177e-05,"v_3884",64,2.79470124643676e-05,29432.58349228
"178898",2.39587315910049e-05,1.32156261563673e-05,1.46547406811778e-05,9.36199994585222e-06,1.81591528687931e-05,1.6114169487641e-05,1.7522254386292e-05,1.68771948680892e-05,1.26585725963385e-05,2.00442489016607e-05,8.18183305787829e-06,"v_4329",114,2.79470124643676e-05,58282.8118447324
"2080757",1.99093685052012e-05,1.10130217969727e-05,1.33804154045537e-05,9.10897292028864e-06,2.48847650424201e-05,1.67109905797759e-05,1.7522254386292e-05,1.64330581610342e-05,1.03570139424587e-05,1.56442918256864e-05,1.07655698129977e-05,"v_3525",102,2.79462314506889e-05,51924.5851067961
"2742624",1.95719215813843e-05,1.54182305157618e-05,1.11503461704614e-05,7.33778374134363e-06,1.7150311042749e-05,2.4469664777529e-05,2.11165629783519e-05,1.59889214539792e-05,1.15077932693986e-05,1.61331759452391e-05,7.75121026535838e-06,"v_1803",102,2.79446695542825e-05,20165.4830498663
"2291597",2.93578823720764e-05,1.76208348751564e-05,2.45307615750151e-05,2.20133512240309e-05,2.42122038250574e-05,2.74537702382032e-05,2.78558915884642e-05,1.86537416963091e-05,1.84124692310377e-05,2.3710879798306e-05,1.16268153980376e-05,"v_2738",150,2.79438886715475e-05,71789.8342010644
"72803",1.1810642333594e-05,2.20260435939455e-06,8.92027693636912e-06,2.40375674285395e-06,6.38933156494571e-06,8.05708474382051e-06,9.43506005415724e-06,1.51006480398693e-05,6.13748974367925e-06,8.55547209217226e-06,5.59809630275883e-06,"v_5373",116,2.79407655769768e-05,47651.6415829035
"2224",1.01234077145091e-05,6.60781307818364e-06,1.30618340853976e-05,4.17494592179896e-06,8.74329582571518e-06,7.46026365168566e-06,1.48265229422471e-05,9.32687084815455e-06,6.13748974367925e-06,1.09998926899358e-05,5.59809630275883e-06,"v_5361",84,2.79376431804213e-05,65708.6211652891
"58231",8.77362001924122e-06,2.20260435939455e-06,1.08317648513054e-05,3.03632430676288e-06,3.02652547813218e-06,5.96821092134853e-06,1.16815029241947e-05,9.77100755520952e-06,4.60311730775944e-06,5.8666094346324e-06,3.01435954763937e-06,"v_5099",87,2.79337411659544e-05,104133.594111356
"465817",2.36212846671879e-05,8.81041743757819e-06,1.5610484638646e-05,1.1892270201488e-05,1.64777498253863e-05,1.46221167573039e-05,2.29137172743819e-05,2.66482024232987e-05,1.03570139424587e-05,1.61331759452391e-05,1.03349470204778e-05,"v_2031",137,2.79298402413138e-05,40480.9178450472
"45656",1.113574848596e-05,8.81041743757819e-06,8.92027693636912e-06,7.46429725412542e-06,6.05305095626435e-06,6.86344255955081e-06,1.07829257761797e-05,1.15475543834294e-05,7.28826907061911e-06,8.06658797261956e-06,4.3062279251991e-06,"v_2880",52,2.79298402413138e-05,33817.291886167
"2005388",1.75472400384824e-05,6.60781307818364e-06,8.92027693636912e-06,6.83172969021648e-06,6.05305095626435e-06,9.84754802022507e-06,1.07829257761797e-05,1.24358277975394e-05,9.20623461551887e-06,1.14887768094885e-05,8.18183305787829e-06,"v_1373",106,2.79267202859696e-05,36774.3446376938
"75612",2.19340500481031e-05,6.60781307818364e-06,1.27432527662416e-05,9.36199994585222e-06,1.41237855646168e-05,1.19364218426971e-05,1.57251000902621e-05,1.42123746257593e-05,1.41929450322583e-05,1.29554291681466e-05,8.18183305787829e-06,"v_1444",97,2.79259404060432e-05,20649.1277584944
"204040",1.01234077145091e-05,8.81041743757819e-06,1.01946022129933e-05,3.66889187067181e-06,8.74329582571518e-06,1.07427796584274e-05,1.66236772382771e-05,1.06592809693195e-05,9.97342083347878e-06,1.34443132876993e-05,5.59809630275883e-06,"v_2096",90,2.79220416596862e-05,28576.0761170241
"2639160",1.0798301562143e-05,2.20260435939455e-06,9.55743957468119e-06,5.06054051127147e-06,1.1433540695166e-05,1.04443691123599e-05,1.7522254386292e-05,1.02151442622645e-05,9.58982772449883e-06,6.84437767373781e-06,6.88996468031856e-06,"v_4546",71,2.7920482465937e-05,72759.0922410192
"2478464",1.38353238764958e-05,1.10130217969727e-05,1.01946022129933e-05,7.46429725412542e-06,1.07609794778033e-05,1.43237062112365e-05,1.57251000902621e-05,1.19916910904844e-05,4.60311730775944e-06,1.34443132876993e-05,1.16268153980376e-05,"v_1772",79,2.79181440017868e-05,17974.6609338394
"2661553",2.69957539053576e-05,2.20260435939455e-06,2.07077857451426e-05,1.55611620721598e-05,1.84954334774744e-05,2.4469664777529e-05,2.38122944223969e-05,2.30951087668589e-05,2.10976209938974e-05,1.90664806625553e-05,1.63636661157566e-05,"v_2257",171,2.79181440017868e-05,62626.6795097835
"38290",1.75472400384824e-05,1.54182305157618e-05,1.36989967237097e-05,1.15127296631426e-05,1.27786631298914e-05,1.79046327640456e-05,2.20151401263669e-05,2.0430288524529e-05,1.53437243591981e-05,1.44220815268047e-05,1.33493065681172e-05,"v_3532",114,2.79158059293172e-05,43374.7168266972
"288965",1.1810642333594e-05,2.20260435939455e-06,5.41588242565268e-06,5.44008104961683e-06,2.35396426076947e-06,6.26662146741596e-06,1.16815029241947e-05,2.22068353527489e-06,2.68515176285967e-06,5.3777253150797e-06,3.01435954763937e-06,"v_4339",47,2.79134682484299e-05,182556.044779396
