"","s9OmM2TOMPOOB051285.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"1125411",6.99017670467692e-07,0,1.59684590995865e-06,0,1.12820975675798e-06,6.84220729607371e-07,4.46468434681668e-07,1.32867882378264e-06,0,0,4.21450125592137e-07,"v_2746",11,1.91666347222755e-05,13124.6561202575
"2560503",3.49508835233846e-07,0,7.98422954979325e-07,0,2.82052439189494e-07,2.2807357653579e-07,0,0,0,1.28176425450027e-06,0,"v_5835",8,1.82872190625971e-05,13120.6439189792
"29329",1.39803534093538e-06,1.34978769526788e-06,0,1.00884182604406e-06,1.41026219594747e-06,3.42110364803686e-06,3.57174747745334e-06,4.42892941260881e-07,3.18088162905672e-06,1.28176425450027e-06,4.21450125592137e-07,"v_4509",8,2.26182936759251e-05,13119.1883451143
"2639701",0.00148890763809618,0.00145507113549878,0.000891040017756927,0.00104179732569483,0.00168244279976533,0.00269674196895919,0.00131618894544156,0.00122194162493877,0.00184888744688922,0.00174405389562337,0.00254471585832533,"v_3169",9,1.53146392636721e-05,13113.2298621179
"2016373",4.89312369327384e-06,4.38681000962061e-06,1.59684590995865e-06,3.69908669549488e-06,4.51283902703191e-06,4.56147153071581e-06,4.46468434681668e-06,5.75760823639145e-06,0,3.84529276350082e-06,2.10725062796069e-06,"v_5371",42,2.67981562868475e-05,13107.8941954267
"1208919",0,1.34978769526788e-06,7.98422954979325e-07,1.00884182604406e-06,5.64104878378988e-07,1.36844145921474e-06,4.46468434681668e-07,8.85785882521762e-07,0,1.28176425450027e-06,8.42900251184275e-07,"v_1292",7,2.15535822053625e-05,13102.1465935752
"420662",0.000319800584238969,0.000348245225379113,0.000299408608117247,0.000245484844337388,0.00058554086375739,0.000316338050655141,0.000286632735065631,0.000275036516523007,0.000118487840682363,0.000490488454722105,0.000283214484397916,"v_1038",202,2.05225029244567e-05,13093.8115495046
"2773299",0.000183841647333003,0.000196731556585294,0.000118965020291919,0.000128122911907595,0.000161333995216391,0.000146195162559442,0.000170104473613716,0.000168742210620396,5.72558693230209e-05,0.000182437778890539,0.000155515096343499,"v_2866",185,2.31417198926224e-05,13088.3964092872
"2717326",0.000355450485432821,0.000360393314636524,0.000230744233989025,0.000329218715899045,0.000368642538020669,0.000449533019352043,0.000345566568443611,0.000464594695382664,0.000176538930412648,0.000379829474083581,0.000389419916047135,"v_3681",158,2.00088038737044e-05,13083.1062984117
"44674",2.44656184663692e-06,2.02468154290182e-06,2.39526886493797e-06,1.68140304340676e-06,1.97436707432646e-06,2.96495649496528e-06,1.78587373872667e-06,1.32867882378264e-06,7.95220407264179e-07,2.99078326050064e-06,1.26435037677641e-06,"v_2947",18,2.53017230473395e-05,13078.0640615953
"2792603",0.000210054809975541,0.000257472002872348,0.0002123805060245,0.000207485135556395,0.000238616363554312,0.000159879577151589,0.000241539423162782,0.000199744716508657,0.000128030485569533,0.000252507558136554,0.000191759807144423,"v_2179",295,2.19905880283239e-05,13075.284255023
"445709",0.000207957756964138,0.000250048170548375,0.000250704807863508,0.000240440635207167,0.000274437023331378,0.000175844727509094,0.000209840164300384,0.00023119011533818,0.000127235265162269,0.000248235010621553,0.000202717510409818,"v_1007",234,2.1684918139434e-05,13075.0318788033
"2259340",0.000205161686282268,0.000204830282756901,0.000194016778059976,0.000181591528687931,0.000229872737939438,0.000188616847795099,0.000174569157960532,0.000170513782385439,0.000172562828376327,0.000207645809229044,0.000169844400613631,"v_585",170,2.22846191558586e-05,13072.770121537
"123214",9.43673855131384e-06,1.01234077145091e-05,1.35731902346485e-05,6.72561217362706e-06,5.92310122297938e-06,5.47376583685897e-06,9.37583712831503e-06,7.97207294269585e-06,2.38566122179254e-06,7.69058552700165e-06,4.21450125592137e-06,"v_5204",52,2.77008310249307e-05,13051.1146880882
"73010",6.39601168477938e-05,6.7489384763394e-05,7.98422954979325e-05,5.48137392150605e-05,8.23593122433323e-05,5.72464677104834e-05,5.49156174658452e-05,7.08628706017409e-05,2.94231550687746e-05,6.70789959855144e-05,5.14169153222408e-05,"v_2506",100,2.59013675922089e-05,13047.2642735821
"39483",3.14557951710461e-06,1.68723461908485e-06,7.98422954979325e-07,1.68140304340676e-06,1.97436707432646e-06,2.2807357653579e-06,1.339405304045e-06,1.32867882378264e-06,2.38566122179254e-06,2.99078326050064e-06,2.95015087914496e-06,"v_4574",17,2.4443901246639e-05,13041.2671549222
"1307956",0,3.3744692381697e-07,7.98422954979325e-07,0,5.64104878378988e-07,2.2807357653579e-07,0,4.42892941260881e-07,0,0,4.21450125592137e-07,"v_6279",9,1.75204989838111e-05,13033.5078336226
"84163",8.3882120456123e-06,5.73659770488849e-06,4.79053772987595e-06,8.07073460835247e-06,9.5897829324428e-06,1.16317524033253e-05,8.48290025895169e-06,8.41496588395674e-06,2.38566122179254e-06,9.39960453300201e-06,7.16465213506634e-06,"v_3820",38,2.79010072263609e-05,13030.336917317
"2560625",0,3.3744692381697e-07,0,6.72561217362706e-07,8.46157317568482e-07,0,0,0,0,4.27254751500091e-07,0,"v_5795",14,1.75898401083534e-05,13023.0423179567
"2072413",8.66781911379938e-05,8.36868371066086e-05,0.00010698867596723,8.47427133877009e-05,7.95387878514373e-05,7.04747351495592e-05,7.58996338958836e-05,8.41496588395673e-05,9.94025509080224e-05,7.60513457670163e-05,7.62824727321769e-05,"v_1641",13,2.16886806775544e-05,13016.2143388549
"1623301",1.39803534093538e-06,1.01234077145091e-06,1.59684590995865e-06,1.68140304340676e-06,1.97436707432646e-06,9.12294306143162e-07,0,0,0,0,4.21450125592137e-07,"v_5694",7,2.06049616747713e-05,13016.1206122166
"2714855",4.19410602280615e-06,9.78596079069213e-06,2.39526886493797e-06,4.37164791285759e-06,3.38462927027393e-06,3.64917722457265e-06,5.80408965086168e-06,9.74364470773938e-06,1.59044081452836e-06,4.27254751500091e-06,3.79305113032924e-06,"v_2983",37,2.71886895051659e-05,13012.2117686718
"546871",0.000790938494134193,0.000670844484548137,0.00035449979201082,0.000592862713105225,0.000698925944311566,0.0013739152250516,0.0006478256987231,0.000817580369567586,0.000295821991502275,0.000843400879461181,0.000808762791011312,"v_3658",85,1.78284899269032e-05,12997.9585125536
"2635918",0.000298480545289704,0.00032968564456918,0.000268270112873053,0.000280458027640248,0.00034551423800713,0.000415321982871674,0.000286632735065631,0.000348999637713574,0.000278327142542463,0.000321722827879569,0.000401641969689307,"v_3210",174,2.01211291977706e-05,12988.1406948919
"28047",0.000246403728839861,0.000228451567424089,0.000154894053265989,0.0002236266047731,0.000263719030642177,0.000310180064088675,0.000194213769086526,0.000292309341232181,0.000175743710005384,0.00027814284322656,0.000280264333518771,"v_3376",178,2.08929653385705e-05,12987.6020695014
"1146875",6.99017670467692e-07,1.34978769526788e-06,0,0,0,1.14036788267895e-06,0,1.32867882378264e-06,7.95220407264179e-07,8.54509503000183e-07,4.21450125592137e-07,"v_6772",7,1.87290468788043e-05,12985.6882837419
"28885",5.24263252850769e-06,4.04936308580364e-06,2.39526886493797e-06,2.69024486945082e-06,6.76925854054786e-06,4.7895451072516e-06,5.80408965086168e-06,2.65735764756528e-06,7.95220407264179e-07,4.69980226650101e-06,7.16465213506634e-06,"v_2702",31,2.69026929595653e-05,12977.7978950972
"1816183",0.000123027110002314,0.000137340897993507,6.30754134433667e-05,9.18046061700093e-05,0.000118462024459588,0.00010673843381875,9.59907134565586e-05,0.00010540852002009,4.4532342806794e-05,0.000110231725887024,9.01903268767174e-05,"v_5269",186,2.45308475407825e-05,12973.980215051
"2202826",0.00041346895208164,0.000405273755504181,0.000369669828155427,0.000332245241377177,0.000436899228304526,0.000408935922728672,0.000352263594963836,0.000407904398901271,0.0002131190691468,0.000450753762832596,0.000383941064414437,"v_186",57,1.99234937838699e-05,12936.2831969287
"187272",0.000256189976226409,0.000280418393691902,0.000253898499683425,0.000180246406253205,0.000277539600162462,0.000211880352601749,0.000262076971158139,0.000224103828278006,0.0001598393018601,0.000277288333723559,0.000233061919452452,"v_2187",313,2.1655802672326e-05,12928.5886075118
"1095900",0,1.01234077145091e-06,2.39526886493797e-06,6.72561217362706e-07,1.97436707432646e-06,1.14036788267895e-06,8.92936869363336e-07,1.77157176504352e-06,0,8.54509503000183e-07,4.21450125592137e-07,"v_321",9,2.2757788853235e-05,12920.2133225437
"1148509",6.5707661023963e-05,8.03123678684389e-05,7.10596429931599e-05,2.95926935639591e-05,5.58463829595198e-05,4.26497588121928e-05,4.33074381641218e-05,2.9673827064479e-05,1.74948489598119e-05,6.0670174713013e-05,4.80453143175037e-05,"v_1501",177,2.64844536257217e-05,12918.1554384569
"947919",0.000148191746139151,0.000147464305708016,9.66091775524983e-05,8.27250297356128e-05,0.000136795433006905,9.53347549919604e-05,0.000139744620055362,0.000118252415316655,4.85084448431149e-05,0.000129030934953028,0.00012222053642172,"v_2875",185,2.41347685475696e-05,12910.6109911351
"2594473",0.00230710782137862,0.00137374642685889,0.0021509514407143,0.00110165527404011,0.000716131143102126,0.00104526120126353,0.00167157781944816,0.000892872169581936,0.000690251313505308,0.000667371921843143,0.00138193496181662,"v_365",12,1.52998776009792e-05,12898.0843149096
"2681549",0.00108068131854305,0.000771741114769411,0.00122318396702833,0.000862896041876352,0.000609515321088497,0.000661413371953792,0.000828198946334494,0.000740516997788193,0.000788063423598802,0.000651136241286139,0.000738380620037425,"v_331",31,1.66146075629694e-05,12884.4200759468
"2291",2.06210212787969e-05,2.46336254386388e-05,1.51700361446072e-05,1.88317140861558e-05,1.83334085473171e-05,1.61932239340411e-05,1.339405304045e-05,1.72728247091744e-05,8.74742447990597e-06,2.05082280720044e-05,1.64365548980934e-05,"v_2881",53,2.84066698860893e-05,12884.0888711143
"366522",8.73772088084615e-06,1.34978769526788e-05,7.18580659481392e-06,1.04246988691219e-05,1.21282548851482e-05,6.61413371953792e-06,1.87516742566301e-05,1.55012529441308e-05,2.38566122179254e-06,2.09354828235045e-05,1.05362531398034e-05,"v_2942",84,2.85575577576606e-05,12873.8945816244
"2634190",0.000113240862615766,0.000128229831050449,6.54706823083046e-05,0.000104919549908582,0.000162180152533959,0.000267074158123411,0.000124118224841504,0.000123567130611786,9.62216692789657e-05,0.000120485839923026,0.000182909354506988,"v_3268",94,2.27045681591136e-05,12864.3341901368
"2767570",3.49508835233846e-07,0,7.98422954979325e-07,6.72561217362706e-07,2.82052439189494e-07,4.56147153071581e-07,0,0,0,0,4.21450125592137e-07,"v_5895",7,1.6627315353663e-05,12862.8447881797
"1930071",1.64269152559908e-05,2.02468154290182e-05,1.11779213697105e-05,1.1433540695166e-05,2.2846247574349e-05,1.59651503575053e-05,1.96446111259934e-05,2.34733258868267e-05,1.03378652944343e-05,2.26445018295048e-05,2.40226571587518e-05,"v_4534",46,2.77924460131736e-05,12859.5180589773
"2599819",2.51646361368369e-05,2.76706477529916e-05,1.27747672796692e-05,2.79112905205523e-05,3.92052890473397e-05,2.50880934189369e-05,2.14304848647201e-05,4.96040094212186e-05,1.19283061089627e-05,3.50348896230075e-05,2.27583067819754e-05,"v_18",54,2.75565598390697e-05,12847.6776859044
"2589665",0,3.3744692381697e-07,0,0,5.64104878378988e-07,0,4.46468434681668e-07,0,0,0,0,"v_5882",19,1.66019191818574e-05,12841.5495126334
"2571748",0.000294985456937366,0.000343520968445676,0.000340128178821192,0.000304333950856624,0.000377104111196354,0.000274372512572556,0.000272345745155817,0.000294080912997225,0.000112126077424249,0.000360603010266077,0.000254977325983243,"v_970",234,2.09467951403435e-05,12818.3230859455
"2183911",0.000271568364976698,0.000301677549892371,0.000294618070387371,0.000251537895293652,0.000305744844081412,0.000200020526621888,0.000264309313331547,0.000258649477696354,0.000135982689642175,0.000291814995274562,0.000219996965559096,"v_2751",296,2.14068587575459e-05,12814.0271649461
"169292",4.33390955689969e-05,4.92672508772776e-05,2.9541649334235e-05,3.56457445202234e-05,5.78207500338463e-05,5.13165547205529e-05,3.75033485132601e-05,6.90912988366974e-05,2.54470530324537e-05,5.1270570180011e-05,4.84667644430958e-05,"v_3496",84,2.60321757692508e-05,12801.4992711485
"57480",0.000220190566197323,0.000238912422062415,0.000220364735574294,0.000212865625295296,0.000265975450155693,0.000185195744147062,0.000222787748906152,0.000187786607094613,0.00012564482434774,0.000271734021954058,0.000199345909405081,"v_1236",306,2.19635405227323e-05,12785.4137932015
"999432",0,3.3744692381697e-07,0,3.36280608681353e-07,5.64104878378988e-07,2.2807357653579e-07,0,8.85785882521762e-07,0,4.27254751500091e-07,8.42900251184275e-07,"v_5104",8,1.8759262385803e-05,12779.1786087719
"1353",1.04852650570154e-06,3.3744692381697e-07,7.98422954979325e-07,1.00884182604406e-06,1.69231463513696e-06,2.96495649496528e-06,4.46468434681668e-07,8.85785882521762e-07,0,2.13627375750046e-06,2.10725062796069e-06,"v_4290",14,2.28008573122349e-05,12767.4673569356
"191292",2.44656184663692e-05,2.76706477529916e-05,2.23558427394211e-05,2.42122038250574e-05,2.87693487973284e-05,2.89653442200454e-05,2.27698901687651e-05,3.23311847120443e-05,1.66996285525478e-05,3.63166538775078e-05,3.41374601729631e-05,"v_3452",36,2.68204371731259e-05,12756.7644768892
"1912795",1.08347738922492e-05,1.48476646479467e-05,1.43716131896278e-05,5.38048973890165e-06,9.02567805406381e-06,1.04913845206464e-05,8.03643182427002e-06,1.37296811790873e-05,9.54264488717015e-06,1.11086235390024e-05,1.39078541445405e-05,"v_3749",11,2.63462957108231e-05,12733.7152632125
"437897",1.74754417616923e-06,1.34978769526788e-06,1.59684590995865e-06,2.01768365208812e-06,3.38462927027393e-06,6.84220729607371e-07,1.339405304045e-06,1.77157176504352e-06,1.59044081452836e-06,3.41803801200073e-06,4.21450125592137e-07,"v_4529",12,2.43474873393066e-05,12731.0513359853
"84595",0.000371877400688812,0.00037085416927485,0.000253100076728446,0.00034300622085498,0.000378232320953112,0.000397760317478419,0.000328600767925708,0.000449979228321055,0.000185286354892554,0.000390510842871084,0.000390262816298319,"v_3544",147,1.999600079984e-05,12729.3160419731
"2560220",0,1.01234077145091e-06,2.39526886493797e-06,0,0,0,0,0,0,4.27254751500091e-07,0,"v_6965",5,1.71312079214705e-05,12726.6051197685
"2639520",0.000141201569434474,0.000156912819574891,0.000109383944832168,0.000141237855646168,0.000157385261067738,0.000145054794676763,0.00013126171979641,0.000150583600028699,7.39554978755687e-05,0.00013843053948603,0.000137392740943037,"v_5300",58,2.33612110451806e-05,12725.669773601
"1859",0.000543835747623864,0.000561174234307621,0.000352902946100862,0.00043750107189444,0.000575386975946568,0.000634956837075641,0.000499598178408787,0.000686926951895626,0.000190057677336139,0.000557994705459119,0.000655354945295774,"v_3712",129,1.87300992695261e-05,12724.5194877955
"1401251",0,3.3744692381697e-07,0,3.36280608681353e-07,2.82052439189494e-07,6.84220729607371e-07,0,4.42892941260881e-07,0,0,4.21450125592137e-07,"v_2689",7,1.70285227756492e-05,12723.6391965197
"1984776",1.04852650570154e-06,6.7489384763394e-07,0,0,0,0,0,1.77157176504352e-06,0,8.54509503000183e-07,0,"v_6979",6,1.95461386603077e-05,12716.0957239729
"2057246",0.000162521608383738,0.00015151366879382,8.30359873178498e-05,0.000118707054864518,0.00013933390495961,0.000183827302687847,0.000156263952138584,0.000164756174149048,7.0774616246512e-05,0.000148257398770532,0.000160993947976196,"v_3678",110,2.26469788930157e-05,12714.7319037635
"243899",3.49508835233846e-07,1.01234077145091e-06,0,2.01768365208812e-06,2.25641951351595e-06,1.14036788267895e-06,2.23234217340834e-06,2.2144647063044e-06,2.38566122179254e-06,2.13627375750046e-06,1.26435037677641e-06,"v_4580",8,2.19765729732106e-05,12711.2056465117
"283811",0.000618980147199141,0.000647223199880949,0.000421567320229084,0.000465748643023674,0.000584412654000632,0.000701782395000627,0.000684436110366997,0.000779934469560411,0.000242542224215575,0.000599011161603128,0.000847957652691381,"v_3784",128,1.81649742965614e-05,12699.0525932707
"54299",3.66984276995538e-05,3.57693739245988e-05,1.43716131896278e-05,2.8583851737915e-05,3.04616634324654e-05,2.62284613016159e-05,3.66104116438968e-05,2.9673827064479e-05,1.19283061089627e-05,2.99078326050064e-05,3.54018105497395e-05,"v_4655",97,2.74295745672985e-05,12669.7370004
"84757",0.000600106670096513,0.000557462318145635,0.000346515562461027,0.000534013606585988,0.000592592174737127,0.000719115986817347,0.000550942048397178,0.00067895487895293,0.000345920877159918,0.000599011161603128,0.000684435003961631,"v_3336",132,1.83281098220341e-05,12662.3352381999
"742013",2.62131626425384e-05,3.07076700673443e-05,3.11384952441937e-05,2.38759232163761e-05,3.15898731892233e-05,2.62284613016159e-05,2.36628270381284e-05,2.83451482406964e-05,1.51091877380194e-05,3.2898615865507e-05,1.8543805526054e-05,"v_875",104,2.78419689840466e-05,12640.2633947659
"1231000",6.15135550011569e-05,5.39915078107152e-05,3.11384952441937e-05,4.47253209546199e-05,5.72566451554673e-05,6.84220729607371e-05,4.77721225109385e-05,5.31471529513057e-05,2.06757305888687e-05,6.15246842160132e-05,4.46737133127666e-05,"v_3497",65,2.60858223555498e-05,12631.4488309093
"212",1.04852650570154e-06,1.01234077145091e-06,0,3.36280608681353e-07,8.46157317568482e-07,0,0,4.42892941260881e-07,0,0,4.21450125592137e-07,"v_2964",10,1.88160915214692e-05,12629.1436382208
"1925021",6.99017670467692e-06,6.7489384763394e-06,7.98422954979325e-06,9.07957643439653e-06,7.61541585811634e-06,6.15798656646634e-06,7.58996338958836e-06,8.41496588395674e-06,1.11330857016985e-05,6.83607602400146e-06,5.90030175828992e-06,"v_3859",4,2.16010714131421e-05,12614.7321188968
"73913",0,2.36212846671879e-06,0,1.00884182604406e-06,1.12820975675798e-06,4.56147153071581e-07,0,8.85785882521762e-07,0,4.27254751500091e-07,8.42900251184275e-07,"v_5427",11,2.14380654289757e-05,12613.8767395762
"1663591",0.00027716050634044,0.000319899683778488,0.000285835417882598,0.000264652839032225,0.000330001353851708,0.000234459636678793,0.000296455040628628,0.000230304329455658,0.000163020183489157,0.000320868318376569,0.000276471282388442,"v_496",273,2.11707420345083e-05,12613.0947047148
"2109558",3.14557951710461e-06,5.39915078107152e-06,1.59684590995865e-06,3.02652547813218e-06,4.7948914662214e-06,6.38606014300213e-06,4.01821591213501e-06,3.54314353008705e-06,2.38566122179254e-06,4.27254751500091e-06,5.05740150710565e-06,"v_3005",34,2.6959264551263e-05,12609.1663440658
"161896",3.11062863358123e-05,2.96953292958934e-05,2.39526886493797e-05,2.15219589556066e-05,2.96155061148969e-05,3.14741535619391e-05,2.23234217340834e-05,3.23311847120443e-05,1.59044081452836e-05,3.2898615865507e-05,2.19154065307911e-05,"v_3512",49,2.74273176083379e-05,12605.279494214
"29552",1.39803534093538e-06,2.36212846671879e-06,2.39526886493797e-06,1.34512243472541e-06,1.97436707432646e-06,9.12294306143162e-07,3.12527904277168e-06,1.32867882378264e-06,1.59044081452836e-06,1.28176425450027e-06,8.42900251184275e-07,"v_4808",6,2.29953779290363e-05,12604.831749275
"28099",9.01732794903322e-05,9.95468425260062e-05,0.000118965020291919,9.75213765175923e-05,0.00011733381470283,9.62470492981036e-05,7.41137601571569e-05,7.52918000143497e-05,0.00020357642425963,0.000121340349426026,0.000105783981523626,"v_157",41,2.21822940928551e-05,12601.1511638035
"132919",0.000205511195117501,0.000166361333441766,0.000114972905517023,0.000136529927124629,0.000197718759871835,0.000245863315505582,0.000175908563264577,0.000214360183570266,7.79315999118896e-05,0.000208500318732045,0.000237697870833965,"v_3446",158,2.16966804078976e-05,12600.9855981345
"747548",1.39803534093538e-06,6.7489384763394e-07,7.98422954979325e-07,3.36280608681353e-07,1.69231463513696e-06,6.84220729607371e-07,1.78587373872667e-06,1.77157176504352e-06,7.95220407264179e-07,1.28176425450027e-06,1.68580050236855e-06,"v_4648",7,2.24628240262366e-05,12597.8022736556
"861914",0.000164269152559908,0.000186270701946968,0.000152498784401051,0.000139556452602761,0.000150898054966379,0.000121107069140505,0.000161175104920082,0.000137296811790873,7.23650570610403e-05,0.000161502296067035,0.000131913889310339,"v_4913",200,2.32926488400261e-05,12587.5974143533
"686597",0.000119532021649975,0.000113719613326319,0.000158087745085906,0.000112654003908253,0.000140744167155558,0.000125668540671221,0.000106259487454237,9.52219823710894e-05,0.000165405844710949,0.000134585246722529,0.000116741684789022,"v_265",48,2.190052780272e-05,12585.1425481094
"162496",0.00013176483088316,0.000119456211031207,8.14391414078911e-05,0.000103574427473857,0.000124949230560946,0.000178581610427524,0.000121885882668095,0.00015589831532383,0.000120873501904155,0.000149111908273532,0.000150036244710801,"v_3253",106,2.25657226672684e-05,12580.739961588
"713585",0.000246403728839861,0.000296615846035117,0.000249906384908529,0.000226989410859913,0.000298129428223295,0.000203669703846461,0.000258951692115367,0.000215688862394049,0.000142344452900288,0.000307623421080066,0.000204403310912187,"v_2175",297,2.15494020040944e-05,12579.5417324351
"160799",2.41161096311354e-05,3.13825639149782e-05,1.67668820545658e-05,1.61414692167049e-05,2.65129292838124e-05,2.50880934189369e-05,3.34851326011251e-05,2.48020047106093e-05,2.38566122179254e-05,2.99078326050064e-05,2.02296060284226e-05,"v_3965",86,2.81001489307893e-05,12574.5785477421
"2686359",3.14557951710461e-06,4.72425693343758e-06,1.59684590995865e-06,2.01768365208812e-06,5.35899634460039e-06,3.87725080110844e-06,4.46468434681668e-06,7.52918000143497e-06,3.9761020363209e-06,7.69058552700165e-06,3.3716010047371e-06,"v_2350",33,2.73276309676714e-05,12560.2256863095
"319706",0.000176152452957858,0.000180196657318262,0.000105391830057271,0.000170830549210127,0.000194334130601561,0.000203669703846461,0.000195553174390571,0.00021613175533531,0.000116897399867834,0.00018756483590854,0.000235590620206005,"v_3383",136,2.17197715080037e-05,12551.8036045918
"1620215",0.000371877400688812,0.000459265263314896,0.000411986244769332,0.000351749516680695,0.000498950764926215,0.000283267382057452,0.000391552817215823,0.000319325810649095,0.000207552526295951,0.0004691257171471,0.000298808139044825,"v_2542",232,2.01535702049618e-05,12546.2772745228
"407035",1.29318269036523e-05,1.31604300288618e-05,7.18580659481392e-06,8.74329582571518e-06,9.02567805406381e-06,9.35101663796741e-06,1.339405304045e-05,6.20050117765233e-06,0.000147115775343873,8.11784027850174e-06,1.18006035165798e-05,"v_4091",3,2.03520911773685e-05,12544.5268079175
"1296540",2.44656184663692e-06,2.69957539053576e-06,3.1936918199173e-06,6.72561217362706e-07,1.97436707432646e-06,1.14036788267895e-06,3.57174747745334e-06,1.77157176504352e-06,7.95220407264179e-07,2.13627375750046e-06,2.10725062796069e-06,"v_4209",19,2.44379276637341e-05,12529.0461915133
"1565",1.60774064207569e-05,2.05842623528352e-05,1.11779213697105e-05,1.24423825212101e-05,1.35385170810957e-05,1.25440467094685e-05,1.91981426913117e-05,1.8601503532957e-05,4.77132244358508e-06,1.49539163025032e-05,1.98081559028305e-05,"v_4401",82,2.80615108317432e-05,12526.7975907899
"1226343",0,1.01234077145091e-06,7.98422954979325e-07,3.36280608681353e-07,8.46157317568482e-07,4.56147153071581e-07,0,4.42892941260881e-07,0,8.54509503000183e-07,4.21450125592137e-07,"v_2101",16,2.02667099023145e-05,12523.4180043478
"227945",1.74754417616923e-06,1.34978769526788e-06,1.59684590995865e-06,6.72561217362706e-07,3.66668170946342e-06,1.36844145921474e-06,1.339405304045e-06,8.85785882521762e-07,3.9761020363209e-06,1.70901900600037e-06,1.26435037677641e-06,"v_4108",8,2.38384705237312e-05,12509.3268332548
"66219",3.8445971875723e-06,6.07404462870546e-06,4.79053772987595e-06,9.41585704307788e-06,5.35899634460039e-06,5.70183941339476e-06,5.80408965086168e-06,4.87182235386969e-06,7.95220407264179e-06,8.97234978150192e-06,1.68580050236855e-06,"v_4430",5,2.5299162597718e-05,12504.4878311363
"65058",2.90092333244092e-05,2.32838377433709e-05,1.59684590995865e-05,2.01768365208812e-05,2.76411390405704e-05,2.37196519597222e-05,2.90204482543084e-05,2.34733258868267e-05,9.54264488717015e-06,2.8198813599006e-05,2.10725062796069e-05,"v_3514",65,2.79955207166853e-05,12497.9786160809
"395631",1.04852650570154e-06,2.69957539053576e-06,1.59684590995865e-06,6.72561217362706e-07,3.66668170946342e-06,9.12294306143162e-07,8.92936869363336e-07,1.77157176504352e-06,1.59044081452836e-06,2.13627375750046e-06,1.26435037677641e-06,"v_1912",16,2.44003611253447e-05,12497.1333596439
"164393",3.49508835233846e-06,2.02468154290182e-06,7.98422954979325e-07,1.68140304340676e-06,3.94873414865292e-06,2.96495649496528e-06,3.12527904277168e-06,2.2144647063044e-06,2.38566122179254e-06,4.27254751500091e-07,1.68580050236855e-06,"v_4182",9,2.42800951779731e-05,12496.4350104258
"2734245",6.99017670467692e-07,1.34978769526788e-06,0,0,5.64104878378988e-07,1.14036788267895e-06,4.46468434681668e-07,8.85785882521762e-07,0,0,8.42900251184275e-07,"v_5817",16,2.10992720751134e-05,12496.3887746891
"2665642",0.000426750287820526,0.000416746950913958,0.000229945811034046,0.000505766035456755,0.000364693803872016,0.000459796330296154,0.000407625680864363,0.000467252053030229,0.000291845889465954,0.000384102021598582,0.000624167636001956,"v_3619",104,1.89390352455446e-05,12495.5200847903
"131568",0.000608145373306892,0.000554087848907465,0.000328950257451482,0.000508119999717524,0.000492463558824857,0.000712045705944738,0.00055406732743995,0.000653267088359799,0.000270374938469821,0.000600292925857629,0.000691599656096697,"v_3785",141,1.8476433309314e-05,12489.5802428802
"2589990",4.89312369327384e-06,3.3744692381697e-06,3.1936918199173e-06,2.69024486945082e-06,3.10257683108444e-06,2.96495649496528e-06,3.57174747745334e-06,5.75760823639145e-06,7.95220407264179e-07,5.1270570180011e-06,4.21450125592137e-06,"v_2598",26,2.63532388130501e-05,12471.0711992894
"1474867",0,0,0,0,5.64104878378988e-07,2.2807357653579e-07,0,4.42892941260881e-07,0,0,4.21450125592137e-07,"v_6176",13,1.59846547314578e-05,12467.0495758063
"1742359",2.48151273016031e-05,1.68723461908485e-05,2.47511116043591e-05,2.89201323465964e-05,2.20000902567805e-05,3.69479193987981e-05,3.34851326011251e-05,4.03032576547402e-05,0.00013518746923491,2.39262660840051e-05,2.73942581634889e-05,"v_3843",3,1.69897551776279e-05,12465.3667413156
"2734264",6.99017670467692e-07,0,0,3.36280608681353e-07,5.64104878378988e-07,0,1.339405304045e-06,4.42892941260881e-07,0,8.54509503000183e-07,0,"v_5765",7,1.92845434384341e-05,12456.4561465874
"2136182",1.74754417616923e-06,1.68723461908485e-06,3.1936918199173e-06,3.02652547813218e-06,2.53847195270545e-06,4.10532437764423e-06,8.92936869363336e-07,3.54314353008705e-06,3.18088162905672e-06,3.41803801200073e-06,2.10725062796069e-06,"v_1589",4,2.19664352868816e-05,12425.1163350502
"2111",3.49508835233846e-07,0,7.98422954979325e-07,6.72561217362706e-07,8.46157317568482e-07,2.2807357653579e-07,4.46468434681668e-07,8.85785882521762e-07,1.59044081452836e-06,0,4.21450125592137e-07,"v_4733",2,1.71279802685667e-05,12399.3702828359
"2213194",1.08347738922492e-05,7.08638540015637e-06,3.1936918199173e-06,6.38933156494571e-06,6.48720610135836e-06,7.98257517875266e-06,6.69702652022502e-06,7.08628706017409e-06,5.16893264721717e-05,5.1270570180011e-06,3.79305113032924e-06,"v_3939",6,1.98491464867011e-05,12386.8395291157
