"","s9OmM2TOMPOOB051285.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"768670",8.03870321037846e-06,9.11106694305819e-06,7.98422954979325e-06,5.716770347583e-06,8.17952073649533e-06,7.52642802568108e-06,4.91115278149835e-06,7.08628706017409e-06,3.9761020363209e-06,1.28176425450027e-05,5.47885163269779e-06,"v_5248",99,2.91129290517919e-05,138365.902678567
"490759",1.64269152559908e-05,2.09217092766521e-05,1.19763443246899e-05,1.44600661732982e-05,1.94616183040751e-05,1.34563410156116e-05,1.78587373872667e-05,1.06294305902611e-05,5.56654285084926e-06,1.49539163025032e-05,7.16465213506634e-06,"v_2319",135,2.91553689611942e-05,138110.859568567
"2559597",4.12420425575938e-05,4.85923570296437e-05,3.59290329740696e-05,2.99289741726404e-05,5.27438061284354e-05,3.03337856792601e-05,3.57174747745334e-05,3.49885423596096e-05,1.74948489598119e-05,4.22982203985091e-05,3.3716010047371e-05,"v_1208",296,2.79337411659544e-05,137984.965376918
"35757",2.41161096311354e-05,2.36212846671879e-05,1.11779213697105e-05,1.47963467819795e-05,2.5666771966244e-05,1.68774446636485e-05,2.05375479953567e-05,1.59441458853917e-05,6.36176325811343e-06,2.30717565810049e-05,1.81223554004619e-05,"v_3517",175,2.88800323456362e-05,137290.88891231
"971",2.30675831254338e-05,2.76706477529916e-05,7.98422954979325e-06,2.05131171295625e-05,2.36924048919175e-05,2.02985483116853e-05,2.67881060809001e-05,2.25875400043049e-05,7.95220407264179e-06,3.37531253685072e-05,1.47507543957248e-05,"v_4527",184,2.87438919229664e-05,137097.14635319
"180252",1.39803534093538e-06,1.68723461908485e-06,0,6.72561217362706e-07,2.53847195270545e-06,1.14036788267895e-06,1.339405304045e-06,1.32867882378264e-06,0,8.54509503000183e-07,4.21450125592137e-07,"v_6108",30,2.41155617720115e-05,136950.191598401
"505",1.95724947730954e-05,3.3744692381697e-05,2.15574197844418e-05,1.81591528687931e-05,3.58206597770658e-05,1.75616653932559e-05,2.41092954728101e-05,2.03730752980005e-05,8.74742447990597e-06,2.73443040960059e-05,1.72794551492776e-05,"v_1278",181,2.87405874576076e-05,136310.936187765
"2201420",6.99017670467692e-07,1.01234077145091e-06,0,0,8.46157317568482e-07,4.56147153071581e-07,4.46468434681668e-07,4.42892941260881e-07,0,0,0,"v_5875",13,2.01726781247478e-05,136217.328873888
"416273",7.09502935524707e-05,9.0098328659131e-05,5.26959150286354e-05,6.25481932147316e-05,7.55900537027844e-05,7.54923538333466e-05,6.11661755513885e-05,6.86484058954365e-05,3.33992571050955e-05,7.43423267610159e-05,6.61676697179656e-05,"v_5284",145,2.59767248545303e-05,135942.012528523
"2358187",2.44656184663692e-06,4.04936308580364e-06,3.99211477489662e-06,1.68140304340676e-06,2.82052439189494e-06,2.5088093418937e-06,3.12527904277168e-06,2.65735764756528e-06,7.95220407264179e-07,5.55431176950119e-06,1.68580050236855e-06,"v_2330",63,2.71017399317036e-05,135665.481537344
"1646340",8.73772088084615e-06,1.1810642333594e-05,6.3873836398346e-06,6.72561217362706e-06,1.15641500067693e-05,1.02633109441106e-05,1.16081793017234e-05,7.52918000143497e-06,5.56654285084926e-06,1.49539163025032e-05,1.05362531398034e-05,"v_1841",136,2.90909090909091e-05,135368.119425335
"2203724",1.74754417616923e-06,3.03702231435273e-06,7.98422954979325e-07,1.68140304340676e-06,6.20515366216887e-06,3.64917722457265e-06,2.23234217340834e-06,1.77157176504352e-06,0,4.27254751500091e-06,2.10725062796069e-06,"v_4185",60,2.66915788068864e-05,135088.337440811
"693153",2.09705301140308e-06,4.04936308580364e-06,7.98422954979325e-07,2.69024486945082e-06,3.10257683108444e-06,2.5088093418937e-06,3.12527904277168e-06,1.32867882378264e-06,7.95220407264179e-07,4.27254751500091e-06,8.42900251184275e-07,"v_2635",58,2.65350528047551e-05,134776.754174085
"739",1.74754417616923e-06,2.69957539053576e-06,2.39526886493797e-06,1.68140304340676e-06,3.10257683108444e-06,2.05266218882211e-06,1.78587373872667e-06,4.42892941260881e-07,7.95220407264179e-07,2.13627375750046e-06,1.26435037677641e-06,"v_2766",29,2.55695619934031e-05,134448.444664609
"392500",7.33968553991076e-06,1.01234077145091e-05,3.99211477489662e-06,7.73445399967112e-06,9.02567805406381e-06,6.61413371953792e-06,4.91115278149835e-06,6.64339411891321e-06,3.18088162905672e-06,8.54509503000183e-06,3.3716010047371e-06,"v_2398",91,2.87894054987765e-05,133443.222515302
"862908",1.04852650570154e-06,1.01234077145091e-06,0,1.00884182604406e-06,2.82052439189494e-07,0,4.46468434681668e-07,0,0,4.27254751500091e-07,0,"v_3004",8,2.01840787986436e-05,133416.870275518
"10497",3.49508835233846e-07,1.68723461908485e-06,0,1.00884182604406e-06,1.12820975675798e-06,2.2807357653579e-07,4.46468434681668e-07,4.42892941260881e-07,0,1.28176425450027e-06,8.42900251184275e-07,"v_6159",22,2.23853868194842e-05,132922.145453372
"2501984",6.99017670467692e-07,3.3744692381697e-07,0,0,2.82052439189494e-07,4.56147153071581e-07,0,0,0,4.27254751500091e-07,0,"v_6232",26,1.79266084649445e-05,132782.645946888
"392610",0.000109396265428194,0.000107645568697613,0.000140522440076361,9.31497286047348e-05,8.65900988311747e-05,7.48081331037393e-05,0.000108938298062327,7.92778364856977e-05,9.54264488717015e-05,8.80144788090188e-05,6.86963704715184e-05,"v_437",15,2.3099489501282e-05,132526.007930433
"583357",1.04852650570154e-06,1.34978769526788e-06,7.98422954979325e-07,6.72561217362706e-07,2.82052439189494e-07,1.14036788267895e-06,4.46468434681668e-07,1.32867882378264e-06,0,4.27254751500091e-07,0,"v_4493",12,2.15215753793178e-05,131818.373568364
"2740405",1.39803534093538e-06,1.01234077145091e-06,7.98422954979325e-07,6.72561217362706e-07,2.25641951351595e-06,6.84220729607371e-07,1.339405304045e-06,2.65735764756528e-06,0,2.56352850900055e-06,1.26435037677641e-06,"v_2976",21,2.44283760015634e-05,130716.410667195
"574556",6.99017670467692e-07,3.71191616198667e-06,7.98422954979325e-07,6.72561217362706e-07,1.97436707432646e-06,2.05266218882211e-06,1.78587373872667e-06,1.77157176504352e-06,0,1.70901900600037e-06,1.26435037677641e-06,"v_749",29,2.47029470615844e-05,130555.227504455
"123824",5.24263252850769e-06,2.69957539053576e-06,7.98422954979325e-07,1.00884182604406e-06,2.25641951351595e-06,1.82458861228632e-06,1.78587373872667e-06,3.10025058882617e-06,1.59044081452836e-06,3.41803801200073e-06,2.10725062796069e-06,"v_2803",49,2.63241023481099e-05,130015.968858013
"1579316",2.90092333244092e-05,2.63208600577237e-05,1.99605738744831e-05,1.61414692167049e-05,3.07437158716549e-05,2.48600198424012e-05,2.50022323421734e-05,2.30304329455658e-05,2.30613918106612e-05,3.54621443745076e-05,2.19154065307911e-05,"v_699",91,2.85249736143994e-05,129963.802191152
"2776703",3.49508835233846e-07,1.34978769526788e-06,0,1.00884182604406e-06,8.46157317568482e-07,9.12294306143162e-07,4.46468434681668e-07,0,0,4.27254751500091e-07,0,"v_1671",14,2.11014982063727e-05,129556.086253236
"2742667",1.04852650570154e-06,3.3744692381697e-07,0,3.36280608681353e-07,8.46157317568482e-07,4.56147153071581e-07,4.46468434681668e-07,0,1.59044081452836e-06,1.28176425450027e-06,4.21450125592137e-07,"v_1811",9,2.03227248709507e-05,129226.136396223
"2560493",6.99017670467692e-07,1.01234077145091e-06,0,0,8.46157317568482e-07,0,4.46468434681668e-07,4.42892941260881e-07,0,8.54509503000183e-07,0,"v_5785",19,2.08159866777685e-05,128865.966773982
"1294143",0.000232772884265741,0.000288517119863509,0.000364080867470572,8.64241164311077e-05,0.000137359537885284,9.0317136308173e-05,0.000124564693276185,0.00010053669766622,0.000274351040506142,0.000152102691534033,0.000111684283281916,"v_1301",32,2.16750476851049e-05,128839.863313089
"94694",3.49508835233846e-07,2.36212846671879e-06,7.98422954979325e-07,1.00884182604406e-06,2.53847195270545e-06,2.05266218882211e-06,8.92936869363336e-07,1.32867882378264e-06,7.95220407264179e-07,2.99078326050064e-06,0,"v_5488",29,2.46584800512896e-05,128555.311841405
"1198140",0,1.01234077145091e-06,0,0,1.12820975675798e-06,4.56147153071581e-07,4.46468434681668e-07,0,0,4.27254751500091e-07,4.21450125592137e-07,"v_5928",17,2.02179494955622e-05,128356.957769394
"351348",1.53783887502892e-05,2.73332008291746e-05,1.99605738744831e-05,1.41237855646168e-05,1.86154609865066e-05,1.45967088982906e-05,2.00910795606751e-05,1.81586105916961e-05,1.11330857016985e-05,2.05082280720044e-05,1.26435037677641e-05,"v_2322",123,2.89636795458495e-05,128050.884882037
"283168",1.18833003979508e-05,1.04608546383261e-05,5.58896068485527e-06,3.69908669549488e-06,9.30773049325331e-06,6.84220729607371e-06,8.48290025895169e-06,8.41496588395674e-06,4.77132244358508e-06,1.06813687875023e-05,2.95015087914496e-06,"v_5032",88,2.90849863300564e-05,127484.386854422
"61648",1.57278975855231e-05,1.88970277337503e-05,1.43716131896278e-05,1.27786631298914e-05,2.14359853784016e-05,1.23159731329327e-05,1.78587373872667e-05,1.32867882378264e-05,7.15698366537761e-06,2.00809733205043e-05,1.05362531398034e-05,"v_1892",176,2.90402207056774e-05,126855.126821847
"2734268",1.04852650570154e-06,1.68723461908485e-06,0,1.00884182604406e-06,2.25641951351595e-06,2.05266218882211e-06,1.339405304045e-06,8.85785882521762e-07,0,1.70901900600037e-06,1.26435037677641e-06,"v_5723",46,2.437419260487e-05,126133.631502912
"1275962",1.08347738922492e-05,9.78596079069213e-06,5.58896068485527e-06,5.716770347583e-06,8.46157317568482e-06,5.70183941339476e-06,6.69702652022502e-06,7.52918000143497e-06,3.9761020363209e-06,8.11784027850174e-06,8.00755238625061e-06,"v_44",121,2.90317898098418e-05,126049.9714685
"185008",5.94165019897538e-06,4.38681000962061e-06,7.98422954979325e-07,1.34512243472541e-06,7.61541585811634e-06,5.47376583685897e-06,5.35762121618002e-06,4.42892941260881e-06,2.38566122179254e-06,7.69058552700165e-06,2.52870075355282e-06,"v_4445",65,2.78613618633679e-05,124820.450416663
"664683",1.85239682673938e-05,2.42961785148219e-05,1.75653050095451e-05,1.47963467819795e-05,2.5666771966244e-05,2.05266218882211e-05,2.36628270381284e-05,1.59441458853917e-05,1.03378652944343e-05,2.73443040960059e-05,1.26435037677641e-05,"v_2250",164,2.89544546428468e-05,123416.324990682
"335992",1.74754417616923e-06,2.02468154290182e-06,0,1.00884182604406e-06,1.41026219594747e-06,6.84220729607371e-07,8.92936869363336e-07,1.32867882378264e-06,7.95220407264179e-07,2.13627375750046e-06,8.42900251184275e-07,"v_790",26,2.41843817262812e-05,123257.738252657
"487849",3.49508835233846e-07,1.34978769526788e-06,0,3.36280608681353e-07,8.46157317568482e-07,1.59651503575053e-06,8.92936869363336e-07,1.77157176504352e-06,0,8.54509503000183e-07,1.26435037677641e-06,"v_1692",18,2.25499481351193e-05,123003.197334663
"1620392",1.43298622445877e-05,1.85595808099334e-05,1.27747672796692e-05,1.27786631298914e-05,1.35385170810957e-05,1.23159731329327e-05,1.4733458344495e-05,1.28438952965655e-05,8.74742447990597e-06,1.66629353085036e-05,1.26435037677641e-05,"v_2574",161,2.92543076968084e-05,122670.154190695
"1529068",9.85614915359445e-05,0.000121480892574109,0.000112577636652085,9.98753407783618e-05,0.000130308226905546,9.55628285684962e-05,8.75078131976069e-05,7.83920506031759e-05,0.000100197771315287,0.000122194858929026,0.000105362531398034,"v_577",49,2.40673886883273e-05,122488.069899502
"53442",8.73772088084615e-06,9.78596079069213e-06,3.99211477489662e-06,8.74329582571518e-06,1.10000451283903e-05,6.15798656646634e-06,8.48290025895169e-06,3.54314353008705e-06,3.18088162905672e-06,1.28176425450027e-05,7.58610226065847e-06,"v_4465",91,2.89972742562199e-05,122267.455870672
"571430",0,3.3744692381697e-07,0,0,2.82052439189494e-07,2.2807357653579e-07,0,0,0,8.54509503000183e-07,8.42900251184275e-07,"v_2078",9,1.84750678958745e-05,121183.738908529
"54308",1.32813357388861e-05,1.45102177241297e-05,9.5810754597519e-06,9.41585704307788e-06,1.41026219594747e-05,1.27721202860043e-05,1.29475846057684e-05,1.19581094140438e-05,3.18088162905672e-06,1.83719543145039e-05,8.00755238625061e-06,"v_4656",159,2.92765758116931e-05,120525.565141408
"1434072",8.3882120456123e-05,8.13247086398898e-05,0.00011816659733694,4.16987954764878e-05,5.020533417573e-05,3.78602137049412e-05,5.08974015537102e-05,3.36598635358269e-05,3.73753591414164e-05,6.02429199615129e-05,3.45589102985553e-05,"v_1507",113,2.58839364290521e-05,120459.056422229
"1993863",0,3.3744692381697e-07,0,0,2.82052439189494e-07,4.56147153071581e-07,0,0,0,4.27254751500091e-07,0,"v_5673",18,1.6780212773098e-05,119797.559213965
"857087",4.01935160518923e-05,5.50038485821661e-05,3.1936918199173e-05,2.35396426076947e-05,5.020533417573e-05,3.46671836334401e-05,4.10750959907135e-05,3.23311847120443e-05,2.30613918106612e-05,4.35799846530093e-05,3.6666160926516e-05,"v_2532",233,2.77215646051063e-05,119623.214459703
"2490851",2.30675831254338e-05,2.69957539053576e-05,2.15574197844418e-05,1.31149437385728e-05,2.3410352452728e-05,1.59651503575053e-05,1.83052058219484e-05,2.30304329455658e-05,1.11330857016985e-05,2.26445018295048e-05,1.60151047725012e-05,"v_2011",167,2.89151052509831e-05,118031.36001019
"827",2.79607068187077e-06,2.02468154290182e-06,7.98422954979325e-07,1.68140304340676e-06,1.69231463513696e-06,1.59651503575053e-06,1.78587373872667e-06,4.87182235386969e-06,0,8.54509503000183e-07,4.21450125592137e-07,"v_2921",31,2.50915842826316e-05,117354.931954678
"1564",2.16695477844984e-05,2.42961785148219e-05,1.51700361446072e-05,1.31149437385728e-05,2.5666771966244e-05,1.68774446636485e-05,1.74122689525851e-05,2.2144647063044e-05,1.11330857016985e-05,1.8799209066004e-05,1.34864040189484e-05,"v_4400",147,2.89343479644686e-05,116602.642678925
"1109412",2.86597244891754e-05,3.64442677722328e-05,2.79448034242764e-05,2.55573262597828e-05,2.96155061148969e-05,2.23512105005075e-05,2.81275113849451e-05,2.48020047106093e-05,1.19283061089627e-05,3.50348896230075e-05,2.10725062796069e-05,"v_2121",228,2.82717480421814e-05,116587.923931858
"28026",1.29318269036523e-05,1.75472400384824e-05,1.11779213697105e-05,1.27786631298914e-05,1.57949365946117e-05,1.61932239340411e-05,1.42869899098134e-05,1.32867882378264e-05,5.56654285084926e-06,1.92264638175041e-05,1.26435037677641e-05,"v_3774",120,2.91137766391056e-05,116556.601106105
"2745199",5.69699401431169e-05,7.72753455540862e-05,5.42927609385941e-05,5.24597749542911e-05,6.74105329662891e-05,5.56499526747329e-05,5.71479596392535e-05,5.5804510598871e-05,3.9761020363209e-05,6.45154674765138e-05,5.94244677084914e-05,"v_2548",218,2.65435048043744e-05,116229.486507803
"88719",5.59214136374153e-06,5.06170385725455e-06,2.39526886493797e-06,3.69908669549488e-06,5.64104878378988e-06,3.42110364803686e-06,3.12527904277168e-06,3.54314353008705e-06,2.38566122179254e-06,4.27254751500091e-06,5.47885163269779e-06,"v_1250",64,2.78520499108734e-05,116036.992231988
"1208921",1.39803534093538e-06,1.01234077145091e-06,0,6.72561217362706e-07,1.12820975675798e-06,2.2807357653579e-07,8.92936869363336e-07,4.42892941260881e-07,7.95220407264179e-07,8.54509503000183e-07,4.21450125592137e-07,"v_1287",12,2.2548931180662e-05,115906.171631916
"178606",9.08722971607999e-06,1.28229831050449e-05,5.58896068485527e-06,5.38048973890165e-06,9.30773049325331e-06,7.52642802568108e-06,9.8223055629967e-06,8.85785882521762e-06,3.9761020363209e-06,1.32448972965028e-05,6.7432020094742e-06,"v_5086",162,2.90267336216656e-05,115661.812002333
"670",3.07567775005784e-05,3.71191616198667e-05,1.51700361446072e-05,1.98405559121998e-05,2.96155061148969e-05,2.21231369239717e-05,2.67881060809001e-05,2.2144647063044e-05,9.54264488717015e-06,2.86260683505061e-05,1.81223554004619e-05,"v_2577",198,2.86606861368261e-05,115651.343424737
"82987",1.60774064207569e-05,1.21480892574109e-05,7.18580659481392e-06,7.73445399967112e-06,1.15641500067693e-05,7.52642802568108e-06,1.071524243236e-05,6.64339411891321e-06,6.36176325811343e-06,1.4099406799503e-05,6.7432020094742e-06,"v_2083",106,2.90562529056253e-05,115639.486659689
"1262528",3.49508835233846e-07,3.3744692381697e-07,0,6.72561217362706e-07,5.64104878378988e-07,2.2807357653579e-07,0,4.42892941260881e-07,0,4.27254751500091e-07,0,"v_6136",14,1.90461679110163e-05,115405.051754477
"2633955",9.96100180416461e-05,0.000132616641060069,9.3415485732581e-05,9.04594837352839e-05,0.000109154293966334,0.000107650728124893,0.000101348334672739,0.00012090977296422,7.79315999118896e-05,0.000113222509147524,0.000101569480267705,"v_5317",144,2.45374687147274e-05,115244.877017236
"2145",3.49508835233846e-07,1.01234077145091e-06,7.98422954979325e-07,3.36280608681353e-07,5.64104878378988e-07,2.2807357653579e-07,4.46468434681668e-07,0,0,0,8.42900251184275e-07,"v_4789",13,1.97211430374505e-05,115062.487621428
"1549855",3.49508835233846e-05,3.98187370104025e-05,3.4332187064111e-05,2.82475711292336e-05,3.58206597770658e-05,2.69126820312233e-05,3.61639432092151e-05,2.87880411819573e-05,1.51091877380194e-05,4.22982203985091e-05,3.0765859168226e-05,"v_515",229,2.81928390188892e-05,114911.113508998
"2269374",6.99017670467692e-07,1.01234077145091e-06,7.98422954979325e-07,1.68140304340676e-06,1.41026219594747e-06,6.84220729607371e-07,0,2.2144647063044e-06,7.95220407264179e-07,2.56352850900055e-06,8.42900251184275e-07,"v_4121",11,2.36529637163537e-05,114714.363493183
"2169532",6.99017670467692e-07,1.34978769526788e-06,0,0,8.46157317568482e-07,2.2807357653579e-07,0,1.32867882378264e-06,0,8.54509503000183e-07,0,"v_6096",22,2.12008141112619e-05,114465.992441943
"190192",9.78624738654768e-06,2.02468154290182e-05,6.3873836398346e-06,7.73445399967112e-06,1.38205695202852e-05,9.80716379103899e-06,1.339405304045e-05,1.28438952965655e-05,5.56654285084926e-06,1.28176425450027e-05,1.18006035165798e-05,"v_5440",136,2.90672325087928e-05,113854.837598502
"292800",0.000144347148951578,0.000167373674213217,0.000111779213697105,0.000112317723299572,0.000123538968364998,0.000130230012201936,0.00015001339405304,0.000169185103561656,5.00988856576433e-05,0.000123903877935027,0.000136971290817445,"v_4332",97,2.32866823463661e-05,113534.17194653
"2641160",2.79607068187077e-06,6.41149155252243e-06,6.3873836398346e-06,3.69908669549488e-06,7.05131097973735e-06,6.61413371953792e-06,6.25055808554335e-06,1.1072323531522e-05,1.59044081452836e-06,8.11784027850174e-06,4.21450125592137e-06,"v_5495",47,2.80756920658094e-05,112641.134660111
"1853278",3.25043216767477e-05,3.71191616198667e-05,1.51700361446072e-05,2.58936068684642e-05,3.55386073378763e-05,2.2807357653579e-05,2.23234217340834e-05,2.39162188280876e-05,1.03378652944343e-05,3.46076348715074e-05,1.89652556516462e-05,"v_1251",143,2.84948994130051e-05,112426.4239113
"219745",3.49508835233846e-07,0,0,3.36280608681353e-07,1.12820975675798e-06,6.84220729607371e-07,0,0,1.59044081452836e-06,4.27254751500091e-07,0,"v_4799",4,1.82192504600361e-05,112223.088205129
"2151",1.39803534093538e-06,6.7489384763394e-07,1.59684590995865e-06,3.36280608681353e-07,1.97436707432646e-06,1.36844145921474e-06,0,4.42892941260881e-07,0,2.13627375750046e-06,4.21450125592137e-07,"v_4798",23,2.32282641518199e-05,111783.799110174
"91844",4.89312369327384e-06,3.71191616198667e-06,1.59684590995865e-06,2.01768365208812e-06,3.38462927027393e-06,1.82458861228632e-06,3.12527904277168e-06,3.10025058882617e-06,0,3.84529276350082e-06,8.42900251184275e-07,"v_2269",64,2.700440171748e-05,111583.029006627
"564",1.15337915627169e-05,1.0798301562143e-05,9.5810754597519e-06,3.69908669549488e-06,1.72051987905591e-05,1.27721202860043e-05,1.071524243236e-05,9.74364470773938e-06,8.74742447990597e-06,1.4099406799503e-05,9.69335288861916e-06,"v_1868",95,2.89972742562199e-05,111335.960200721
"2812647",3.32033393472154e-05,3.4419586229331e-05,1.75653050095451e-05,1.7150311042749e-05,2.67949817230019e-05,2.16669897709001e-05,2.50022323421734e-05,2.17017541217832e-05,6.36176325811343e-06,3.2471361114007e-05,1.98081559028305e-05,"v_2529",196,2.86779466590192e-05,111113.00990267
