"","oAVVM2CHIPOOB051360.extra.kraken2.report","X3xfYM2CHIPOOA051365.extra.kraken2.report","jYxWM2CHIPOOB051110.extra.kraken2.report","hoQoM2CHIPOOA051115.extra.kraken2.report","j1iWM2CHIPOOBXX1561.extra.kraken2.report","eBCjM2CHIPOOBXX1180.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"109266",4.88234004344395e-06,2.15216525759625e-06,5.40722486350137e-06,9.15551914890294e-06,2.57314154851658e-06,2.96053692651196e-05,"v_4612",18,3.12881324113764e-05,1175.69978253973
"35795",8.87698189717082e-07,7.17388419198749e-07,1.35180621587534e-06,5.38559949935467e-07,0,4.41871183061487e-07,"v_757",18,2.26009130768883e-05,1174.5456798714
"10242",8.87698189717082e-07,7.17388419198749e-07,1.35180621587534e-06,5.38559949935467e-07,0,4.41871183061487e-07,"v_5985",18,2.26009130768883e-05,1174.5456798714
"200618",0.000594757787110445,0.000659997345662849,0.000615071828223281,0.000830728722775458,0.000638139104032113,0.00081436859038232,"v_3533",16,2.07408636495624e-05,1170.88238662052
"1282967",8.87698189717082e-07,0,0,2.69279974967734e-07,2.57314154851658e-06,0,"v_6387",8,1.9872813990461e-05,1170.65449780567
"47885",0.000324009839246735,0.000416085283135274,0.000351469616127589,0.000321520290111474,0.000245735017883334,0.000238610438853203,"v_1420",16,2.24195139449377e-05,1167.51670742093
"40933",1.33154728457562e-06,7.17388419198749e-07,0,5.38559949935467e-07,1.28657077425829e-06,0,"v_313",3,2.00088038737044e-05,1165.11671176755
"879274",0.000457164567704297,0.000933322333377572,0.000497464687442126,0.000463700116894437,0.000407842935439879,0.000942953104653213,"v_111",6,1.96560196560197e-05,1161.2750825004
"1690221",0.00022503149109328,0.000349368160149791,0.000270361243175068,0.000325828769710958,0.000293338136530891,0.000320356607719578,"v_3265",28,2.42583024039978e-05,1159.05998931002
"1544730",0.000582773861549264,0.000645649577278874,0.000821898179252208,0.000930093033538552,0.00093405038211152,0.000714505703010424,"v_3580",54,2.1338796065126e-05,1158.30979218475
"29380",4.43849094858541e-07,1.4347768383975e-06,0,1.88495982477413e-06,0,5.74432537979933e-06,"v_4045",30,2.70284880263798e-05,1156.83575320709
"35814",0.000120726953801523,7.74779492734649e-05,8.65155978160219e-05,0,7.71942464554975e-05,6.76062910084075e-05,"v_1107",4,2.58377903521691e-05,1154.74959966004
"2518976",8.87698189717082e-07,0,0,1.6156798498064e-06,1.28657077425829e-06,0,"v_6131",15,2.09608451412761e-05,1153.27074096
"743721",0.000671099831426114,0.000469172026155982,0.000459614113397616,0.000368913565705795,0.000319069552016056,0.000212098167869514,"v_1390",44,2.10009030388307e-05,1150.9159565239
"463025",0.000466041549601468,0.000417520059973672,0.00121797740050368,0.000429232280098567,0.00171757198363482,0.000437894342413933,"v_1097",20,2.14233686104803e-05,1150.54931823803
"491950",3.55079275886833e-06,6.45649577278874e-06,4.05541864762603e-06,4.039199624516e-06,5.14628309703317e-06,5.74432537979933e-06,"v_2270",5,2.58324507246002e-05,1149.60666063471
"386874",0.00276296061549442,0.00238459910541664,0.00374315141175882,0.00246552745080457,0.00524534904665106,0.000877114298377051,"v_358",7,1.68753586013703e-05,1147.80596121645
"2675792",4.43849094858541e-07,0,0,2.69279974967734e-07,0,0,"v_1925",17,2.05562521841018e-05,1141.39948274002
"2617942",5.77003823316103e-06,5.73910735358999e-06,1.35180621587534e-06,8.88623917393521e-06,7.71942464554975e-06,3.4465952278796e-05,"v_3932",16,3.04980328768794e-05,1139.06545042967
"396811",8.43313280231228e-06,7.17388419198749e-06,9.46264351112739e-06,8.07839924903201e-06,1.02925661940663e-05,3.97684064755338e-06,"v_4867",5,2.66134397870925e-05,1138.5050019729
"1580596",5.28180422881664e-05,3.22824788639437e-05,3.92023802603849e-05,4.8470395494192e-05,3.34508401307156e-05,3.80009217432879e-05,"v_542",17,2.89318365929869e-05,1136.49095951725
"1325090",0.000345314595799945,0.000342194275957803,0.000547481517429513,0.000381569724529278,0.000653577953323212,0.000543059683982567,"v_32",31,2.24190113216007e-05,1132.35504869882
"257758",0,0,1.35180621587534e-06,2.69279974967734e-07,0,4.41871183061487e-07,"v_4224",30,2.04356888870724e-05,1132.30563957987
"2642072",4.88234004344395e-06,1.4347768383975e-06,0,5.92415944929014e-06,5.14628309703317e-06,1.50236202240906e-05,"v_4069",25,2.95534474096403e-05,1131.05291760277
"2633591",0.000786944445184193,0.00072814924548673,0.00102737272406526,0.00118402404993312,0.0010086714870185,0.00103662979546225,"v_3305",51,2.08567972302173e-05,1129.40947108141
"2762896",1.28716237508977e-05,1.86520988991675e-05,5.40722486350137e-06,4.8470395494192e-06,1.28657077425829e-06,1.76748473224595e-06,"v_1536",31,3.15716360421797e-05,1124.64607339071
"146017",0.000280068778855739,0.000285520590841102,0.000223048025619431,0.000283551813641023,0.000194272186913002,0.000297821177383442,"v_3339",4,2.37902650235524e-05,1124.59889075338
"2182384",0.000222368396524129,0.000182216658476482,0.00017979022671142,0.000175570543678962,0.000226436456269459,9.45604331751582e-05,"v_450",28,2.33770484138673e-05,1124.13092820013
"1878942",1.77539637943416e-06,1.4347768383975e-06,1.35180621587534e-06,4.57775957445147e-06,2.57314154851658e-06,3.09309828143041e-06,"v_2006",8,2.73912567108579e-05,1121.49689134913
"999432",0,0,1.35180621587534e-06,5.38559949935467e-07,0,0,"v_5046",37,2.03124047856026e-05,1119.97180461667
"302167",1.77539637943416e-06,4.30433051519249e-06,1.35180621587534e-06,4.57775957445147e-06,1.28657077425829e-06,1.5465491407152e-05,"v_3872",40,3.0331523552428e-05,1116.42140568578
"1241836",8.87698189717082e-07,0,2.70361243175068e-06,5.38559949935467e-07,0,4.41871183061487e-07,"v_2043",27,2.3178193955127e-05,1112.71921583273
"1295642",1.42031710354733e-05,9.32604944958374e-06,1.62216745905041e-05,4.4431195869676e-05,8.74868126495638e-05,2.87216268989966e-05,"v_3893",16,2.99877050409332e-05,1111.30921245148
"2053669",8.87698189717082e-07,7.17388419198749e-07,0,2.69279974967734e-07,1.28657077425829e-06,1.32561354918446e-06,"v_6144",12,2.21356472463255e-05,1107.37542785216
"233181",4.43849094858541e-07,2.15216525759625e-06,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_1288",20,2.34780362970441e-05,1105.66268523276
"2742667",0,0,0,2.69279974967734e-07,1.28657077425829e-06,4.41871183061487e-07,"v_1826",35,2.0271229044617e-05,1104.28523245226
"1913652",0,0,0,2.69279974967734e-07,1.28657077425829e-06,4.41871183061487e-07,"v_5767",35,2.0271229044617e-05,1104.28523245226
"1596",4.43849094858541e-07,1.4347768383975e-06,1.35180621587534e-06,1.07711989987093e-06,2.57314154851658e-06,1.76748473224595e-06,"v_4083",4,2.3851547965463e-05,1099.15792353698
"2528024",0.00111184198262064,0.00102873499313101,0.00115579431457342,0.00122253108635351,0.000325502405887348,0.000465290355763746,"v_4770",14,2.02597297352053e-05,1093.35230520401
"2588535",5.77003823316103e-06,4.30433051519249e-06,5.40722486350137e-06,2.4235197747096e-06,2.05851323881327e-05,3.09309828143041e-06,"v_1187",7,2.61697895948917e-05,1092.62734215004
"1791",0.000450506831281419,0.000439041712549634,0.000463669532045242,0.000590800265079207,0.00041427578931117,0.000667667357605907,"v_3311",26,2.14555441125987e-05,1090.35005621445
"1982567",4.43849094858541e-07,7.17388419198749e-07,0,2.69279974967734e-07,1.28657077425829e-06,0,"v_5726",20,1.99840127897682e-05,1086.83087494634
"943830",0.000294715798986071,0.000294129251871487,0.000454206888534115,0.000355449566957408,0.000555798574479582,0.000420661366274535,"v_62",27,2.07658443392308e-05,1086.49215661921
"2685235",7.27912515568007e-05,8.53692218846511e-05,7.97565667366452e-05,0.000125484468334964,7.97673880040141e-05,9.72116602735271e-05,"v_3043",5,2.74566870761374e-05,1086.1447549651
"300181",2.2192454742927e-06,1.07608262879812e-05,2.70361243175068e-06,4.57775957445147e-06,2.57314154851658e-06,2.20935591530743e-06,"v_1974",9,2.90065264684554e-05,1084.5568770659
"546805",2.2192454742927e-06,3.58694209599374e-06,2.70361243175068e-06,2.15423979974187e-06,1.28657077425829e-06,1.32561354918446e-06,"v_5738",26,2.73246440965106e-05,1082.62217602486
"2560778",1.33154728457562e-06,0,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_6254",42,2.08441896821261e-05,1073.44171833802
"1904944",0.00022503149109328,0.000162847171158116,0.000155457714825664,0.000144064786607737,0.000123510794328796,0.000100304758554958,"v_1307",26,2.37186024999407e-05,1072.96520033967
"2686014",0,7.17388419198749e-07,0,8.07839924903201e-07,0,0,"v_760",33,2.10823688149601e-05,1070.77044413749
"706191",0,7.17388419198749e-07,0,8.07839924903201e-07,0,0,"v_2018",33,2.10823688149601e-05,1070.77044413749
"1476025",1.6422416509766e-05,1.57825452223725e-05,8.11083729525205e-06,1.64260784730317e-05,1.92985616138744e-05,7.82111994018832e-05,"v_3818",24,3.04247292199099e-05,1063.2131010345
"294",0.000990227330629405,0.00131138603029531,0.000754307868458441,0.000880276238169521,0.000665157090291537,0.000629666435862619,"v_1563",6,1.97827850204752e-05,1061.29692687767
"1882747",0.000273411042432861,0.000247499004623568,0.000440688826375361,0.000319904610261667,0.000378251807631938,0.000510361216436017,"v_63",21,2.11447782969996e-05,1058.57418707594
"2644826",5.32618913830249e-06,5.02171893439124e-06,2.70361243175068e-06,7.27055932412881e-06,2.57314154851658e-06,2.51866574345047e-05,"v_3935",29,3.20769847634322e-05,1057.62754193462
"2592816",1.77539637943416e-06,3.58694209599374e-06,0,1.07711989987093e-06,2.57314154851658e-06,3.09309828143041e-06,"v_61",8,2.57161960602788e-05,1051.75872782615
"93221",0.000205502130919504,0.000182216658476482,0.000270361243175068,0.000215154699999219,0.000229009597817976,0.000224912432178297,"v_1053",53,2.61096605744125e-05,1051.44119849378
"2608247",8.87698189717082e-07,0,0,0,0,1.32561354918446e-06,"v_6200",22,2.09590878604963e-05,1050.7275577647
"29484",6.21388732801957e-06,7.17388419198749e-07,2.70361243175068e-06,0,0,3.53496946449189e-06,"v_1987",11,2.6424966308168e-05,1050.65717705771
"54913",1.10962273714635e-05,1.21956031263787e-05,8.11083729525205e-06,1.42718386732899e-05,7.71942464554975e-06,7.06993892898379e-05,"v_3988",16,3.15487270088652e-05,1044.8160359866
"2774190",0.000327116782910745,0.000243912062527575,0.000236566087778185,0.000253392456444637,0.000348660679823997,0.000159515497085197,"v_702",32,2.29226361031519e-05,1042.26154483394
"548687",1.33154728457562e-06,1.4347768383975e-06,0,0,0,0,"v_5943",15,2.16295719507711e-05,1036.66771065925
"2734260",0,7.17388419198749e-07,0,0,1.28657077425829e-06,4.41871183061487e-07,"v_6491",11,1.97722239797532e-05,1036.32679969803
"2558918",0.0005534798212886,0.00063632352782929,0.000766474124401319,0.000915282634915326,0.000699894501196511,0.00112721338798985,"v_3534",25,2.09323257907186e-05,1036.29388577942
"34098",1.86416619840587e-05,2.51085946719562e-05,2.29807056698808e-05,2.36966377971605e-05,1.41522785168412e-05,2.56285286175662e-05,"v_4940",6,2.84244336431597e-05,1034.6834525585
"2656526",4.43849094858541e-07,2.15216525759625e-06,1.35180621587534e-06,2.69279974967734e-07,0,0,"v_5520",13,2.22920707104483e-05,1033.05890262102
"1078034",4.43849094858541e-07,0,0,0,1.28657077425829e-06,0,"v_1882",17,1.90352914303118e-05,1029.17606315445
"1690818",0,1.4347768383975e-06,0,0,0,1.32561354918446e-06,"v_5548",16,2.09183139838929e-05,1028.83092744565
"743009",0.00018863586531488,0.00018365143531488,0.000167623970768542,0.000231311498497283,0.000190412474590227,0.000201493259476038,"v_2976",16,2.36244654964681e-05,1018.40512867504
"1107",0.000267197155104842,0.000323542177058636,0.000232510669130559,0.000245044777220637,0.000146669068265445,0.000255843414992601,"v_4654",9,2.36283729502386e-05,1014.26767467831
"171865",0.000723474024619422,0.000157108063804526,0.00023791789399406,0.000192265902126962,0.000140236214394154,0.000121514575341909,"v_1172",75,2.59013675922089e-05,999.71599899929
"2614124",0.000448287585807126,0.000434019993615243,0.000521797199327882,0.000613150503001529,0.000513341738929059,0.000580618734542794,"v_3149",36,2.1703743895822e-05,993.236046836907
"13690",0.000570346086893225,0.000421824390488864,0.000417708120705481,0.000411729081725665,0.00050433574350925,0.000277495102962614,"v_404",38,2.27702256529362e-05,986.059426590202
"1829",0.000483351664300951,0.000554541248040633,0.000498816493658001,0.000653273219271722,0.000268893291819983,0.00123723931257216,"v_3404",30,2.20906600689229e-05,976.618228443393
"925818",0.000156678730485065,0.000150651568031737,0.000132477009155784,0.000161837264955608,0.000120937652780279,0.000164817951281935,"v_219",18,2.44182355383e-05,975.416415244686
"436308",2.2192454742927e-06,0,1.35180621587534e-06,1.13097589486448e-05,0,1.67911049563365e-05,"v_5411",10,2.93694381626479e-05,974.786162188364
"2169652",0,7.17388419198749e-07,0,8.07839924903201e-07,0,0,"v_5676",56,1.98886237072395e-05,967.345353231125
"1985181",0,7.17388419198749e-07,0,8.07839924903201e-07,0,0,"v_5911",56,1.98886237072395e-05,967.345353231125
"184912",4.43849094858541e-07,7.17388419198749e-07,0,0,1.28657077425829e-06,1.32561354918446e-06,"v_1824",10,2.09375850589393e-05,965.309264074791
"550",0.000245448549456773,0.000201586145794848,0.000112199915917653,0.000120368148810577,0.000478604328024085,0.000102514114470265,"v_1756",24,2.48805732484076e-05,965.017729931009
"2816908",8.87698189717082e-07,4.30433051519249e-06,1.35180621587534e-06,2.69279974967734e-06,2.57314154851658e-06,2.65122709836892e-06,"v_4538",11,2.71694832364288e-05,956.806411197135
"2054227",0.000415442752787594,0.000351520325407387,0.000319026266946581,0.000318827490361797,0.000397550369245812,0.00017232976139398,"v_386",39,2.25514737388088e-05,953.140028405883
"2633371",0.000292940402606637,0.000268303268780332,0.000250084149936938,0.000234273578221928,0.000212284177752618,0.000274843875864245,"v_108",6,2.13369748437067e-05,947.649271098206
"2338327",0.000464710002316892,0.000372324589564151,0.00043528160151186,0.000353295327157666,0.00051977459280035,0.000204144486574407,"v_460",35,2.21758992327139e-05,941.462315573941
"2620175",0.00164046625459717,0.00162631954632356,0.00173842279361569,0.0019019244631971,0.0016751151480843,0.00207856204512123,"v_3106",11,1.70380971853063e-05,934.413240641286
"360196",0,0,0,2.69279974967734e-07,0,8.83742366122974e-07,"v_2701",47,1.93633335915111e-05,934.02716455712
"2771436",0.000921430720926331,0.000441911266226429,0.000373098515581594,0.000325020929786054,0.000258600725625917,0.000198842032377669,"v_1394",55,2.23688625433397e-05,933.079771864498
"2734142",0,7.17388419198749e-07,0,0,0,1.32561354918446e-06,"v_6544",22,2.04632888597855e-05,930.537182599686
"2201356",3.50640784938247e-05,5.30867430207074e-05,4.46096051238863e-05,3.58142366707086e-05,3.85971232277488e-05,3.13728539973656e-05,"v_1467",15,3.11808175610365e-05,929.059986178857
"1505",3.55079275886833e-06,3.58694209599374e-06,5.40722486350137e-06,3.50063967458054e-06,3.85971232277488e-06,3.97684064755338e-06,"v_4424",5,2.59107633310877e-05,927.164314281577
"543891",8.87698189717082e-07,7.17388419198749e-07,0,8.07839924903201e-07,0,0,"v_889",6,2.24255471833513e-05,926.449067363366
"2734286",0,7.17388419198749e-07,1.35180621587534e-06,2.69279974967734e-07,0,0,"v_6515",18,2.0501886173528e-05,926.175286381769
"1117313",1.33154728457562e-06,7.17388419198749e-07,2.70361243175068e-06,5.38559949935467e-07,1.28657077425829e-06,2.65122709836892e-06,"v_2496",9,2.36423387001442e-05,924.568069874103
"623",0,1.4347768383975e-06,2.70361243175068e-06,0,0,3.09309828143041e-06,"v_1935",8,2.40009600384015e-05,923.49725901022
"216946",0,0,1.35180621587534e-06,8.07839924903201e-07,1.28657077425829e-06,1.32561354918446e-06,"v_4723",10,2.32541915680301e-05,921.459294758037
"273116",0,0,2.70361243175068e-06,2.4235197747096e-06,0,8.83742366122974e-07,"v_5474",17,2.47929786284524e-05,920.040751439371
"1495331",4.43849094858541e-07,0,0,5.38559949935467e-07,0,4.41871183061487e-07,"v_1540",26,2.07848353841038e-05,919.981862861162
"746691",5.54811368573176e-05,5.45215198591049e-05,0.000128421590508157,0.000169646384229672,7.07613925842061e-05,0.000327868417831623,"v_3852",50,2.79563880346659e-05,919.70206151452
"481146",9.32083099202936e-06,1.36303799647762e-05,1.21662559428781e-05,1.26561588234835e-05,1.54388492910995e-05,1.50236202240906e-05,"v_670",17,3.05698214722426e-05,917.19449118721
"1827469",4.8379551339581e-05,4.30433051519249e-05,6.89421170096424e-05,5.03553553189662e-05,6.43285387129146e-05,3.09309828143041e-05,"v_701",8,2.47579906414795e-05,914.891431415914
"33903",0.000401239581752121,0.000673627725627625,0.000423115345568982,0.000545561229284628,0.000916038391271904,0.000792275031229246,"v_3228",29,2.14050259000813e-05,910.961676541149
"2202149",0.000832660901954623,0.000493563232408739,0.000460965919613492,0.000399611482852117,0.000447726629441886,0.000224470560995235,"v_1393",53,2.18837535014006e-05,905.97191752381
"1623285",0,7.17388419198749e-07,0,0,2.57314154851658e-06,1.32561354918446e-06,"v_6520",13,2.16872695727608e-05,902.266314893532
"1648404",0.000106079933671191,7.74779492734649e-05,7.16457294413931e-05,7.83604727156105e-05,8.23405295525307e-05,4.9931443685948e-05,"v_470",8,2.5693730729702e-05,898.460597144245
"400668",5.32618913830249e-06,7.17388419198749e-07,4.05541864762603e-06,4.8470395494192e-06,6.43285387129146e-06,5.74432537979933e-06,"v_2266",6,2.64193812580909e-05,898.175017105176
"84096",2.61870965966539e-05,2.5825983091155e-05,3.24433491810082e-05,3.79684764704504e-05,2.95911278079407e-05,3.4465952278796e-05,"v_3515",11,3.05829102697413e-05,898.019218412403
"1768242",0.000259651720492246,0.000159977617481321,0.000155457714825664,0.000170992784104511,0.000177546766847644,0.00014846871750866,"v_1148",29,2.38146269438689e-05,897.190043265325
"1683",3.15132857349564e-05,3.08477020255462e-05,3.24433491810082e-05,3.06979171463216e-05,3.60239816792322e-05,2.43029150683818e-05,"v_3732",12,3.06880255324372e-05,896.297546816307
"202956",4.88234004344395e-06,3.58694209599374e-06,0,1.07711989987093e-06,6.43285387129146e-06,1.32561354918446e-06,"v_1719",9,2.56844917039092e-05,895.817817578684
"2083052",6.65773642287811e-06,2.869553676795e-05,1.35180621587534e-06,8.61695919896747e-06,1.28657077425829e-06,2.20935591530743e-06,"v_1489",10,2.99257840555423e-05,893.404227341544
"1637869",5.77003823316103e-05,5.81084619550987e-05,5.27204424191383e-05,6.67814337919979e-05,9.77793788436302e-05,5.61176402488088e-05,"v_968",21,2.93936098292231e-05,892.011254937573
"46224",1.59785674149075e-05,1.57825452223725e-05,1.35180621587534e-05,1.56182385481285e-05,1.15791369683246e-05,7.37924875712683e-05,"v_3825",18,3.12100121719047e-05,891.006170942885
"1642",4.43849094858541e-07,0,0,2.4235197747096e-06,2.57314154851658e-06,6.18619656286082e-06,"v_4070",16,2.64655286489348e-05,884.728434272653
"1969",0.00101508287994148,0.00216579563756102,0.00106522329810977,0.00144926482527634,0.00133417389290585,0.00220847217294131,"v_3184",11,1.8522634659554e-05,881.37136248015
"2594891",4.43849094858541e-07,7.17388419198749e-07,0,2.69279974967734e-07,1.28657077425829e-06,4.41871183061487e-07,"v_5839",18,2.00392769828865e-05,876.408981104095
"2495405",4.43849094858541e-07,2.869553676795e-06,0,2.69279974967734e-07,1.28657077425829e-06,4.41871183061487e-07,"v_6138",10,2.05587878538681e-05,876.133495876078
"1524214",0.000780286708761315,0.000885974697710455,0.000873266815455471,0.000832613682600232,0.000636852533257854,0.000835578407169272,"v_2782",16,2.04892841044134e-05,870.741286045138
"323098",0.000257432475017954,0.000272607599295525,0.000378505740445096,0.000278435494116636,0.00051977459280035,0.000431708145851073,"v_57",23,2.12463084539061e-05,870.162758754992
"2173039",4.88234004344395e-06,1.4347768383975e-06,5.40722486350137e-06,4.30847959948374e-06,2.57314154851658e-06,2.20935591530743e-06,"v_4863",13,2.81896600327e-05,865.780454912498
"1288122",8.87698189717082e-07,2.15216525759625e-06,6.75903107937671e-06,1.6156798498064e-06,2.57314154851658e-06,0,"v_2114",7,2.4845337772367e-05,865.263933820711
"596154",2.79624929760881e-05,1.57825452223725e-05,1.35180621587534e-05,1.26561588234835e-05,1.02925661940663e-05,1.32561354918446e-05,"v_928",8,3.03232458002305e-05,864.621811792851
"747548",1.33154728457562e-06,7.17388419198749e-07,0,2.15423979974187e-06,0,8.39555247816825e-06,"v_4617",24,2.76648131241873e-05,861.851780783862
"185978",0.00167064799304755,0.00175760162703693,0.00177356975522845,0.00221428923415967,0.00314051925996449,0.00323361331764396,"v_3937",4,1.77885299558844e-05,860.954174951578
"2775162",1.33154728457562e-05,7.89127261118624e-06,1.62216745905041e-05,6.4627193992256e-06,2.57314154851658e-06,6.6280677459223e-06,"v_1354",11,3.03076223670253e-05,858.828771526624
"79328",0.000383041768862921,0.000385237581109728,0.000465021338261118,0.000365682206006182,0.000375678666083421,0.000228005530459727,"v_4948",31,2.17400756554633e-05,858.813721149855
"2596913",0.000653345867631772,0.000511497942888708,0.000583980285258148,0.000499245073590178,0.00061755397164398,0.000292960594369766,"v_332",41,2.15313065196796e-05,858.151914892679
"2675225",0.000693292286169041,0.00056745423958621,0.000578573060394646,0.000475817715767985,0.000581529989964748,0.000272634519948937,"v_416",41,2.15313065196796e-05,858.151914892679
"1208920",4.43849094858541e-07,0,1.35180621587534e-06,1.34639987483867e-06,5.14628309703317e-06,4.41871183061487e-07,"v_1292",7,2.47457375467076e-05,851.295132861373
"2744516",0.000132710879362704,0.000126977750198179,0.000183845645359047,0.000141102706883092,0.000230296168592234,0.000147584975142537,"v_145",14,2.26922029590633e-05,849.909168951118
"1293575",0,0,0,2.69279974967734e-07,0,1.76748473224595e-06,"v_5066",22,2.09705154552699e-05,840.720438852335
"414778",7.10158551773665e-06,5.02171893439124e-06,4.05541864762603e-06,5.6548794743224e-06,2.57314154851658e-06,1.14886507595987e-05,"v_3916",15,2.84713720354184e-05,837.662430897815
"2681984",9.32083099202936e-06,1.64999336415712e-05,1.08144497270027e-05,1.88495982477413e-05,1.92985616138744e-05,1.59073625902135e-05,"v_2029",13,3.0828041186263e-05,833.410431236551
"2733171",0,7.17388419198749e-07,1.35180621587534e-06,0,1.28657077425829e-06,4.41871183061487e-07,"v_6517",11,2.02032446410894e-05,832.693795867646
"2072408",9.7646800868879e-06,4.30433051519249e-06,6.75903107937671e-06,8.07839924903201e-06,2.57314154851658e-06,4.86058301367635e-06,"v_1303",8,2.84171639670361e-05,831.032701186178
"2303331",0.00106568167675536,0.00055597602487903,0.00120851475699256,0.00106257878122268,0.000963641509919461,0.00066855109997203,"v_2550",25,2.09634816150266e-05,827.593600457823
"2169688",4.43849094858541e-07,0,0,0,1.28657077425829e-06,4.41871183061487e-07,"v_6354",14,1.96386488609584e-05,820.267882558624
"717773",5.32618913830249e-06,4.30433051519249e-06,6.75903107937671e-06,2.4235197747096e-06,2.57314154851658e-06,5.30245419673784e-06,"v_2667",9,2.79197029343608e-05,818.702269279623
"2184053",0.000421656640115614,0.000746083955966699,0.000454206888534115,0.000638193540673528,0.000672876514937087,0.00080553116672109,"v_3214",38,2.14550837821022e-05,814.980862938251
"1938605",0.000262758664156256,0.000228129517305202,0.000231158862914683,0.000191996622151994,0.00030877698582199,0.000169236663112549,"v_705",34,2.34626123272565e-05,809.930643006126
"2780074",0.00193518205358324,0.000667888618274035,0.000271713049390944,0.000241813417521025,0.000265033579497208,0.000162166724183566,"v_419",3,2.11403082256939e-05,809.37721700475
"153265",1.46470201303318e-05,2.36738178335587e-05,2.83879305333822e-05,1.66953584479995e-05,1.02925661940663e-05,2.07679456038899e-05,"v_4900",3,2.99526747738573e-05,808.233578591693
"106592",0.000658228207675216,0.000594714999515763,0.000555592354724765,0.000560640907882821,0.000450299770990402,0.000591665514119331,"v_106",6,1.94556314325181e-05,801.041920862507
"83461",0.00178604875771077,0.0018924706498463,0.00224535012456894,0.00216958875831503,0.00172915112060314,0.00312447113542777,"v_2778",10,1.70899271969101e-05,799.059493235599
"107709",0.000763864292251549,0.000802040252664201,0.000898951133557102,0.000785489686980879,0.00102925661940663,0.000577967507444425,"v_4824",11,2.10327058576086e-05,798.138848674785
"1514074",1.33154728457562e-06,1.4347768383975e-06,1.35180621587534e-06,1.07711989987093e-06,1.28657077425829e-06,1.76748473224595e-06,"v_2466",4,2.41190516388896e-05,797.960751164578
"2735434",0.000115400764663221,0.000121956031263787,0.000152754102393914,0.000138679187108383,0.000732058770552968,9.54441755412812e-05,"v_1015",31,2.60593109918174e-05,788.139674569278
"120576",0,0,0,5.38559949935467e-07,1.28657077425829e-06,0,"v_295",48,1.97343753083496e-05,781.047762555644
"1414742",0,0,0,5.38559949935467e-07,1.28657077425829e-06,0,"v_5523",48,1.97343753083496e-05,781.047762555644
"2734230",0,0,0,5.38559949935467e-07,1.28657077425829e-06,0,"v_5711",48,1.97343753083496e-05,781.047762555644
"2733083",0,0,0,5.38559949935467e-07,1.28657077425829e-06,0,"v_5775",48,1.97343753083496e-05,781.047762555644
"2626894",3.99464185372687e-06,5.73910735358999e-06,4.05541864762603e-06,2.96207972464507e-06,5.14628309703317e-06,3.53496946449189e-06,"v_4422",3,2.4876859545251e-05,780.102670635985
"257438",1.33154728457562e-05,8.60866103038499e-06,8.11083729525205e-06,1.07711989987093e-05,1.67254200653578e-05,1.50236202240906e-05,"v_682",2,2.70131554066831e-05,779.198014408033
"589382",0.00159386209963702,0.00142688556578631,0.000386616577740348,0.000442157718897018,0.000290764994982374,0.000405195874867383,"v_2995",7,1.95587544985135e-05,774.668928555933
"29461",2.2192454742927e-06,7.17388419198749e-06,4.05541864762603e-06,1.88495982477413e-06,1.28657077425829e-06,2.20935591530743e-06,"v_289",19,2.72375660510977e-05,773.438040425268
"40990",0.000196181299927475,0.000203738311052445,0.00057451764174702,0.000367028605881021,0.000229009597817976,0.00104679283267266,"v_3635",102,2.37755587256301e-05,771.523228311563
"39692",0.000256544776828237,0.000274759764553121,0.000251435956152814,0.000322328130036377,0.000275326145691274,0.000440103698329241,"v_3333",21,2.40888396405945e-05,769.22026342828
"2489595",1.0652378276605e-05,1.64999336415712e-05,1.48698683746288e-05,5.92415944929014e-06,3.47374109049739e-05,8.39555247816825e-06,"v_2396",2,2.10948212213901e-05,766.494435651018
"85693",4.66041549601468e-05,4.30433051519249e-05,3.64987678286342e-05,5.11631952438694e-05,1.92985616138744e-05,6.7164419825346e-05,"v_3354",7,2.84778584650434e-05,758.330512324804
"2047966",1.37593219406148e-05,2.5825983091155e-05,2.29807056698808e-05,2.80051173966443e-05,1.54388492910995e-05,1.67911049563365e-05,"v_2355",18,3.21037593502199e-05,758.233506428525
"2509675",0.00010963072643006,0.00013199946913257,0.000124366171860531,0.000112020469586577,0.000102925661940663,0.000117537734694355,"v_4667",13,2.84325154246396e-05,755.827972725228
"189426",1.37593219406148e-05,7.89127261118624e-06,1.21662559428781e-05,1.05019190237416e-05,1.80119908396161e-05,2.29773015191973e-05,"v_3975",8,2.96859229353441e-05,751.391483776137
"158",2.66309456915124e-06,0,0,0,1.28657077425829e-06,0,"v_6195",5,2.04762782316686e-05,746.846072126773
"549298",4.43849094858541e-07,7.17388419198749e-07,0,0,0,2.65122709836892e-06,"v_2696",10,2.33247031931519e-05,746.782354428591
"1670",2.130475655321e-05,3.44346441215399e-05,8.11083729525205e-06,1.88495982477413e-05,2.83045570336824e-05,8.61648806969899e-05,"v_3069",15,2.97388925236424e-05,745.48561297136
"111844",1.33154728457562e-06,0,0,8.07839924903201e-07,1.28657077425829e-06,0,"v_2741",10,2.0010805835151e-05,744.561710094509
"216944",0,0,0,8.07839924903201e-07,0,4.41871183061487e-07,"v_4724",23,2.07249590682058e-05,742.654150012608
